,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
21885,IN10033748,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,27JUN2016:11:19:36,139
21886,IN10033748,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,27JUN2016:14:58:10,98
21910,IN10033753,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,17JUN2016:13:01:01,85
21911,IN10033753,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,17JUN2016:13:58:14,25
21918,IN10033754,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,17JUN2016:13:04:40,105
21919,IN10033754,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,17JUN2016:13:56:33,64
21932,IN10033756,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,17JUN2016:13:11:36,71
21933,IN10033756,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,27JUN2016:11:12:42,8
22218,IN10033823,PENDINGVEN,NW000412,Fixed Line,Fixed Line,20JUN2016:10:58:49,0
22287,IN10033839,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,19JUN2016:09:25:41,6
22299,IN10033841,PENDINGVEN,DC000163,Other Activities,Other - Service Management,19JUN2016:14:53:29,9
22307,IN10033843,PENDINGVEN,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,22JUN2016:13:18:18,547
22308,IN10033843,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,23JUN2016:06:49:29,543
22309,IN10033843,PENDINGVEN,NW000403,Intra-building Network Services,IBN - GC LAN,27JUN2016:12:10:45,518
22310,IN10033843,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,18AUG2016:11:04:44,149
22311,IN10033843,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,25AUG2016:13:31:42,97
22312,IN10033843,PENDINGVEN,NW000431,GC WAN,GC WAN,26AUG2016:10:34:11,93
22313,IN10033843,PENDINGVEN,ESI00026,Other Activities,Other - Internal Services & Strategy,16SEP2016:16:29:06,309
22413,IN10033867,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,20JUN2016:11:25:02,922
23030,IN10034007,PENDINGVEN,ENT00009,Mobile Devices,Mobile Devices,22JUN2016:15:26:06,3
23098,IN10034020,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,22JUN2016:13:30:41,440
23099,IN10034020,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,30JUN2016:08:47:53,385
23117,IN10034024,PENDINGVEN,NW000433,GC WAN,GC WAN,22JUN2016:14:14:57,0
23134,IN10034030,PENDINGVEN,NW000440,Fixed Line,Fixed - PBX,01NOV2016:10:19:04,191
23317,IN10034072,PENDINGVEN,NW000437,Fixed Line,Fixed Line,27JUN2016:10:56:39,1
23331,IN10034075,PENDINGVEN,NW000412,Fixed Line,Fixed Line,27JUL2016:14:50:37,582
23590,IN10034131,PENDINGVEN,NW000417,GC WAN,GC WAN,11JUL2016:10:57:02,32
23714,IN10034158,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27JUN2016:10:36:13,102
23735,IN10034163,PENDINGVEN,ESI00028,Other Activities,Other - Security,27JUN2016:10:18:08,412
23736,IN10034163,PENDINGVEN,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,27JUL2016:10:36:36,201
23737,IN10034163,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,28JUL2016:13:40:36,188
24050,IN10034233,PENDINGVEN,NW000412,Fixed Line,Fixed Line,28JUN2016:11:39:41,46
24164,IN10034255,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27JUN2016:11:05:20,3
24245,IN10034272,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27JUN2016:10:41:53,5
24360,IN10034295,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,26JUN2016:16:57:12,26
24464,IN10034318,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,27JUN2016:12:50:59,43
24573,IN10034337,PENDINGVEN,0,0,0,27JUN2016:15:53:30,0
24653,IN10034352,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,28JUN2016:00:19:18,8
24655,IN10034352,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28JUN2016:09:11:56,31
24836,IN10034401,PENDINGVEN,DC000163,Other Activities,Other - Service Management,28JUN2016:20:47:25,15
24890,IN10034414,PENDINGVEN,DC000163,Other Activities,Other - Service Management,29JUN2016:09:48:21,11
24925,IN10034431,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,22JUL2016:07:40:21,0
25026,IN10034455,PENDINGVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,30JUN2016:08:26:12,9
25134,IN10034477,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,30JUN2016:09:39:39,3
25234,IN10034501,PENDINGVEN,DC000168,Data Centre Facilities Management,Data Centre Facilities Management,30JUN2016:07:35:23,1733
25290,IN10034516,PENDINGVEN,DC000127,High-performance Computing,HPC -Big Data Exchange,30JUN2016:11:42:54,0
25440,IN10034550,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,06JUL2016:14:07:04,346
25441,IN10034550,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,09JUL2016:07:34:38,323
25508,IN10034564,PENDINGVEN,NW000412,Fixed Line,Fixed Line,11JUL2016:11:24:43,13
25713,IN10034607,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,15JUL2016:15:00:00,33
25720,IN10034608,PENDINGVEN,NW000412,Fixed Line,Fixed Line,08JUL2016:12:00:17,17
25739,IN10034612,PENDINGVEN,DC000163,Other Activities,Other - Service Management,04JUL2016:12:07:16,62
25760,IN10034617,PENDINGVEN,NW000417,GC WAN,GC WAN,04JUL2016:11:46:50,13
25795,IN10034627,PENDINGVEN,DC000163,Other Activities,Other - Service Management,03JUL2016:16:14:29,0
25948,IN10034667,PENDINGVEN,NW000417,GC WAN,GC WAN,05JUL2016:13:02:26,26
26003,IN10034680,PENDINGVEN,DC000128,High-performance Computing,High-performance Computing,04JUL2016:16:14:27,166
26342,IN10034763,PENDINGVEN,DC000163,Other Activities,Other - Service Management,06JUL2016:09:15:31,22
26425,IN10034788,PENDINGVEN,0,0,0,06JUL2016:12:49:06,0
26497,IN10034803,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,06JUL2016:14:18:24,79
26793,IN10034887,PENDINGVEN,NW000412,Fixed Line,Fixed Line,07JUL2016:14:01:57,16
26890,IN10034905,PENDINGVEN,NW000412,Fixed Line,Fixed Line,08JUL2016:13:38:39,312
27059,IN10034951,PENDINGVEN,NW000412,Fixed Line,Fixed Line,08JUL2016:12:28:22,0
27139,IN10034971,PENDINGVEN,NW000417,GC WAN,GC WAN,08JUL2016:15:24:48,15
27159,IN10034974,PENDINGVEN,DC000113,Midrange,Midrange,11JUL2016:16:03:29,1494
27160,IN10034974,PENDINGVEN,DC000114,Midrange,Midrange,11JUL2016:16:03:57,3
27356,IN10035022,PENDINGVEN,DC000163,Other Activities,Other - Service Management,11JUL2016:02:58:48,4
27372,IN10035025,PENDINGVEN,DC000163,Other Activities,Other - Service Management,11JUL2016:04:21:29,18
27441,IN10035041,PENDINGVEN,NW000403,Intra-building Network Services,IBN - GC LAN,14JUL2016:12:59:29,38
27677,IN10035095,PENDINGVEN,ITS00332,Secure Remote Access,Secure Remote Access,14JUL2016:07:51:36,321
27690,IN10035098,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,12JUL2016:15:58:29,255
27769,IN10035114,PENDINGVEN,NW000433,GC WAN,GC WAN,13JUL2016:07:40:32,10
27811,IN10035124,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,12JUL2016:14:09:05,13
27914,IN10035148,PENDINGVEN,DC000163,Other Activities,Other - Service Management,13JUL2016:05:47:43,3
27995,IN10035174,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,13JUL2016:11:57:17,9
28120,IN10035201,PENDINGVEN,DC000163,Other Activities,Other - Service Management,13JUL2016:15:33:41,2
28149,IN10035207,PENDINGVEN,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,14JUL2016:08:49:02,13
28150,IN10035207,PENDINGVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,14JUL2016:11:03:23,0
28185,IN10035213,PENDINGVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,14JUL2016:09:44:06,22
28286,IN10035238,PENDINGVEN,DC000163,Other Activities,Other - Service Management,14JUL2016:11:32:39,0
28289,IN10035238,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,18JUL2016:15:34:34,41
28323,IN10035246,PENDINGVEN,ENT00009,Mobile Devices,Mobile Devices,19JUL2016:13:46:10,26
28570,IN10035301,PENDINGVEN,NW000412,Fixed Line,Fixed Line,18JUL2016:07:43:31,187
28625,IN10035313,PENDINGVEN,NW000417,GC WAN,GC WAN,15JUL2016:10:23:07,1
28805,IN10035352,PENDINGVEN,DC000163,Other Activities,Other - Service Management,16JUL2016:04:30:14,0
28859,IN10035364,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,20JUL2016:04:31:27,261
28860,IN10035364,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,24AUG2016:14:07:40,4
28871,IN10035366,PENDINGVEN,NW000412,Fixed Line,Fixed Line,18JUL2016:08:55:57,41
28977,IN10035389,PENDINGVEN,DC000163,Other Activities,Other - Service Management,18JUL2016:13:54:03,22
29096,IN10035434,PENDINGVEN,NW000412,Fixed Line,Fixed Line,18JUL2016:08:51:26,0
29224,IN10035465,PENDINGVEN,DC000163,Other Activities,Other - Service Management,18JUL2016:09:09:45,6
29225,IN10035465,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,18JUL2016:10:28:49,5
29248,IN10035470,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,19JUL2016:09:19:02,60
29361,IN10035505,PENDINGVEN,DC000163,Other Activities,Other - Service Management,18JUL2016:18:11:04,13
29398,IN10035514,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,19JUL2016:07:31:42,22
29419,IN10035519,PENDINGVEN,DC000163,Other Activities,Other - Service Management,19JUL2016:09:32:43,25
29420,IN10035519,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,20JUL2016:11:56:56,12
29493,IN10035532,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,21JUL2016:12:43:05,5
29693,IN10035580,PENDINGVEN,NW000412,Fixed Line,Fixed Line,20JUL2016:14:15:55,682
29781,IN10035599,PENDINGVEN,NW000448,Intra-building Network Services,IBN - GC LAN,21JUL2016:08:19:33,29
30341,IN10035724,PENDINGVEN,DC000163,Other Activities,Other - Service Management,22JUL2016:09:59:31,10
30353,IN10035726,PENDINGVEN,NW000437,Fixed Line,Fixed Line,27JUL2016:10:53:34,0
30394,IN10035735,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,22JUL2016:11:59:50,12
30395,IN10035735,PENDINGVEN,DC000163,Other Activities,Other - Service Management,22JUL2016:14:06:13,10
30396,IN10035735,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,22JUL2016:14:12:07,10
30575,IN10035779,PENDINGVEN,0,0,0,23JUL2016:16:08:19,0
30577,IN10035779,PENDINGVEN,DC000163,Other Activities,Other - Service Management,24JUL2016:06:51:44,15
30610,IN10035785,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,26JUL2016:11:00:39,32
30870,IN10035843,PENDINGVEN,DC000163,Other Activities,Other - Service Management,25JUL2016:10:53:23,3
30988,IN10035881,PENDINGVEN,ESI00012,Other Activities,Other - Service Management,28JUL2016:08:53:09,899
31215,IN10035942,PENDINGVEN,DC000127,High-performance Computing,HPC -Big Data Exchange,27JUL2016:09:08:43,12
31400,IN10035994,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,28JUL2016:09:48:45,11
31405,IN10035995,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,27JUL2016:11:31:35,148
31406,IN10035995,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28JUL2016:02:57:51,142
31448,IN10036003,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,27JUL2016:13:55:20,12
31449,IN10036003,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28JUL2016:03:02:22,13
31590,IN10036038,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,28JUL2016:03:07:15,14
31591,IN10036038,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28JUL2016:14:55:15,2
31607,IN10036042,PENDINGVEN,DC000163,Other Activities,Other - Service Management,28JUL2016:05:03:16,4
31900,IN10036108,PENDINGVEN,NW000412,Fixed Line,Fixed Line,05AUG2016:07:30:19,20
32103,IN10036173,PENDINGVEN,NW000431,GC WAN,GC WAN,29JUL2016:14:41:36,3
32135,IN10036181,PENDINGVEN,NW000431,GC WAN,GC WAN,01AUG2016:08:37:42,31
32270,IN10036209,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,31AUG2016:12:29:30,172
32374,IN10036234,PENDINGVEN,NW000417,GC WAN,GC WAN,01AUG2016:00:02:55,16
32379,IN10036235,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,01AUG2016:07:13:18,6
32485,IN10036258,PENDINGVEN,DC000140,Database,Database,01AUG2016:11:44:16,2
32486,IN10036258,PENDINGVEN,DC000141,Middleware,Middleware,01AUG2016:11:59:08,2
32495,IN10036260,PENDINGVEN,NW000417,GC WAN,GC WAN,01AUG2016:13:38:04,9
32663,IN10036299,PENDINGVEN,NW000417,GC WAN,GC WAN,02AUG2016:11:33:58,29
32686,IN10036304,PENDINGVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,02AUG2016:12:54:22,2
32912,IN10036352,PENDINGVEN,NW000412,Fixed Line,Fixed Line,05AUG2016:08:59:55,9
32977,IN10036366,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,04AUG2016:14:38:55,114
32999,IN10036370,PENDINGVEN,DC000163,Other Activities,Other - Service Management,03AUG2016:14:53:52,0
33061,IN10036384,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,04AUG2016:13:22:12,371
33080,IN10036387,PENDINGVEN,DC000163,Other Activities,Other - Service Management,03AUG2016:13:41:16,0
33214,IN10036431,PENDINGVEN,NW000412,Fixed Line,Fixed Line,04AUG2016:08:08:45,9
33251,IN10036437,PENDINGVEN,NW000412,Fixed Line,Fixed Line,05AUG2016:17:04:48,14
33259,IN10036438,PENDINGVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,07SEP2016:15:16:20,78
33356,IN10036457,PENDINGVEN,NW000412,Fixed Line,Fixed Line,05AUG2016:15:07:24,138
33366,IN10036459,PENDINGVEN,DC000113,Midrange,Midrange,05AUG2016:10:28:32,364
33469,IN10036479,PENDINGVEN,EDC00003,Midrange,Midrange,04AUG2016:07:26:46,1321
33715,IN10036538,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,15AUG2016:10:07:07,96
33727,IN10036540,PENDINGVEN,DC000163,Other Activities,Other - Service Management,04AUG2016:23:48:43,10
33752,IN10036546,PENDINGVEN,NW000412,Fixed Line,Fixed Line,09AUG2016:10:15:39,57
33848,IN10036563,PENDINGVEN,NW000412,Fixed Line,Fixed Line,09AUG2016:14:48:31,37
33892,IN10036571,PENDINGVEN,NW000431,GC WAN,GC WAN,31AUG2016:08:11:03,0
33895,IN10036572,PENDINGVEN,NW000412,Fixed Line,Fixed Line,11AUG2016:12:26:38,0
34002,IN10036592,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,05AUG2016:15:20:57,1
34084,IN10036609,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,05AUG2016:15:20:11,1
34202,IN10036635,PENDINGVEN,DC000163,Other Activities,Other - Service Management,06AUG2016:19:49:50,10
34305,IN10036661,PENDINGVEN,0,0,0,07AUG2016:19:10:07,0
34309,IN10036661,PENDINGVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,07AUG2016:19:20:43,23
34310,IN10036661,PENDINGVEN,DC000128,High-performance Computing,High-performance Computing,09AUG2016:11:16:32,4
34373,IN10036676,PENDINGVEN,DC000128,High-performance Computing,High-performance Computing,11AUG2016:13:45:12,140
34382,IN10036678,PENDINGVEN,DC000128,High-performance Computing,High-performance Computing,09AUG2016:13:45:40,10
34480,IN10036699,PENDINGVEN,ENT00009,Mobile Devices,Mobile Devices,23AUG2016:10:34:33,19
34628,IN10036730,PENDINGVEN,NW000433,GC WAN,GC WAN,11AUG2016:07:14:04,39
34647,IN10036733,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,15AUG2016:12:02:56,19
34705,IN10036748,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,15AUG2016:10:05:53,13
34819,IN10036773,PENDINGVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,09AUG2016:16:06:57,34
34860,IN10036782,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,09AUG2016:19:22:43,13
34874,IN10036784,PENDINGVEN,NW000412,Fixed Line,Fixed Line,11AUG2016:12:27:57,19
34930,IN10036795,PENDINGVEN,NW000412,Fixed Line,Fixed Line,11AUG2016:07:47:33,25
34953,IN10036800,PENDINGVEN,DC000163,Other Activities,Other - Service Management,09AUG2016:21:11:55,20
34968,IN10036803,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,09AUG2016:21:24:16,0
34991,IN10036808,PENDINGVEN,DC000163,Other Activities,Other - Service Management,09AUG2016:21:46:44,33
35012,IN10036812,PENDINGVEN,ENT00009,Mobile Devices,Mobile Devices,15AUG2016:09:31:09,1
35119,IN10036830,PENDINGVEN,NW000417,GC WAN,GC WAN,19AUG2016:15:20:30,0
35200,IN10036844,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,15AUG2016:08:43:20,30
35276,IN10036861,PENDINGVEN,DC000163,Other Activities,Other - Service Management,10AUG2016:13:43:38,1
35441,IN10036895,PENDINGVEN,NW000412,Fixed Line,Fixed Line,12AUG2016:08:30:41,9
35447,IN10036897,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,10AUG2016:21:58:16,10
35604,IN10036926,PENDINGVEN,NW000412,Fixed Line,Fixed Line,24AUG2016:11:50:03,45
35656,IN10036937,PENDINGVEN,NW000412,Fixed Line,Fixed Line,12AUG2016:12:15:06,404
35776,IN10036967,PENDINGVEN,NW000405,Intra-building Network Services,IBN - GC LAN,12AUG2016:11:56:09,7
35805,IN10036972,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,14AUG2016:16:06:16,11
35806,IN10036972,PENDINGVEN,NW000427,Email,Email,15AUG2016:08:26:17,0
35808,IN10036972,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,15AUG2016:09:06:16,9
35887,IN10036989,PENDINGVEN,DC000163,Other Activities,Other - Service Management,12AUG2016:07:10:16,3
36004,IN10037017,PENDINGVEN,DC000141,Middleware,Middleware,26AUG2016:09:44:50,60
36270,IN10037073,PENDINGVEN,DC000163,Other Activities,Other - Service Management,13AUG2016:20:41:02,24
36271,IN10037073,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,17AUG2016:07:43:47,3
36287,IN10037077,PENDINGVEN,NW000417,GC WAN,GC WAN,14AUG2016:03:12:30,0
36288,IN10037077,PENDINGVEN,DC000163,Other Activities,Other - Service Management,14AUG2016:13:12:23,0
36583,IN10037147,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,16AUG2016:08:26:50,103
36701,IN10037169,PENDINGVEN,DC000115,Midrange,Midrange - Windows -X86,17AUG2016:09:09:09,48
36829,IN10037195,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,25AUG2016:10:46:31,57
37044,IN10037243,PENDINGVEN,NW000431,GC WAN,GC WAN,16AUG2016:13:21:44,3
37045,IN10037243,PENDINGVEN,NW000433,GC WAN,GC WAN,16AUG2016:13:24:02,3
37061,IN10037248,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,18AUG2016:13:28:06,20
37077,IN10037250,PENDINGVEN,NW000433,GC WAN,GC WAN,15NOV2016:08:03:12,9
37082,IN10037251,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,16AUG2016:16:43:14,28
37096,IN10037254,PENDINGVEN,NW000417,GC WAN,GC WAN,17AUG2016:13:05:15,7
37249,IN10037285,PENDINGVEN,0,0,0,16AUG2016:22:51:18,0
37251,IN10037285,PENDINGVEN,DC000163,Other Activities,Other - Service Management,16AUG2016:22:52:16,16
37252,IN10037285,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,17AUG2016:07:43:21,15
37602,IN10037359,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,17AUG2016:17:25:10,18
37688,IN10037376,PENDINGVEN,NW000412,Fixed Line,Fixed Line,23AUG2016:16:34:00,49
37946,IN10037431,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,23AUG2016:08:52:59,1
38139,IN10037470,PENDINGVEN,NW000412,Fixed Line,Fixed Line,19AUG2016:14:27:50,117
38168,IN10037476,PENDINGVEN,ITS00332,Secure Remote Access,Secure Remote Access,19AUG2016:12:17:28,2
38182,IN10037478,PENDINGVEN,ITS00332,Secure Remote Access,Secure Remote Access,19AUG2016:13:28:31,0
38281,IN10037500,PENDINGVEN,ITS00307,Secure Remote Access,Secure Remote Access,23AUG2016:10:36:31,20
38474,IN10037547,PENDINGVEN,DC000163,Other Activities,Other - Service Management,20AUG2016:18:49:50,0
38491,IN10037551,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,20AUG2016:20:23:29,20
38569,IN10037570,PENDINGVEN,DC000163,Other Activities,Other - Service Management,21AUG2016:09:20:16,13
38570,IN10037570,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,22AUG2016:17:23:39,4
38612,IN10037581,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,21AUG2016:23:29:27,139
38618,IN10037582,PENDINGVEN,DC000163,Other Activities,Other - Service Management,22AUG2016:01:09:25,18
38691,IN10037598,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,22AUG2016:15:31:03,32
38692,IN10037598,PENDINGVEN,NW000433,GC WAN,GC WAN,25AUG2016:13:28:18,0
38763,IN10037616,PENDINGVEN,ITS00307,Secure Remote Access,Secure Remote Access,23AUG2016:10:35:32,12
38780,IN10037619,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,22AUG2016:15:32:33,9
38809,IN10037625,PENDINGVEN,NW000412,Fixed Line,Fixed Line,25AUG2016:10:31:06,3
39258,IN10037715,PENDINGVEN,DC000163,Other Activities,Other - Service Management,23AUG2016:23:03:37,12
39271,IN10037717,PENDINGVEN,DC000163,Other Activities,Other - Service Management,24AUG2016:01:41:32,3
39416,IN10037748,PENDINGVEN,DC000163,Other Activities,Other - Service Management,24AUG2016:15:03:51,228
39417,IN10037748,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,24AUG2016:15:07:58,228
39480,IN10037761,PENDINGVEN,EDC00054,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,25AUG2016:11:50:59,16
39516,IN10037769,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,24AUG2016:23:16:31,8
39627,IN10037793,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,25AUG2016:10:16:36,2
39640,IN10037796,PENDINGVEN,DC000163,Other Activities,Other - Service Management,25AUG2016:10:31:41,3
39700,IN10037822,PENDINGVEN,ESI00028,Other Activities,Other - Security,26AUG2016:14:22:09,4
40039,IN10037898,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,27AUG2016:10:55:13,13
40086,IN10037912,PENDINGVEN,NW000412,Fixed Line,Fixed Line,29AUG2016:13:02:56,15
40247,IN10037958,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,29AUG2016:08:24:02,87
40255,IN10037960,PENDINGVEN,NW000412,Fixed Line,Fixed Line,29AUG2016:13:33:18,6
40269,IN10037963,PENDINGVEN,NW000414,Contact Centre,Contact Centre,29AUG2016:11:23:26,8
40355,IN10037980,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,29AUG2016:11:01:00,0
40393,IN10037988,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,29AUG2016:16:17:13,12
40407,IN10037991,PENDINGVEN,NW000417,GC WAN,GC WAN,29AUG2016:14:30:02,59
40530,IN10038021,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,30AUG2016:05:20:52,21
40877,IN10038094,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,31AUG2016:09:19:42,5
40886,IN10038096,PENDINGVEN,EDC00098,Other Activities,Other - Security,31AUG2016:15:19:39,765
40960,IN10038115,PENDINGVEN,NW000417,GC WAN,GC WAN,31AUG2016:15:15:42,1
40965,IN10038116,PENDINGVEN,NW000437,Fixed Line,Fixed Line,31AUG2016:20:55:50,17
40972,IN10038117,PENDINGVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,31AUG2016:14:13:19,10
41009,IN10038124,PENDINGVEN,NW000412,Fixed Line,Fixed Line,01SEP2016:09:54:53,40
41066,IN10038138,PENDINGVEN,0,0,0,31AUG2016:19:37:35,0
41068,IN10038138,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,31AUG2016:19:41:39,61
41069,IN10038138,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,09SEP2016:09:25:17,9
41125,IN10038157,PENDINGVEN,0,0,0,01SEP2016:08:53:27,0
41229,IN10038179,PENDINGVEN,NW000412,Fixed Line,Fixed Line,05OCT2016:07:32:09,0
41241,IN10038183,PENDINGVEN,NW000428,Email,Email,01SEP2016:13:09:59,67
41245,IN10038183,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,19SEP2016:08:23:55,2
41268,IN10038187,PENDINGVEN,ESI00011,Other Activities,Other - Service Management,01SEP2016:12:09:24,58
41269,IN10038187,PENDINGVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,07SEP2016:12:47:51,19
41373,IN10038207,PENDINGVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,02SEP2016:08:31:45,19
41737,IN10038278,PENDINGVEN,DC000163,Other Activities,Other - Service Management,02SEP2016:17:17:14,1
41815,IN10038295,PENDINGVEN,DC000163,Other Activities,Other - Service Management,05SEP2016:06:42:25,100
41990,IN10038335,PENDINGVEN,DC000132,High-performance Computing,High-performance Computing,05SEP2016:16:12:55,8
42025,IN10038343,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,06SEP2016:04:23:14,22
42078,IN10038355,PENDINGVEN,EDC00098,Other Activities,Other - Security,06SEP2016:08:56:15,329
42114,IN10038367,PENDINGVEN,DC000163,Other Activities,Other - Service Management,06SEP2016:16:34:24,19
42115,IN10038367,PENDINGVEN,DC000133,High-performance Computing,High-performance Computing,07SEP2016:13:39:03,23
