,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
337007,IN10107513,AWAITCHG,DC000119,Other Activities,Other - Data Centre,15OCT2018:11:13:02,245
337839,IN10107720,AWAITCHG,ITS00343,Firewall,Firewall,15OCT2018:15:23:14,101
338049,IN10107771,AWAITCHG,ESI00011,Other Activities,Other - Service Management,16OCT2018:10:46:40,66
338718,IN10107919,AWAITCHG,DC000141,Middleware,Middleware,17OCT2018:13:54:36,0
338770,IN10107930,AWAITCHG,NW000414,Contact Centre,Contact Centre,24OCT2018:14:50:48,162
338906,IN10107957,AWAITCHG,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),16OCT2018:20:10:25,15
338907,IN10107957,AWAITCHG,ESI00011,Other Activities,Other - Service Management,16OCT2018:21:14:47,14
338908,IN10107957,AWAITCHG,NW000429,Email,Email,17OCT2018:07:04:08,0
339065,IN10107989,AWAITCHG,NW000481,Intra-building Network Services,Intra-building Network Services,11MAR2019:14:05:23,435
339074,IN10107991,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,17OCT2018:14:53:30,2359
339418,IN10108130,AWAITCHG,DC000119,Other Activities,Other - Data Centre,17OCT2018:12:36:56,6
339744,IN10108205,AWAITCHG,DC000119,Other Activities,Other - Data Centre,17OCT2018:12:35:52,76
339809,IN10108219,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,17OCT2018:15:25:38,656
340358,IN10108334,AWAITCHG,NW000471,Conferencing Services,Conferencing - Videoconferencing,01NOV2018:08:27:50,23
340404,IN10108342,AWAITCHG,NW000412,Fixed Line,Fixed Line,19OCT2018:15:13:06,46
340587,IN10108380,AWAITCHG,DC000141,Middleware,Middleware,18OCT2018:15:49:40,1
340710,IN10108410,AWAITCHG,ESI00011,Other Activities,Other - Service Management,31OCT2018:14:01:33,234
340711,IN10108410,AWAITCHG,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),31OCT2018:21:38:38,0
340771,IN10108422,AWAITCHG,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),18OCT2018:22:50:56,3
340772,IN10108422,AWAITCHG,ESI00011,Other Activities,Other - Service Management,18OCT2018:23:27:49,88
340997,IN10108512,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,20OCT2018:21:24:25,39
341088,IN10108531,AWAITCHG,DC000119,Other Activities,Other - Data Centre,22OCT2018:14:32:05,167
341155,IN10108545,AWAITCHG,ITS00341,Firewall,Firewall,19OCT2018:10:52:35,56
341653,IN10108702,AWAITCHG,NW000414,Contact Centre,Contact Centre,05DEC2018:09:31:18,0
342166,IN10108842,AWAITCHG,DC000141,Middleware,Middleware,22OCT2018:12:58:56,2
342238,IN10108858,AWAITCHG,DC000209,Midrange,Midrange,20OCT2018:22:43:26,527
342242,IN10108859,AWAITCHG,DC000209,Midrange,Midrange,20OCT2018:22:43:54,527
342465,IN10108918,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,21OCT2018:12:44:28,26
342743,IN10108994,AWAITCHG,DC000188,Midrange,Midrange,22OCT2018:08:42:03,98
342841,IN10109020,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,23OCT2018:13:52:44,218
342861,IN10109023,AWAITCHG,COR00556,Other Activities,Other - Internal Services & Strategy,11APR2019:14:12:11,820
343045,IN10109067,AWAITCHG,ESI00011,Other Activities,Other - Service Management,23OCT2018:07:38:12,3
343046,IN10109067,AWAITCHG,ITS00343,Firewall,Firewall,23OCT2018:10:19:18,0
343386,IN10109141,AWAITCHG,NW000412,Fixed Line,Fixed Line,25OCT2018:11:05:13,67
343623,IN10109201,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,23OCT2018:10:14:02,9
343647,IN10109206,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,07NOV2018:12:16:07,56
343952,IN10109282,AWAITCHG,NW000412,Fixed Line,Fixed Line,25OCT2018:05:17:24,107
343963,IN10109284,AWAITCHG,NW000412,Fixed Line,Fixed Line,25OCT2018:05:21:51,38
344052,IN10109301,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,01NOV2018:09:07:41,552
344186,IN10109329,AWAITCHG,DC000141,Middleware,Middleware,26OCT2018:09:01:54,303
344220,IN10109336,AWAITCHG,NW000408,Fixed Line,Fixed - VoIP,09MAR2020:08:31:42,0
344575,IN10109418,AWAITCHG,NW000412,Fixed Line,Fixed Line,30OCT2018:16:15:30,9
344822,IN10109473,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,25OCT2018:15:48:17,28
344836,IN10109477,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,25OCT2018:09:58:43,6
345071,IN10109535,AWAITCHG,ESI00011,Other Activities,Other - Service Management,26OCT2018:08:52:55,208
345255,IN10109577,AWAITCHG,NW000412,Fixed Line,Fixed Line,26OCT2018:17:33:44,0
345494,IN10109656,AWAITCHG,ESI00011,Other Activities,Other - Service Management,26OCT2018:09:08:39,8
345655,IN10109692,AWAITCHG,ITS00321,Directory Services,Directory Services,03DEC2018:09:00:04,28
346532,IN10109989,AWAITCHG,DC000152,Middleware,Middleware,30OCT2018:07:43:06,42
347531,IN10110236,AWAITCHG,NW000472,Conferencing Services,Conferencing - Videoconferencing,30OCT2018:08:41:49,0
347656,IN10110260,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,31OCT2018:12:58:23,5
348242,IN10110386,AWAITCHG,ITS00343,Firewall,Firewall,31OCT2018:13:05:21,17
348509,IN10110450,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,10JAN2019:13:51:24,845
348965,IN10110551,AWAITCHG,ESI00011,Other Activities,Other - Service Management,05NOV2018:09:52:38,7
349172,IN10110615,AWAITCHG,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,01NOV2018:13:38:59,150
349227,IN10110629,AWAITCHG,DC000119,Other Activities,Other - Data Centre,01NOV2018:07:40:47,0
349276,IN10110640,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,01NOV2018:13:53:37,5
349444,IN10110673,AWAITCHG,DC000141,Middleware,Middleware,01NOV2018:12:56:43,2
349626,IN10110709,AWAITCHG,NW000414,Contact Centre,Contact Centre,23JAN2019:11:33:44,0
349842,IN10110759,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,13NOV2018:16:42:06,389
350038,IN10110802,AWAITCHG,COR00553,Other Activities,Other - Internal Services & Strategy,28MAR2019:11:40:35,195
350523,IN10110901,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,05NOV2018:09:02:53,57
350575,IN10110913,AWAITCHG,ITS00370,Other Activities,Other - Security,06NOV2018:09:29:21,97
350676,IN10110933,AWAITCHG,DC000141,Middleware,Middleware,06NOV2018:19:08:16,0
351306,IN10111087,AWAITCHG,ESI00011,Other Activities,Other - Service Management,04NOV2018:07:56:18,2
351307,IN10111087,AWAITCHG,DC000139,Database,Database,04NOV2018:10:14:26,0
351319,IN10111090,AWAITCHG,ESI00011,Other Activities,Other - Service Management,05NOV2018:14:17:21,13
352136,IN10111323,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,06NOV2018:14:24:46,196
352680,IN10111441,AWAITCHG,ITS00327,Other Activities,Other - Security,09NOV2018:11:31:07,49
352960,IN10111503,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,07NOV2018:11:13:04,11
354111,IN10111759,AWAITCHG,NW000400,Intra-building Network Services,IBN - Data Centre Network,17DEC2018:10:18:38,1280
354427,IN10111827,AWAITCHG,NW000400,Intra-building Network Services,IBN - Data Centre Network,21NOV2018:10:34:21,30
354523,IN10111850,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,21NOV2018:10:18:22,0
354575,IN10111863,AWAITCHG,NW000400,Intra-building Network Services,IBN - Data Centre Network,21NOV2018:10:31:10,30
354576,IN10111863,AWAITCHG,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,21NOV2018:14:14:43,26
354852,IN10111928,AWAITCHG,NW000412,Fixed Line,Fixed Line,14NOV2018:10:52:22,58
354996,IN10111962,AWAITCHG,ITS00343,Firewall,Firewall,09NOV2018:11:34:38,392
355158,IN10111998,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,16NOV2018:09:19:38,9
355369,IN10112043,AWAITCHG,DC000119,Other Activities,Other - Data Centre,13NOV2018:08:17:40,95
356426,IN10112411,AWAITCHG,ESI00011,Other Activities,Other - Service Management,13NOV2018:09:36:11,8
357204,IN10112609,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,16NOV2018:09:20:53,40
357367,IN10112646,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,16NOV2018:09:21:53,68
357368,IN10112646,AWAITCHG,ESI00011,Other Activities,Other - Service Management,27NOV2018:07:11:27,0
357866,IN10112753,AWAITCHG,NW000439,Fixed Line,Fixed - VoIP,19NOV2018:16:39:52,15
358410,IN10112870,AWAITCHG,DC000119,Other Activities,Other - Data Centre,15NOV2018:06:08:25,248
358720,IN10112936,AWAITCHG,ITS00343,Firewall,Firewall,30NOV2018:11:12:57,0
358762,IN10112945,AWAITCHG,NW000453,Intra-building Network Services,IBN - GC LAN,05DEC2018:11:36:02,231
359214,IN10113050,AWAITCHG,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),16NOV2018:01:36:34,6
359215,IN10113050,AWAITCHG,DC000203,Midrange,Midrange - Windows -X86,16NOV2018:01:37:27,6
359346,IN10113080,AWAITCHG,NW000412,Fixed Line,Fixed Line,28NOV2018:14:11:06,60
359563,IN10113128,AWAITCHG,COR00554,Other Activities,Other - Internal Services & Strategy,16NOV2018:13:39:02,176
359817,IN10113183,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,17NOV2018:04:24:51,22
360035,IN10113230,AWAITCHG,NW000412,Fixed Line,Fixed Line,20NOV2018:14:42:36,14
360455,IN10113320,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,18NOV2018:22:30:28,0
361035,IN10113493,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,11JAN2019:08:43:03,43
361428,IN10113600,AWAITCHG,NW000412,Fixed Line,Fixed Line,22NOV2018:10:51:38,37
362157,IN10113764,AWAITCHG,ESI00011,Other Activities,Other - Service Management,23NOV2018:14:18:18,232
362274,IN10113791,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,25SEP2019:14:07:30,0
362352,IN10113809,AWAITCHG,DC000140,Database,Database,05DEC2018:10:28:33,220
362689,IN10113885,AWAITCHG,SM000501,Other Activities,Other - Service Management,25MAR2019:12:44:55,100
362755,IN10113899,AWAITCHG,DC000152,Middleware,Middleware,22NOV2018:12:38:45,127
362943,IN10113944,AWAITCHG,DC000117,Storage,Storage,26NOV2018:16:14:31,98
363656,IN10114093,AWAITCHG,NW000412,Fixed Line,Fixed Line,26NOV2018:09:04:06,21
363914,IN10114160,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,26NOV2018:12:37:02,39
364255,IN10114234,AWAITCHG,NW000412,Fixed Line,Fixed Line,26NOV2018:08:55:50,39
364648,IN10114322,AWAITCHG,NW000412,Fixed Line,Fixed Line,12DEC2018:14:54:26,63
364925,IN10114380,AWAITCHG,ITS00327,Other Activities,Other - Security,29NOV2018:09:35:51,20
365628,IN10114548,AWAITCHG,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27NOV2018:13:12:25,46
365629,IN10114548,AWAITCHG,ESI00011,Other Activities,Other - Service Management,28NOV2018:08:30:13,40
365630,IN10114548,AWAITCHG,NW000477,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,03DEC2018:06:55:17,0
365899,IN10114607,AWAITCHG,COR00553,Other Activities,Other - Internal Services & Strategy,16JAN2019:05:11:15,280
366179,IN10114666,AWAITCHG,NW000412,Fixed Line,Fixed Line,28NOV2018:10:10:17,14
367498,IN10114959,AWAITCHG,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,29NOV2018:13:16:53,19
367541,IN10114967,AWAITCHG,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,29NOV2018:13:16:11,19
367639,IN10114988,AWAITCHG,DC000141,Middleware,Middleware,30NOV2018:12:27:55,1
367941,IN10115062,AWAITCHG,ESI00011,Other Activities,Other - Service Management,30NOV2018:13:19:23,19
367942,IN10115062,AWAITCHG,DC000193,Database,Database,03DEC2018:07:33:54,0
368340,IN10115146,AWAITCHG,NW000417,GC WAN,GC WAN,03DEC2018:07:50:22,235
368580,IN10115202,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,30NOV2018:13:24:23,0
369857,IN10115531,AWAITCHG,DC000210,Other Activities,Other - Data Centre,27FEB2019:08:23:18,200
370785,IN10115826,AWAITCHG,NW000471,Conferencing Services,Conferencing - Videoconferencing,06DEC2018:08:33:59,540
371457,IN10115980,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,06DEC2018:09:50:11,55
371580,IN10116010,AWAITCHG,NW000459,GC WAN,GC WAN,06DEC2018:16:08:41,5
371675,IN10116032,AWAITCHG,NW000412,Fixed Line,Fixed Line,12DEC2018:15:08:16,121
371777,IN10116056,AWAITCHG,DC000141,Middleware,Middleware,05DEC2018:11:33:41,13
372346,IN10116185,AWAITCHG,DC000119,Other Activities,Other - Data Centre,03JAN2019:11:32:00,250
372419,IN10116197,AWAITCHG,DC000113,Midrange,Midrange,04FEB2019:13:05:14,326
372991,IN10116325,AWAITCHG,NW000472,Conferencing Services,Conferencing - Videoconferencing,17JAN2019:12:11:17,341
373027,IN10116332,AWAITCHG,ESI00011,Other Activities,Other - Service Management,07DEC2018:08:12:00,189
373479,IN10116424,AWAITCHG,ESI00011,Other Activities,Other - Service Management,13DEC2018:07:45:35,190
373522,IN10116434,AWAITCHG,DC000122,Midrange,Midrange,10DEC2018:15:16:52,180
373534,IN10116436,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,25JAN2019:12:44:10,1196
373612,IN10116454,AWAITCHG,SM000557,Other Activities,Other - Service Management,17JUN2019:14:15:33,274
374003,IN10116547,AWAITCHG,DC000216,Storage,Storage - File,13DEC2018:13:26:44,0
375174,IN10116841,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,17DEC2018:12:49:02,2
375347,IN10116881,AWAITCHG,NW000429,Email,Email,12DEC2018:09:59:39,168
375849,IN10117002,AWAITCHG,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,07FEB2019:14:19:59,0
375868,IN10117006,AWAITCHG,NW000407,Intra-building Network Services,IBN - GC LAN,07JAN2019:10:43:11,50
376405,IN10117130,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,12DEC2018:14:29:49,41
376440,IN10117138,AWAITCHG,ESI00011,Other Activities,Other - Service Management,13DEC2018:07:43:40,19
377265,IN10117324,AWAITCHG,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,25FEB2019:10:58:17,0
377812,IN10117450,AWAITCHG,NW000452,Intra-building Network Services,IBN - GC LAN,14DEC2018:13:46:07,53
377896,IN10117469,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,19DEC2018:08:56:16,160
378682,IN10117662,AWAITCHG,DC000119,Other Activities,Other - Data Centre,10JAN2019:09:15:23,76
379348,IN10117835,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,16JAN2019:08:52:56,601
379538,IN10117890,AWAITCHG,ESI00011,Other Activities,Other - Service Management,19DEC2018:12:19:20,34
379641,IN10117911,AWAITCHG,NW000430,Intra-building Network Services,IBN - Data Centre Network,21DEC2018:08:29:29,121
380082,IN10118009,AWAITCHG,NW000417,GC WAN,GC WAN,19DEC2018:13:33:36,9
380104,IN10118012,AWAITCHG,DC000216,Storage,Storage - File,19DEC2018:09:39:02,0
380163,IN10118025,AWAITCHG,ESI00011,Other Activities,Other - Service Management,05FEB2019:14:32:06,43
380172,IN10118027,AWAITCHG,NW000412,Fixed Line,Fixed Line,27DEC2018:12:12:30,8
380395,IN10118073,AWAITCHG,ITS00341,Firewall,Firewall,20DEC2018:14:39:09,136
380472,IN10118088,AWAITCHG,NW000412,Fixed Line,Fixed Line,24DEC2018:09:57:33,72
380809,IN10118157,AWAITCHG,NW000412,Fixed Line,Fixed Line,20DEC2018:13:34:04,87
380924,IN10118187,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,20DEC2018:11:12:14,116
381200,IN10118247,AWAITCHG,ESI00011,Other Activities,Other - Service Management,21DEC2018:06:50:04,20
381740,IN10118377,AWAITCHG,NW000412,Fixed Line,Fixed Line,24DEC2018:08:01:23,85
382037,IN10118458,AWAITCHG,SM000513,Other Activities,Other - Service Management,23JAN2019:15:09:57,3
382171,IN10118485,AWAITCHG,NW000403,Intra-building Network Services,IBN - GC LAN,03JAN2019:08:25:58,22
382321,IN10118519,AWAITCHG,DC000141,Middleware,Middleware,24DEC2018:10:47:24,65
382879,IN10118648,AWAITCHG,DC000210,Other Activities,Other - Data Centre,24DEC2018:12:42:31,0
382902,IN10118652,AWAITCHG,ESI00011,Other Activities,Other - Service Management,04JAN2019:09:33:54,7
383154,IN10118702,AWAITCHG,ESI00011,Other Activities,Other - Service Management,02JAN2019:13:33:43,74
383155,IN10118702,AWAITCHG,NW000408,Fixed Line,Fixed - VoIP,04JAN2019:09:05:31,58
384292,IN10118965,AWAITCHG,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),30DEC2018:16:08:01,43
384326,IN10118974,AWAITCHG,NW000413,Toll-free Voice,Toll-free Voice,06FEB2019:11:53:31,575
384327,IN10118974,AWAITCHG,NW000414,Contact Centre,Contact Centre,12MAR2019:08:51:04,338
385464,IN10119517,AWAITCHG,NW000412,Fixed Line,Fixed Line,10JAN2019:09:08:26,54
385549,IN10119534,AWAITCHG,DC000119,Other Activities,Other - Data Centre,11JAN2019:09:41:43,66
386359,IN10119779,AWAITCHG,ESI00011,Other Activities,Other - Service Management,09JAN2019:07:45:46,81
386858,IN10120197,AWAITCHG,DC000119,Other Activities,Other - Data Centre,07JAN2019:08:42:34,36
387026,IN10120600,AWAITCHG,COR00553,Other Activities,Other - Internal Services & Strategy,16JAN2019:06:56:55,280
387119,IN10120751,AWAITCHG,ESI00011,Other Activities,Other - Service Management,07JAN2019:22:29:58,6
387120,IN10120751,AWAITCHG,EDC00029,Other Activities,Other - Service Management,08JAN2019:07:44:48,0
387126,IN10120752,AWAITCHG,DC000141,Middleware,Middleware,07JAN2019:14:17:15,1
387170,IN10120760,AWAITCHG,NW000412,Fixed Line,Fixed Line,14JAN2019:10:05:54,36
387219,IN10120769,AWAITCHG,ESI00011,Other Activities,Other - Service Management,05FEB2019:14:48:31,17
387385,IN10120806,AWAITCHG,DC000119,Other Activities,Other - Data Centre,08JAN2019:06:17:12,27
387801,IN10120910,AWAITCHG,NW000412,Fixed Line,Fixed Line,14JAN2019:14:11:09,25
388150,IN10120984,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,09JAN2019:15:20:16,13
388195,IN10120997,AWAITCHG,DC000209,Midrange,Midrange,21JAN2019:13:34:28,0
388800,IN10121136,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,10JAN2019:08:34:31,14
388881,IN10121153,AWAITCHG,ESI00011,Other Activities,Other - Service Management,11JAN2019:06:38:23,22
389698,IN10121343,AWAITCHG,NW000412,Fixed Line,Fixed Line,14JAN2019:09:26:48,7
389753,IN10121354,AWAITCHG,ESI00011,Other Activities,Other - Service Management,14JAN2019:13:57:50,45
389827,IN10121371,AWAITCHG,NW000412,Fixed Line,Fixed Line,14JAN2019:10:02:23,36
389948,IN10121401,AWAITCHG,NW000408,Fixed Line,Fixed - VoIP,14JAN2019:09:43:31,2
390097,IN10121441,AWAITCHG,ESI00011,Other Activities,Other - Service Management,14JAN2019:09:29:00,50
390200,IN10121467,AWAITCHG,ESI00011,Other Activities,Other - Service Management,24JAN2019:13:04:36,77
390201,IN10121467,AWAITCHG,SM000542,Other Activities,Other - Service Management,30JAN2019:13:07:27,0
390406,IN10121505,AWAITCHG,NW000419,Satellite,Satellite,25OCT2019:09:37:41,595
390477,IN10121521,AWAITCHG,ITS00343,Firewall,Firewall,13JAN2019:08:42:40,1
390507,IN10121529,AWAITCHG,NW000412,Fixed Line,Fixed Line,15JAN2019:14:06:11,7
390572,IN10121545,AWAITCHG,ITS00343,Firewall,Firewall,13JAN2019:08:43:38,1
390996,IN10121657,AWAITCHG,COR00553,Other Activities,Other - Internal Services & Strategy,24APR2019:14:10:39,22
391569,IN10121786,AWAITCHG,0,0,0,16JAN2019:08:59:15,0
392743,IN10122069,AWAITCHG,ESI00011,Other Activities,Other - Service Management,16JAN2019:12:20:46,103
392744,IN10122069,AWAITCHG,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,22JAN2019:13:13:12,0
393049,IN10122138,AWAITCHG,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,17JAN2019:12:20:23,6
393437,IN10122223,AWAITCHG,ESI00011,Other Activities,Other - Service Management,17JAN2019:13:37:07,93
394564,IN10122465,AWAITCHG,DC000141,Middleware,Middleware,18JAN2019:15:03:58,73
394565,IN10122465,AWAITCHG,ITS00330,Internal Credential Management (ICM),Internal Credential Management (ICM),21JAN2019:09:13:10,7
394566,IN10122465,AWAITCHG,ESI00011,Other Activities,Other - Service Management,21JAN2019:11:19:33,4
394848,IN10122527,AWAITCHG,ESI00011,Other Activities,Other - Service Management,22JAN2019:07:17:50,172
395024,IN10122566,AWAITCHG,NW000414,Contact Centre,Contact Centre,06FEB2019:11:57:07,575
395288,IN10122626,AWAITCHG,NW000413,Toll-free Voice,Toll-free Voice,06FEB2019:12:03:40,263
395289,IN10122626,AWAITCHG,NW000414,Contact Centre,Contact Centre,12MAR2019:08:49:58,26
396156,IN10122820,AWAITCHG,ESI00011,Other Activities,Other - Service Management,22JAN2019:10:42:43,19
396264,IN10122843,AWAITCHG,NW000412,Fixed Line,Fixed Line,22JAN2019:14:46:28,10
396380,IN10122867,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,22JAN2019:07:55:54,5
396947,IN10122999,AWAITCHG,ESI00011,Other Activities,Other - Service Management,29JAN2019:11:07:56,156
396996,IN10123010,AWAITCHG,NW000410,Conferencing Services,Conferencing - Videoconferencing,28JAN2019:11:02:59,127
397419,IN10123100,AWAITCHG,ITS00352,Other Activities,Other - Security,23JAN2019:13:06:05,0
397468,IN10123111,AWAITCHG,ITS00326,Other Activities,Other - Security,25JAN2019:08:05:13,39
397469,IN10123111,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,29JAN2019:13:38:15,14
397470,IN10123111,AWAITCHG,ESI00011,Other Activities,Other - Service Management,30JAN2019:14:38:08,3
397691,IN10123163,AWAITCHG,DC000141,Middleware,Middleware,23JAN2019:15:29:15,29
397770,IN10123180,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,31JAN2019:13:47:35,150
398326,IN10123309,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,24JAN2019:15:25:28,35
398462,IN10123342,AWAITCHG,NW000403,Intra-building Network Services,IBN - GC LAN,11FEB2019:10:29:27,60
398932,IN10123458,AWAITCHG,ESI00011,Other Activities,Other - Service Management,25JAN2019:09:36:46,8
399380,IN10123565,AWAITCHG,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,30JAN2019:14:33:46,0
399457,IN10123583,AWAITCHG,ITS00343,Firewall,Firewall,04FEB2019:10:40:50,767
399556,IN10123609,AWAITCHG,DC000113,Midrange,Midrange,01FEB2019:12:10:07,0
399734,IN10123650,AWAITCHG,NW000412,Fixed Line,Fixed Line,28JAN2019:13:36:41,35
399945,IN10123694,AWAITCHG,NW000440,Fixed Line,Fixed - PBX,28JAN2019:10:37:57,0
400338,IN10123789,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,27JAN2019:14:36:53,0
400695,IN10123880,AWAITCHG,ITS00327,Other Activities,Other - Security,31JAN2019:13:38:34,77
400744,IN10123894,AWAITCHG,DC000141,Middleware,Middleware,28JAN2019:13:39:50,20
401160,IN10124037,AWAITCHG,DC000141,Middleware,Middleware,29JAN2019:09:43:40,3
401342,IN10124079,AWAITCHG,ESI00011,Other Activities,Other - Service Management,07FEB2019:12:04:52,3018
401343,IN10124079,AWAITCHG,ITS00340,Firewall,Firewall,28FEB2019:11:23:43,147
401388,IN10124088,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,29JAN2019:11:51:45,168
401810,IN10124191,AWAITCHG,DC000119,Other Activities,Other - Data Centre,31JAN2019:13:17:07,22
401948,IN10124224,AWAITCHG,DC000141,Middleware,Middleware,31JAN2019:11:04:00,895
401949,IN10124224,AWAITCHG,ITS00341,Firewall,Firewall,31JAN2019:11:29:12,543
402360,IN10124317,AWAITCHG,ITS00358,Secure Remote Access,Secure Remote Access,04FEB2019:10:30:16,1
402685,IN10124385,AWAITCHG,SM000562,Other Activities,Other - Service Management,31JAN2019:20:02:10,4
402863,IN10124444,AWAITCHG,ITS00341,Firewall,Firewall,21MAY2019:11:53:58,85
402864,IN10124444,AWAITCHG,ESI00011,Other Activities,Other - Service Management,21MAY2019:11:54:21,17
403416,IN10124574,AWAITCHG,ESI00011,Other Activities,Other - Service Management,10JUL2019:14:39:57,83
403417,IN10124574,AWAITCHG,ITS00344,Firewall,Firewall,11JUL2019:08:36:24,79
403418,IN10124574,AWAITCHG,ITS00343,Firewall,Firewall,22JUL2019:07:43:32,9
403468,IN10124584,AWAITCHG,COR00553,Other Activities,Other - Internal Services & Strategy,20MAR2019:13:40:27,253
403872,IN10124674,AWAITCHG,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,08FEB2019:11:43:46,1775
403973,IN10124699,AWAITCHG,ITS00322,Directory Services,Directory Services,01FEB2019:14:28:44,40
404087,IN10124728,AWAITCHG,ESI00011,Other Activities,Other - Service Management,04FEB2019:07:37:12,15
404115,IN10124732,AWAITCHG,NW000412,Fixed Line,Fixed Line,04FEB2019:11:03:32,73
404410,IN10124840,AWAITCHG,ITS00322,Directory Services,Directory Services,04FEB2019:08:32:11,5
404411,IN10124840,AWAITCHG,EDC00010,Directory Services,Directory Services,04FEB2019:08:36:17,5
405418,IN10125153,AWAITCHG,DC000209,Midrange,Midrange,04FEB2019:13:49:59,339
405476,IN10125165,AWAITCHG,DC000141,Middleware,Middleware,04FEB2019:11:12:12,28
405534,IN10125177,AWAITCHG,SM000501,Other Activities,Other - Service Management,28AUG2019:12:44:24,668
406695,IN10125463,AWAITCHG,ESI00011,Other Activities,Other - Service Management,05FEB2019:11:42:22,56
407543,IN10125660,AWAITCHG,DC000200,Midrange,Midrange - Windows -X86,14FEB2019:16:32:14,11
407544,IN10125660,AWAITCHG,ESI00011,Other Activities,Other - Service Management,15FEB2019:11:10:08,6
407799,IN10125718,AWAITCHG,EDC00010,Directory Services,Directory Services,07FEB2019:10:22:01,13
407838,IN10125727,AWAITCHG,ESI00011,Other Activities,Other - Service Management,06FEB2019:14:22:45,4
407881,IN10125736,AWAITCHG,ESI00011,Other Activities,Other - Service Management,06FEB2019:14:20:52,4
407938,IN10125750,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,06FEB2019:14:49:47,29
407972,IN10125757,AWAITCHG,NW000439,Fixed Line,Fixed - VoIP,08FEB2019:14:03:17,0
408010,IN10125766,AWAITCHG,DC000209,Midrange,Midrange,06FEB2019:15:45:09,6
