,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
23058,IN10034012,PENDINGREV,NW000453,Intra-building Network Services,IBN - GC LAN,24JUN2016:09:07:01,897
23181,IN10034040,PENDINGREV,DC000146,Other Activities,Other - Project Management & Delivery,09NOV2016:13:42:38,285
23224,IN10034050,PENDINGREV,NW000412,Fixed Line,Fixed Line,23JUN2016:09:36:02,5
23272,IN10034060,PENDINGREV,NW000450,Intra-building Network Services,IBN - GC LAN,09NOV2016:13:53:22,0
23273,IN10034060,PENDINGREV,NW000417,GC WAN,GC WAN,10NOV2016:04:56:51,1
23293,IN10034064,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,27OCT2016:07:53:49,389
23342,IN10034077,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,27OCT2016:07:52:28,389
23373,IN10034086,PENDINGREV,NDS00032,Midrange,Midrange - Windows -X86,09NOV2016:14:07:23,52
23401,IN10034093,PENDINGREV,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,09NOV2016:14:10:04,307
23578,IN10034129,PENDINGREV,DC000176,Storage,Storage,09NOV2016:14:14:20,986
23591,IN10034131,PENDINGREV,NW000417,GC WAN,GC WAN,11JUL2016:13:02:46,29
23648,IN10034143,PENDINGREV,NW000452,Intra-building Network Services,IBN - GC LAN,09NOV2016:14:20:10,577
23670,IN10034148,PENDINGREV,DC000113,Midrange,Midrange,10NOV2016:09:56:10,19
23683,IN10034151,PENDINGREV,NW000441,GC WAN,GC WAN,09NOV2016:14:25:22,94
23874,IN10034192,PENDINGREV,DC000113,Midrange,Midrange,27JUN2016:09:13:49,3
23875,IN10034192,PENDINGREV,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,27JUN2016:09:14:21,3
23968,IN10034212,PENDINGREV,ITS00308,Other Activities,Other - Security,09NOV2016:14:30:19,52
23969,IN10034212,PENDINGREV,NW000417,GC WAN,GC WAN,09NOV2016:14:40:37,51
24085,IN10034240,PENDINGREV,DC000141,Middleware,Middleware,10NOV2016:09:56:39,1603
24152,IN10034253,PENDINGREV,ITS00306,Other Activities,Other - Security,09NOV2016:14:39:08,860
24341,IN10034291,PENDINGREV,SM000502,Other Activities,Other - Service Management,10NOV2016:10:06:24,114
24456,IN10034317,PENDINGREV,ITS00306,Other Activities,Other - Security,04JUL2016:07:43:30,76
24499,IN10034324,PENDINGREV,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,10NOV2016:10:09:28,347
24500,IN10034324,PENDINGREV,ESI00011,Other Activities,Other - Service Management,23DEC2016:15:02:05,25
24519,IN10034327,PENDINGREV,DC000128,High-performance Computing,High-performance Computing,29JUN2016:16:56:43,28
24568,IN10034336,PENDINGREV,NW000405,Intra-building Network Services,IBN - GC LAN,28JUN2016:07:17:14,13
24935,IN10034433,PENDINGREV,DC000119,Other Activities,Other - Data Centre,18AUG2016:10:51:43,472
25011,IN10034451,PENDINGREV,NW000439,Fixed Line,Fixed - VoIP,29JUN2016:13:32:09,187
25031,IN10034456,PENDINGREV,ITS00309,Secure Remote Access,Secure Remote Access,10NOV2016:13:27:17,38
25032,IN10034456,PENDINGREV,ESI00049,Other Activities,Other - Security,16NOV2016:16:31:42,5
25033,IN10034456,PENDINGREV,ESI00011,Other Activities,Other - Service Management,17NOV2016:09:33:09,2
25061,IN10034462,PENDINGREV,DC000130,High-performance Computing,HPC - Interaction & Visualization,29JUN2016:12:57:27,1
25370,IN10034537,PENDINGREV,ITS00308,Other Activities,Other - Security,10NOV2016:10:20:01,17
25401,IN10034543,PENDINGREV,ITS00306,Other Activities,Other - Security,10NOV2016:13:29:18,1595
25402,IN10034543,PENDINGREV,ITS00309,Secure Remote Access,Secure Remote Access,10MAY2017:08:17:57,370
25655,IN10034596,PENDINGREV,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,10NOV2016:10:39:55,463
25682,IN10034601,PENDINGREV,NW000407,Intra-building Network Services,IBN - GC LAN,10NOV2016:10:41:47,102
25714,IN10034607,PENDINGREV,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,21JUL2016:08:29:40,152
25735,IN10034611,PENDINGREV,DC000133,High-performance Computing,High-performance Computing,03JUL2016:22:42:25,7
25936,IN10034662,PENDINGREV,DC000115,Midrange,Midrange - Windows -X86,10NOV2016:10:42:53,278
25971,IN10034672,PENDINGREV,NW000405,Intra-building Network Services,IBN - GC LAN,04JUL2016:12:36:04,19
25994,IN10034678,PENDINGREV,ESI00011,Other Activities,Other - Service Management,27OCT2016:20:27:09,8
26116,IN10034704,PENDINGREV,DC000119,Other Activities,Other - Data Centre,10NOV2016:11:00:04,38
26152,IN10034714,PENDINGREV,NDS00033,Other Activities,Other - Security,10NOV2016:11:03:12,30
26173,IN10034718,PENDINGREV,DC000127,High-performance Computing,HPC -Big Data Exchange,05JUL2016:16:09:00,448
26179,IN10034719,PENDINGREV,DC000130,High-performance Computing,HPC - Interaction & Visualization,05JUL2016:11:44:44,0
26369,IN10034771,PENDINGREV,NW000451,Intra-building Network Services,IBN - GC LAN,11NOV2016:08:50:50,280
26436,IN10034789,PENDINGREV,ITS00306,Other Activities,Other - Security,11NOV2016:08:56:53,1608
26449,IN10034791,PENDINGREV,ITS00306,Other Activities,Other - Security,11NOV2016:09:02:55,353
26450,IN10034791,PENDINGREV,ESI00011,Other Activities,Other - Service Management,30DEC2016:10:42:24,29
26451,IN10034791,PENDINGREV,ESI00028,Other Activities,Other - Security,03JAN2017:12:23:20,0
26683,IN10034861,PENDINGREV,NW000429,Email,Email,10NOV2016:11:08:41,869
26807,IN10034890,PENDINGREV,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,12NOV2016:17:40:57,261
26818,IN10034892,PENDINGREV,DC000127,High-performance Computing,HPC -Big Data Exchange,08JUL2016:16:25:41,549
26854,IN10034898,PENDINGREV,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,12AUG2016:10:36:44,99
27162,IN10034974,PENDINGREV,DC000114,Midrange,Midrange,10NOV2016:11:11:41,639
27181,IN10034978,PENDINGREV,NW000431,GC WAN,GC WAN,11JUL2016:07:16:12,50
27214,IN10034985,PENDINGREV,ITS00309,Secure Remote Access,Secure Remote Access,10NOV2016:13:20:12,44
27215,IN10034985,PENDINGREV,ESI00049,Other Activities,Other - Security,16NOV2016:16:33:43,11
27216,IN10034985,PENDINGREV,ESI00011,Other Activities,Other - Service Management,17NOV2016:09:29:57,8
27217,IN10034985,PENDINGREV,ITS00307,Secure Remote Access,Secure Remote Access,17NOV2016:13:00:03,5
27218,IN10034985,PENDINGREV,ITS00332,Secure Remote Access,Secure Remote Access,17NOV2016:13:09:25,4
27327,IN10035014,PENDINGREV,DC000127,High-performance Computing,HPC -Big Data Exchange,11JUL2016:11:43:33,410
27471,IN10035049,PENDINGREV,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,11JUL2016:15:16:57,0
27828,IN10035128,PENDINGREV,NW000417,GC WAN,GC WAN,13JUL2016:15:14:23,297
27829,IN10035128,PENDINGREV,ESI00011,Other Activities,Other - Service Management,18JUL2016:10:30:02,271
27835,IN10035129,PENDINGREV,NW000417,GC WAN,GC WAN,10NOV2016:11:23:58,1273
27879,IN10035138,PENDINGREV,EDC00054,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,25JUL2016:10:58:58,7
28141,IN10035205,PENDINGREV,NW000405,Intra-building Network Services,IBN - GC LAN,14JUL2016:07:07:42,0
28170,IN10035211,PENDINGREV,NW000410,Conferencing Services,Conferencing - Videoconferencing,10NOV2016:12:22:58,726
28171,IN10035211,PENDINGREV,ESI00011,Other Activities,Other - Service Management,16NOV2016:11:09:42,697
28172,IN10035211,PENDINGREV,NW000411,Mobile Devices,Mobile Devices,17NOV2016:10:50:22,688
28173,IN10035211,PENDINGREV,NW000412,Fixed Line,Fixed Line,01DEC2016:08:37:51,590
28174,IN10035211,PENDINGREV,NW000408,Fixed Line,Fixed - VoIP,01DEC2016:08:42:17,590
28175,IN10035211,PENDINGREV,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,19DEC2016:13:24:18,465
28383,IN10035259,PENDINGREV,NW000408,Fixed Line,Fixed - VoIP,15JUL2016:07:03:10,26
28389,IN10035260,PENDINGREV,NW000431,GC WAN,GC WAN,05AUG2016:13:11:50,42
28598,IN10035307,PENDINGREV,NW000417,GC WAN,GC WAN,15JUL2016:13:47:20,0
28620,IN10035312,PENDINGREV,NW000449,Intra-building Network Services,IBN - GC LAN,10NOV2016:12:29:49,120
28772,IN10035345,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,22JUL2016:11:19:34,93
28792,IN10035349,PENDINGREV,NDS00028,Intra-building Network Services,IBN - GC LAN,16JUL2016:00:08:12,4
28821,IN10035356,PENDINGREV,NW000429,Email,Email,10NOV2016:12:32:35,367
28895,IN10035371,PENDINGREV,NDS00033,Other Activities,Other - Security,10NOV2016:12:34:24,27
28909,IN10035375,PENDINGREV,NDS00033,Other Activities,Other - Security,10NOV2016:12:41:54,26
29262,IN10035474,PENDINGREV,NW000417,GC WAN,GC WAN,10NOV2016:12:45:59,1923
29267,IN10035475,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,18JUL2016:13:59:11,0
29461,IN10035527,PENDINGREV,ITS00326,Other Activities,Other - Security,25AUG2016:10:39:19,0
29614,IN10035556,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,10NOV2016:12:49:20,68
29714,IN10035584,PENDINGREV,DC000163,Other Activities,Other - Service Management,20JUL2016:13:06:19,5
29855,IN10035615,PENDINGREV,NW000412,Fixed Line,Fixed Line,10NOV2016:12:57:21,0
29948,IN10035636,PENDINGREV,DC000113,Midrange,Midrange,21JUL2016:10:01:44,613
29971,IN10035641,PENDINGREV,DC000134,High-performance Computing,High-performance Computing,10NOV2016:13:17:26,310
29972,IN10035641,PENDINGREV,DC000131,High-performance Computing,High-performance Computing,15DEC2016:16:09:41,67
30067,IN10035663,PENDINGREV,NW000451,Intra-building Network Services,IBN - GC LAN,10NOV2016:13:23:01,536
30068,IN10035663,PENDINGREV,ESI00011,Other Activities,Other - Service Management,11JAN2017:08:03:21,141
30069,IN10035663,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,11JAN2017:10:34:52,0
30241,IN10035700,PENDINGREV,NW000408,Fixed Line,Fixed - VoIP,22JUL2016:14:33:11,64
30266,IN10035704,PENDINGREV,NW000417,GC WAN,GC WAN,22JUL2016:08:26:18,5
30327,IN10035720,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,22JUL2016:08:55:04,13
30340,IN10035724,PENDINGREV,DC000163,Other Activities,Other - Service Management,22JUL2016:09:59:18,0
30407,IN10035737,PENDINGREV,NW000417,GC WAN,GC WAN,22JUL2016:15:01:24,111
30589,IN10035780,PENDINGREV,DC000130,High-performance Computing,HPC - Interaction & Visualization,16NOV2016:09:19:36,5
30653,IN10035792,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:04:00:45,0
30667,IN10035795,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:10:22:03,0
30687,IN10035800,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:10:24:29,0
30692,IN10035801,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:10:28:39,0
30708,IN10035804,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:13:17:50,0
30739,IN10035811,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:17:49:01,1
30747,IN10035814,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:19:45:21,0
30756,IN10035817,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,24JUL2016:20:38:41,1
30765,IN10035819,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,25JUL2016:00:32:07,8
30770,IN10035820,PENDINGREV,DC000127,High-performance Computing,HPC -Big Data Exchange,24JUL2016:23:56:15,57
30775,IN10035821,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,25JUL2016:00:34:08,8
30853,IN10035837,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,10NOV2016:14:00:47,66
31083,IN10035906,PENDINGREV,ESI00012,Other Activities,Other - Service Management,10NOV2016:14:04:10,459
31337,IN10035978,PENDINGREV,DC000141,Middleware,Middleware,10NOV2016:14:21:17,834
31392,IN10035992,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,27JUL2016:11:12:39,7
31553,IN10036029,PENDINGREV,NW000408,Fixed Line,Fixed - VoIP,29JUL2016:13:38:37,0
31719,IN10036070,PENDINGREV,ESI00028,Other Activities,Other - Security,10NOV2016:14:36:23,0
31876,IN10036103,PENDINGREV,ENT00009,Mobile Devices,Mobile Devices,12NOV2016:18:15:48,116
31989,IN10036149,PENDINGREV,EDC00076,Other Activities,Other - Service Management,10NOV2016:14:42:01,99
32046,IN10036161,PENDINGREV,ITS00306,Other Activities,Other - Security,11NOV2016:09:13:09,12
32078,IN10036167,PENDINGREV,ESI00012,Other Activities,Other - Service Management,11NOV2016:09:16:47,1
32138,IN10036181,PENDINGREV,NW000431,GC WAN,GC WAN,10AUG2016:15:31:10,41
32268,IN10036209,PENDINGREV,NW000445,Intra-building Network Services,IBN - GC LAN,05AUG2016:08:54:30,355
32269,IN10036209,PENDINGREV,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,08AUG2016:14:33:38,167
32294,IN10036214,PENDINGREV,NW000412,Fixed Line,Fixed Line,11NOV2016:09:18:27,72
32307,IN10036217,PENDINGREV,NDS00033,Other Activities,Other - Security,12NOV2016:18:18:01,22
32312,IN10036218,PENDINGREV,NW000452,Intra-building Network Services,IBN - GC LAN,11NOV2016:09:29:21,293
32515,IN10036263,PENDINGREV,SM000542,Other Activities,Other - Service Management,12NOV2016:18:24:05,72
32533,IN10036267,PENDINGREV,ITS00306,Other Activities,Other - Security,11NOV2016:09:34:28,342
32703,IN10036307,PENDINGREV,NW000451,Intra-building Network Services,IBN - GC LAN,11NOV2016:09:37:46,134
32704,IN10036307,PENDINGREV,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,14NOV2016:18:38:42,334
32705,IN10036307,PENDINGREV,ESI00011,Other Activities,Other - Service Management,30NOV2016:19:34:20,214
32761,IN10036321,PENDINGREV,EDC00098,Other Activities,Other - Security,02AUG2016:13:40:31,0
33037,IN10036379,PENDINGREV,DC000141,Middleware,Middleware,11NOV2016:09:40:48,147
33072,IN10036386,PENDINGREV,ITS00306,Other Activities,Other - Security,11NOV2016:09:47:55,271
33111,IN10036396,PENDINGREV,EDC00002,Midrange,Midrange - Windows -X86,03AUG2016:16:52:01,30
33192,IN10036427,PENDINGREV,NW000436,Fixed Line,Fixed Line,11NOV2016:09:54:51,102
33235,IN10036434,PENDINGREV,DC000149,Mainframe,Mainframe,22NOV2016:09:40:27,315
33236,IN10036434,PENDINGREV,ESI00011,Other Activities,Other - Service Management,20DEC2016:09:14:14,0
33337,IN10036453,PENDINGREV,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,11AUG2016:14:03:02,11
33378,IN10036461,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,11NOV2016:10:25:47,641
33404,IN10036466,PENDINGREV,ENT00039,GC WAN,GC WAN,11NOV2016:11:03:44,1205
33673,IN10036528,PENDINGREV,ITS00326,Other Activities,Other - Security,11NOV2016:11:06:43,293
33782,IN10036552,PENDINGREV,ITS00306,Other Activities,Other - Security,11NOV2016:11:11:41,94
33813,IN10036557,PENDINGREV,ENT00008,Mobile Devices,Mobile Devices,12NOV2016:18:41:07,663
33814,IN10036557,PENDINGREV,ESI00011,Other Activities,Other - Service Management,28NOV2016:08:21:04,562
33815,IN10036557,PENDINGREV,ITS00308,Other Activities,Other - Security,28NOV2016:11:54:01,559
33827,IN10036559,PENDINGREV,ITS00322,Directory Services,Directory Services,11NOV2016:11:29:15,345
33841,IN10036562,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,11NOV2016:11:34:40,933
33944,IN10036581,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,11NOV2016:11:40:41,230
33961,IN10036584,PENDINGREV,DC000179,Storage,Storage,11NOV2016:11:46:39,10
34224,IN10036641,PENDINGREV,DC000163,Other Activities,Other - Service Management,07AUG2016:03:20:14,6
34225,IN10036641,PENDINGREV,DC000133,High-performance Computing,High-performance Computing,08AUG2016:13:00:12,6
34327,IN10036664,PENDINGREV,DC000127,High-performance Computing,HPC -Big Data Exchange,08AUG2016:10:00:19,206
34602,IN10036723,PENDINGREV,DC000130,High-performance Computing,HPC - Interaction & Visualization,08AUG2016:21:42:27,1
34865,IN10036783,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,11NOV2016:12:29:43,577
34866,IN10036783,PENDINGREV,ESI00012,Other Activities,Other - Service Management,21NOV2016:12:54:44,105
35054,IN10036821,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:12:31:50,115
35061,IN10036822,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:12:39:18,115
35068,IN10036823,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:12:42:22,115
35075,IN10036824,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:12:50:08,115
35082,IN10036825,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:13:37:29,115
35089,IN10036826,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:13:44:29,115
35096,IN10036827,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:13:52:12,60
35104,IN10036828,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:14:24:07,60
35105,IN10036828,PENDINGREV,ESI00011,Other Activities,Other - Service Management,21NOV2016:12:29:30,4
35112,IN10036829,PENDINGREV,ESI00045,Other Activities,Other - Service Management,11NOV2016:14:29:04,60
35113,IN10036829,PENDINGREV,ESI00011,Other Activities,Other - Service Management,21NOV2016:12:24:07,5
35182,IN10036841,PENDINGREV,EU000203,Storage,Storage - File,13SEP2016:13:39:52,31
35183,IN10036841,PENDINGREV,EDC00066,Other Activities,Other - Service Management,16SEP2016:15:04:11,0
35332,IN10036872,PENDINGREV,DC000113,Midrange,Midrange,11NOV2016:14:32:15,59
35453,IN10036898,PENDINGREV,NW000415,GC WAN,GC WAN,11NOV2016:14:40:03,1015
35454,IN10036898,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,28NOV2016:11:39:12,911
35475,IN10036902,PENDINGREV,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,11AUG2016:09:18:04,1
35534,IN10036913,PENDINGREV,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,16AUG2016:10:45:52,202
35675,IN10036942,PENDINGREV,NW000431,GC WAN,GC WAN,12AUG2016:14:36:02,0
35787,IN10036969,PENDINGREV,ITS00311,Other Activities,Other - Security,11NOV2016:14:46:39,376
35788,IN10036969,PENDINGREV,ITS00326,Other Activities,Other - Security,20DEC2016:14:38:40,108
35846,IN10036980,PENDINGREV,NW000417,GC WAN,GC WAN,15AUG2016:07:14:08,139
36022,IN10037020,PENDINGREV,NW000464,Email,Email,11NOV2016:14:52:48,129
36043,IN10037025,PENDINGREV,ITS00306,Other Activities,Other - Security,12NOV2016:18:57:28,20
36071,IN10037030,PENDINGREV,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,12AUG2016:15:09:09,4
36111,IN10037041,PENDINGREV,ENT00008,Mobile Devices,Mobile Devices,11NOV2016:15:23:21,384
36112,IN10037041,PENDINGREV,ESI00011,Other Activities,Other - Service Management,28NOV2016:08:20:26,93
36114,IN10037041,PENDINGREV,DC000104,Data Centre Facilities Management,Data Centre Facilities Management,28NOV2016:11:08:44,280
36115,IN10037041,PENDINGREV,ESI00043,Other Activities,Other - Service Management,28NOV2016:14:38:34,246
36141,IN10037046,PENDINGREV,DC000132,High-performance Computing,High-performance Computing,15AUG2016:08:49:42,1
36371,IN10037096,PENDINGREV,NW000433,GC WAN,GC WAN,12NOV2016:19:18:50,1
36429,IN10037111,PENDINGREV,NW000452,Intra-building Network Services,IBN - GC LAN,15AUG2016:11:08:00,20
36542,IN10037139,PENDINGREV,DC000131,High-performance Computing,High-performance Computing,15AUG2016:13:06:05,0
36630,IN10037155,PENDINGREV,NW000464,Email,Email,12NOV2016:19:31:18,128
36631,IN10037155,PENDINGREV,ESI00011,Other Activities,Other - Service Management,28NOV2016:15:22:21,19
36791,IN10037187,PENDINGREV,NW000412,Fixed Line,Fixed Line,12NOV2016:19:44:16,306
36792,IN10037187,PENDINGREV,ESI00011,Other Activities,Other - Service Management,20DEC2016:09:21:27,44
36958,IN10037222,PENDINGREV,NW000412,Fixed Line,Fixed Line,24AUG2016:09:27:58,54
36985,IN10037230,PENDINGREV,ITS00326,Other Activities,Other - Security,12NOV2016:19:49:39,232
37029,IN10037238,PENDINGREV,DC000130,High-performance Computing,HPC - Interaction & Visualization,16AUG2016:12:40:15,8
37070,IN10037249,PENDINGREV,ESI00011,Other Activities,Other - Service Management,27OCT2016:20:24:00,24
37111,IN10037257,PENDINGREV,NW000410,Conferencing Services,Conferencing - Videoconferencing,12NOV2016:20:05:09,23
37117,IN10037258,PENDINGREV,DC000132,High-performance Computing,High-performance Computing,16AUG2016:17:50:15,16
37127,IN10037260,PENDINGREV,NW000439,Fixed Line,Fixed - VoIP,23SEP2016:11:54:08,228
37171,IN10037272,PENDINGREV,DC000130,High-performance Computing,HPC - Interaction & Visualization,16AUG2016:22:24:35,4
37245,IN10037284,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,12NOV2016:20:12:51,208
37259,IN10037286,PENDINGREV,DC000115,Midrange,Midrange - Windows -X86,18NOV2016:10:41:10,182
37695,IN10037377,PENDINGREV,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,07SEP2016:11:39:44,7
37702,IN10037378,PENDINGREV,NW000417,GC WAN,GC WAN,22NOV2016:14:13:44,465
37794,IN10037394,PENDINGREV,ITS00309,Secure Remote Access,Secure Remote Access,15NOV2016:10:33:31,45
37827,IN10037399,PENDINGREV,DC000130,High-performance Computing,HPC - Interaction & Visualization,18AUG2016:14:40:12,1
37855,IN10037406,PENDINGREV,DC000129,High-performance Computing,High-performance Computing,18AUG2016:09:53:54,3
37856,IN10037406,PENDINGREV,DC000127,High-performance Computing,HPC -Big Data Exchange,18AUG2016:11:13:07,1
37888,IN10037411,PENDINGREV,NW000459,GC WAN,GC WAN,24AUG2016:14:09:00,0
37913,IN10037416,PENDINGREV,NDS00032,Midrange,Midrange - Windows -X86,18AUG2016:16:13:31,11
37940,IN10037422,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,15NOV2016:10:42:36,54
38075,IN10037457,PENDINGREV,ITS00326,Other Activities,Other - Security,15NOV2016:10:46:48,202
38123,IN10037467,PENDINGREV,ESI00028,Other Activities,Other - Security,15NOV2016:10:52:19,244
38240,IN10037490,PENDINGREV,NW000410,Conferencing Services,Conferencing - Videoconferencing,15NOV2016:11:05:39,9
38286,IN10037501,PENDINGREV,ITS00306,Other Activities,Other - Security,15NOV2016:11:07:50,353
38287,IN10037501,PENDINGREV,ESI00011,Other Activities,Other - Service Management,30DEC2016:10:44:42,44
38361,IN10037522,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,15NOV2016:11:18:18,832
38448,IN10037542,PENDINGREV,NDS00033,Other Activities,Other - Security,15NOV2016:11:28:31,3
38586,IN10037574,PENDINGREV,NDS00033,Other Activities,Other - Security,15NOV2016:11:36:25,8
38769,IN10037617,PENDINGREV,DC000115,Midrange,Midrange - Windows -X86,22NOV2016:09:46:08,147
38899,IN10037641,PENDINGREV,NW000424,GC WAN,GC WAN National,22NOV2016:09:51:02,113
38941,IN10037649,PENDINGREV,NW000414,Contact Centre,Contact Centre,22NOV2016:10:04:58,1
38967,IN10037653,PENDINGREV,ITS00306,Other Activities,Other - Security,22NOV2016:10:11:07,40
38978,IN10037655,PENDINGREV,DC000132,High-performance Computing,High-performance Computing,23AUG2016:04:53:35,53
39039,IN10037668,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,22NOV2016:14:17:56,156
39040,IN10037668,PENDINGREV,ESI00011,Other Activities,Other - Service Management,08DEC2016:10:11:23,20
39041,IN10037668,PENDINGREV,NW000417,GC WAN,GC WAN,09DEC2016:12:33:57,0
39192,IN10037703,PENDINGREV,DC000119,Other Activities,Other - Data Centre,25AUG2016:10:55:19,7
39295,IN10037722,PENDINGREV,NW000452,Intra-building Network Services,IBN - GC LAN,22NOV2016:10:30:36,5
39891,IN10037865,PENDINGREV,ITS00306,Other Activities,Other - Security,15NOV2016:11:53:36,256
39900,IN10037866,PENDINGREV,NW000403,Intra-building Network Services,IBN - GC LAN,22NOV2016:10:43:23,50
40009,IN10037891,PENDINGREV,DC000113,Midrange,Midrange,27AUG2016:01:30:43,52
40010,IN10037891,PENDINGREV,ESI00011,Other Activities,Other - Service Management,29AUG2016:16:38:03,42
40079,IN10037911,PENDINGREV,DC000119,Other Activities,Other - Data Centre,28AUG2016:23:23:17,5
40176,IN10037935,PENDINGREV,NW000417,GC WAN,GC WAN,29AUG2016:12:03:31,94
40209,IN10037949,PENDINGREV,NW000412,Fixed Line,Fixed Line,15NOV2016:15:18:01,137
40284,IN10037966,PENDINGREV,DC000147,Mainframe,Mainframe,18NOV2016:10:59:46,310
40348,IN10037979,PENDINGREV,NW000405,Intra-building Network Services,IBN - GC LAN,31AUG2016:09:45:04,62
40386,IN10037987,PENDINGREV,NW000445,Intra-building Network Services,IBN - GC LAN,22NOV2016:10:47:29,288
40441,IN10038004,PENDINGREV,ITS00309,Secure Remote Access,Secure Remote Access,18NOV2016:09:14:34,143
40464,IN10038008,PENDINGREV,DC000141,Middleware,Middleware,18NOV2016:09:18:23,832
40469,IN10038009,PENDINGREV,ITS00306,Other Activities,Other - Security,16NOV2016:09:23:57,6
40604,IN10038038,PENDINGREV,ESI00026,Other Activities,Other - Internal Services & Strategy,08SEP2016:14:42:18,224
40624,IN10038041,PENDINGREV,DC000141,Middleware,Middleware,16NOV2016:09:30:27,0
40700,IN10038058,PENDINGREV,DC000123,0,Data Centre Services,16NOV2016:09:45:37,118
40701,IN10038058,PENDINGREV,SM000512,Other Activities,Other - Service Management,01DEC2016:14:47:51,3
40702,IN10038058,PENDINGREV,DC000113,Midrange,Midrange,01DEC2016:16:37:31,1
40728,IN10038063,PENDINGREV,DC000119,Other Activities,Other - Data Centre,30AUG2016:16:36:36,5
41130,IN10038157,PENDINGREV,NW000464,Email,Email,16NOV2016:09:55:33,106
41228,IN10038179,PENDINGREV,NW000412,Fixed Line,Fixed Line,04OCT2016:15:15:25,2
41288,IN10038190,PENDINGREV,ITS00308,Other Activities,Other - Security,08NOV2016:09:35:42,0
41289,IN10038190,PENDINGREV,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),08NOV2016:10:06:21,25
41358,IN10038205,PENDINGREV,ITS00308,Other Activities,Other - Security,16NOV2016:09:59:20,334
41359,IN10038205,PENDINGREV,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,04JAN2017:09:21:05,15
41360,IN10038205,PENDINGREV,NW000405,Intra-building Network Services,IBN - GC LAN,04JAN2017:10:43:05,14
41564,IN10038245,PENDINGREV,DC000141,Middleware,Middleware,15NOV2016:16:23:30,120
41565,IN10038245,PENDINGREV,SM000512,Other Activities,Other - Service Management,01DEC2016:14:48:58,1
