,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
347610,IN10110251,AWAITVEN,NW000412,Fixed Line,Fixed Line,31OCT2018:08:50:57,3
347629,IN10110254,AWAITVEN,NW000412,Fixed Line,Fixed Line,30OCT2018:14:49:34,108
347677,IN10110264,AWAITVEN,NW000417,GC WAN,GC WAN,30OCT2018:10:36:08,14
347723,IN10110277,AWAITVEN,NW000412,Fixed Line,Fixed Line,31OCT2018:09:40:48,71
347735,IN10110281,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,30OCT2018:11:43:09,28
347867,IN10110307,AWAITVEN,NW000412,Fixed Line,Fixed Line,27NOV2018:15:32:56,288
347892,IN10110311,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,02NOV2018:09:45:30,148
347922,IN10110317,AWAITVEN,NW000412,Fixed Line,Fixed Line,30OCT2018:14:03:58,144
347956,IN10110324,AWAITVEN,NW000412,Fixed Line,Fixed Line,31OCT2018:07:11:57,15
348079,IN10110350,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,30OCT2018:16:53:56,24
348090,IN10110352,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,30OCT2018:16:54:13,490
348097,IN10110354,AWAITVEN,NW000412,Fixed Line,Fixed Line,31OCT2018:14:48:21,3
348151,IN10110366,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,31OCT2018:09:50:22,9
348270,IN10110391,AWAITVEN,NW000412,Fixed Line,Fixed Line,06NOV2018:15:35:42,8
348442,IN10110434,AWAITVEN,NW000412,Fixed Line,Fixed Line,31OCT2018:10:09:18,3
348480,IN10110442,AWAITVEN,NW000417,GC WAN,GC WAN,31OCT2018:14:34:56,35
348508,IN10110450,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,08JAN2019:11:12:21,22
348538,IN10110456,AWAITVEN,DC000119,Other Activities,Other - Data Centre,22NOV2018:09:13:53,471
348709,IN10110491,AWAITVEN,NW000412,Fixed Line,Fixed Line,08NOV2018:09:23:20,59
348744,IN10110497,AWAITVEN,NW000412,Fixed Line,Fixed Line,01NOV2018:11:59:02,58
348901,IN10110535,AWAITVEN,NW000412,Fixed Line,Fixed Line,01NOV2018:10:34:25,94
348929,IN10110543,AWAITVEN,NW000412,Fixed Line,Fixed Line,01NOV2018:09:20:16,8
348971,IN10110552,AWAITVEN,NW000414,Contact Centre,Contact Centre,07NOV2018:11:19:22,30
349078,IN10110576,AWAITVEN,NW000433,GC WAN,GC WAN,01NOV2018:08:02:09,9
349151,IN10110610,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,02NOV2018:12:46:17,15
349198,IN10110622,AWAITVEN,NW000431,GC WAN,GC WAN,01NOV2018:13:54:29,2
349204,IN10110623,AWAITVEN,NW000417,GC WAN,GC WAN,01NOV2018:05:42:11,0
349255,IN10110636,AWAITVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,01NOV2018:12:03:00,172
349311,IN10110647,AWAITVEN,NW000412,Fixed Line,Fixed Line,01NOV2018:12:28:49,36
349413,IN10110667,AWAITVEN,NW000433,GC WAN,GC WAN,05NOV2018:14:45:05,14
349439,IN10110672,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,02NOV2018:07:48:33,105
349450,IN10110674,AWAITVEN,NW000448,Intra-building Network Services,IBN - GC LAN,01NOV2018:13:18:09,0
349481,IN10110681,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,01NOV2018:12:00:31,73
349568,IN10110699,AWAITVEN,NW000412,Fixed Line,Fixed Line,01NOV2018:14:57:27,48
349583,IN10110702,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,01NOV2018:14:07:40,638
349664,IN10110718,AWAITVEN,NW000412,Fixed Line,Fixed Line,02NOV2018:13:17:45,13
349680,IN10110721,AWAITVEN,NW000417,GC WAN,GC WAN,01NOV2018:17:16:30,2
349740,IN10110737,AWAITVEN,NW000412,Fixed Line,Fixed Line,05NOV2018:09:33:44,20
349789,IN10110749,AWAITVEN,NW000412,Fixed Line,Fixed Line,07NOV2018:10:48:19,33
349911,IN10110774,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,02NOV2018:02:30:08,10
350037,IN10110802,AWAITVEN,COR00553,Other Activities,Other - Internal Services & Strategy,02NOV2018:09:44:28,1001
350074,IN10110810,AWAITVEN,NW000472,Conferencing Services,Conferencing - Videoconferencing,06NOV2018:07:45:28,59
350086,IN10110812,AWAITVEN,NW000431,GC WAN,GC WAN,05NOV2018:14:09:43,471
350147,IN10110825,AWAITVEN,NW000412,Fixed Line,Fixed Line,02NOV2018:13:22:43,28
350174,IN10110830,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,02NOV2018:10:20:46,20
350186,IN10110833,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,02NOV2018:10:20:57,11
350242,IN10110846,AWAITVEN,NW000412,Fixed Line,Fixed Line,05NOV2018:10:34:59,9
350324,IN10110860,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,02NOV2018:13:21:58,567
350381,IN10110872,AWAITVEN,NW000417,GC WAN,GC WAN,06NOV2018:15:39:16,0
350453,IN10110887,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,02NOV2018:15:31:07,626
350501,IN10110897,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,02NOV2018:16:36:25,233
350517,IN10110900,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,02NOV2018:16:36:12,3
350634,IN10110925,AWAITVEN,NW000412,Fixed Line,Fixed Line,06NOV2018:08:40:22,48
350666,IN10110931,AWAITVEN,NW000412,Fixed Line,Fixed Line,30NOV2018:11:08:23,116
350730,IN10110944,AWAITVEN,NW000414,Contact Centre,Contact Centre,15NOV2018:12:55:53,24
350754,IN10110948,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,05NOV2018:15:08:36,18
350849,IN10110970,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,03NOV2018:07:46:20,126
350866,IN10110973,AWAITVEN,NW000414,Contact Centre,Contact Centre,19NOV2018:09:12:39,372
350892,IN10110979,AWAITVEN,NW000412,Fixed Line,Fixed Line,07NOV2018:13:05:44,73
351037,IN10111010,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,03NOV2018:13:54:25,3
351406,IN10111110,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,04NOV2018:04:31:16,3
351467,IN10111125,AWAITVEN,NW000433,GC WAN,GC WAN,05NOV2018:15:40:38,4
352087,IN10111311,AWAITVEN,NW000431,GC WAN,GC WAN,05NOV2018:16:55:38,237
352135,IN10111323,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,05NOV2018:11:11:50,221
352200,IN10111334,AWAITVEN,NW000450,Intra-building Network Services,IBN - GC LAN,22NOV2018:19:30:00,177
352304,IN10111355,AWAITVEN,NW000412,Fixed Line,Fixed Line,07NOV2018:13:42:12,10
352400,IN10111378,AWAITVEN,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),07NOV2018:09:37:11,5
352646,IN10111433,AWAITVEN,NW000417,GC WAN,GC WAN,06NOV2018:11:23:52,4
352661,IN10111437,AWAITVEN,NW000412,Fixed Line,Fixed Line,06NOV2018:15:08:35,155
352831,IN10111477,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,07NOV2018:10:50:05,540
352853,IN10111481,AWAITVEN,SM000537,Other Activities,Other - Service Management,07NOV2018:18:11:12,175
352976,IN10111507,AWAITVEN,NW000412,Fixed Line,Fixed Line,07NOV2018:11:14:43,17
352989,IN10111510,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,07NOV2018:10:26:50,118
353091,IN10111535,AWAITVEN,NW000427,Email,Email,07NOV2018:09:07:54,4
353115,IN10111541,AWAITVEN,NW000472,Conferencing Services,Conferencing - Videoconferencing,07NOV2018:15:39:50,597
353207,IN10111563,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,07NOV2018:09:30:02,541
353237,IN10111569,AWAITVEN,NW000412,Fixed Line,Fixed Line,08NOV2018:12:04:31,27
353288,IN10111579,AWAITVEN,NW000412,Fixed Line,Fixed Line,08NOV2018:09:40:14,29
353453,IN10111610,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,15NOV2018:09:02:05,76
353462,IN10111612,AWAITVEN,NW000412,Fixed Line,Fixed Line,08NOV2018:09:20:06,131
353609,IN10111644,AWAITVEN,NW000414,Contact Centre,Contact Centre,16NOV2018:09:39:39,142
353980,IN10111732,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,08NOV2018:17:16:32,44
353989,IN10111734,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,08NOV2018:17:24:19,44
354112,IN10111759,AWAITVEN,NW000400,Intra-building Network Services,IBN - Data Centre Network,21JUN2019:10:49:01,1940
354129,IN10111761,AWAITVEN,NW000412,Fixed Line,Fixed Line,08NOV2018:13:12:16,8
354426,IN10111827,AWAITVEN,NW000400,Intra-building Network Services,IBN - Data Centre Network,10NOV2018:08:07:35,63
354516,IN10111849,AWAITVEN,NW000417,GC WAN,GC WAN,08NOV2018:17:14:00,11
354534,IN10111852,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,08NOV2018:17:25:24,585
354574,IN10111863,AWAITVEN,NW000400,Intra-building Network Services,IBN - Data Centre Network,10NOV2018:08:01:21,63
354588,IN10111865,AWAITVEN,NW000412,Fixed Line,Fixed Line,13NOV2018:13:27:50,8
354597,IN10111867,AWAITVEN,NW000412,Fixed Line,Fixed Line,23NOV2018:11:08:18,29
354606,IN10111869,AWAITVEN,DC000198,Midrange,Midrange - Windows -X86,09NOV2018:07:52:10,50
354612,IN10111873,AWAITVEN,NW000412,Fixed Line,Fixed Line,09NOV2018:11:35:27,12
354632,IN10111877,AWAITVEN,NW000424,GC WAN,GC WAN National,09NOV2018:09:50:06,59
354668,IN10111887,AWAITVEN,NW000431,GC WAN,GC WAN,15NOV2018:13:44:53,262
354880,IN10111935,AWAITVEN,NW000412,Fixed Line,Fixed Line,16NOV2018:12:22:46,21
354981,IN10111959,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,09NOV2018:11:44:10,51
354987,IN10111960,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,09NOV2018:11:43:33,51
355188,IN10112005,AWAITVEN,NW000414,Contact Centre,Contact Centre,16NOV2018:09:38:29,31
355390,IN10112047,AWAITVEN,NW000417,GC WAN,GC WAN,20NOV2018:08:13:30,465
355413,IN10112051,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,05DEC2018:13:47:47,17
355534,IN10112084,AWAITVEN,NW000417,GC WAN,GC WAN,10NOV2018:11:58:26,31
355619,IN10112104,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,10NOV2018:23:40:17,180
355718,IN10112125,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,12NOV2018:12:35:38,15
356371,IN10112395,AWAITVEN,NW000431,GC WAN,GC WAN,15NOV2018:14:05:45,261
356942,IN10112548,AWAITVEN,NW000417,GC WAN,GC WAN,13NOV2018:08:35:17,29
356954,IN10112551,AWAITVEN,NW000417,GC WAN,GC WAN,13NOV2018:08:36:30,29
357033,IN10112569,AWAITVEN,DC000117,Storage,Storage,13NOV2018:09:23:07,2
357124,IN10112591,AWAITVEN,DC000203,Midrange,Midrange - Windows -X86,14NOV2018:10:12:00,13
357192,IN10112606,AWAITVEN,NW000412,Fixed Line,Fixed Line,14NOV2018:09:53:27,1
357306,IN10112630,AWAITVEN,NW000412,Fixed Line,Fixed Line,14NOV2018:14:13:44,9
357407,IN10112656,AWAITVEN,NW000412,Fixed Line,Fixed Line,14NOV2018:14:06:54,9
357412,IN10112657,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,14NOV2018:11:20:19,33
357427,IN10112659,AWAITVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,04DEC2018:14:25:15,8
357428,IN10112659,AWAITVEN,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,05DEC2018:08:44:25,3
357762,IN10112732,AWAITVEN,NW000412,Fixed Line,Fixed Line,14NOV2018:13:44:45,8
357848,IN10112750,AWAITVEN,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,21NOV2018:14:04:05,404
357864,IN10112753,AWAITVEN,NW000412,Fixed Line,Fixed Line,14NOV2018:17:04:58,45
357865,IN10112753,AWAITVEN,NW000439,Fixed Line,Fixed - VoIP,16NOV2018:16:17:07,10
357895,IN10112760,AWAITVEN,DC000119,Other Activities,Other - Data Centre,14NOV2018:16:03:33,30
357975,IN10112778,AWAITVEN,ESI00011,Other Activities,Other - Service Management,14NOV2018:14:42:12,10
357976,IN10112778,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,15NOV2018:07:54:41,7
358054,IN10112793,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,28NOV2018:10:44:28,50
358090,IN10112802,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,15NOV2018:12:15:02,8
358105,IN10112804,AWAITVEN,NW000417,GC WAN,GC WAN,15NOV2018:14:26:11,211
358194,IN10112824,AWAITVEN,NW000414,Contact Centre,Contact Centre,18DEC2018:11:41:51,2330
358250,IN10112835,AWAITVEN,NW000473,Conferencing Services,Conferencing - Videoconferencing,15NOV2018:09:46:27,692
358311,IN10112849,AWAITVEN,NW000433,GC WAN,GC WAN,15NOV2018:09:17:17,3
358374,IN10112863,AWAITVEN,NW000408,Fixed Line,Fixed - VoIP,16NOV2018:11:12:52,139
358447,IN10112878,AWAITVEN,NW000433,GC WAN,GC WAN,15NOV2018:09:14:08,4
358761,IN10112945,AWAITVEN,NW000453,Intra-building Network Services,IBN - GC LAN,27NOV2018:15:38:35,55
358801,IN10112955,AWAITVEN,NW000412,Fixed Line,Fixed Line,16NOV2018:07:56:52,89
358875,IN10112971,AWAITVEN,NW000412,Fixed Line,Fixed Line,22NOV2018:13:35:12,44
358948,IN10112983,AWAITVEN,NW000412,Fixed Line,Fixed Line,16NOV2018:09:15:49,12
359054,IN10113010,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,16NOV2018:09:47:59,4
359235,IN10113055,AWAITVEN,NW000414,Contact Centre,Contact Centre,17NOV2018:09:27:07,374
359345,IN10113080,AWAITVEN,NW000412,Fixed Line,Fixed Line,21NOV2018:14:44:52,49
359359,IN10113083,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,04APR2019:09:52:04,23
359463,IN10113109,AWAITVEN,NW000412,Fixed Line,Fixed Line,22FEB2019:14:20:48,54
359464,IN10113109,AWAITVEN,NW000403,Intra-building Network Services,IBN - GC LAN,26FEB2019:10:34:55,0
359517,IN10113119,AWAITVEN,NW000414,Contact Centre,Contact Centre,16NOV2018:21:43:06,439
359548,IN10113125,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,16NOV2018:14:57:29,1
359631,IN10113142,AWAITVEN,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),16NOV2018:22:14:13,80
359681,IN10113153,AWAITVEN,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),16NOV2018:19:21:24,423
359826,IN10113186,AWAITVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,19NOV2018:10:28:29,47
359876,IN10113196,AWAITVEN,NW000412,Fixed Line,Fixed Line,19NOV2018:13:29:20,5
359881,IN10113197,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,19NOV2018:09:14:08,5
359917,IN10113205,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,19NOV2018:14:56:57,5
360240,IN10113275,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,18NOV2018:04:51:38,137
360411,IN10113311,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,30NOV2018:11:08:43,48
360499,IN10113332,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,26NOV2018:13:16:49,116
360568,IN10113371,AWAITVEN,NW000412,Fixed Line,Fixed Line,19NOV2018:13:28:58,14
360705,IN10113423,AWAITVEN,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,19NOV2018:14:07:03,192
360742,IN10113430,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,19NOV2018:11:32:00,130
360793,IN10113443,AWAITVEN,NW000412,Fixed Line,Fixed Line,20NOV2018:10:23:48,12
360946,IN10113477,AWAITVEN,NW000412,Fixed Line,Fixed Line,26NOV2018:10:03:32,41
360987,IN10113484,AWAITVEN,NW000412,Fixed Line,Fixed Line,26NOV2018:14:56:21,72
361034,IN10113493,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,11DEC2018:16:59:34,191
361156,IN10113544,AWAITVEN,ENT00014,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,20NOV2018:15:12:01,2
361180,IN10113549,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,29NOV2018:13:53:50,24
361230,IN10113558,AWAITVEN,NW000412,Fixed Line,Fixed Line,20NOV2018:08:12:33,5
361263,IN10113565,AWAITVEN,NW000437,Fixed Line,Fixed Line,29NOV2018:12:44:26,0
361275,IN10113568,AWAITVEN,NW000412,Fixed Line,Fixed Line,20NOV2018:09:01:44,4
361303,IN10113573,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,20NOV2018:14:36:59,8
361314,IN10113575,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,20NOV2018:14:42:01,58
361373,IN10113589,AWAITVEN,NW000481,Intra-building Network Services,Intra-building Network Services,11DEC2018:09:55:07,229
361457,IN10113606,AWAITVEN,DC000202,Midrange,Midrange - Windows -X86,21NOV2018:06:53:57,257
361615,IN10113642,AWAITVEN,ENT00014,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,20NOV2018:15:14:51,306
361688,IN10113660,AWAITVEN,NW000412,Fixed Line,Fixed Line,11DEC2018:08:51:21,71
361693,IN10113661,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,20NOV2018:17:27:19,31
361790,IN10113683,AWAITVEN,NW000463,GC WAN,GC WAN,20NOV2018:22:01:04,172
361791,IN10113683,AWAITVEN,SM000537,Other Activities,Other - Service Management,21NOV2018:07:09:40,119
362135,IN10113760,AWAITVEN,NW000412,Fixed Line,Fixed Line,22NOV2018:09:58:36,15
362229,IN10113781,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,22NOV2018:10:49:33,300
362292,IN10113794,AWAITVEN,NW000488,Intra-building Network Services,IBN - GC LAN,26NOV2018:09:15:57,213
362363,IN10113811,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,24NOV2018:12:12:02,84
362458,IN10113832,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,22NOV2018:08:50:31,1
362633,IN10113872,AWAITVEN,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),11DEC2018:10:29:41,148
362667,IN10113881,AWAITVEN,DC000117,Storage,Storage,14DEC2018:10:56:39,1038
362794,IN10113908,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,28NOV2018:12:23:47,58
362861,IN10113923,AWAITVEN,NW000471,Conferencing Services,Conferencing - Videoconferencing,29NOV2018:07:48:47,301
363015,IN10113959,AWAITVEN,NW000412,Fixed Line,Fixed Line,23NOV2018:08:27:48,4
363042,IN10113964,AWAITVEN,NW000412,Fixed Line,Fixed Line,29NOV2018:13:16:33,239
363207,IN10113999,AWAITVEN,NW000412,Fixed Line,Fixed Line,29NOV2018:09:57:30,250
363291,IN10114016,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,23NOV2018:10:36:40,22
363340,IN10114028,AWAITVEN,NW000414,Contact Centre,Contact Centre,23NOV2018:10:46:25,237
363524,IN10114065,AWAITVEN,NW000414,Contact Centre,Contact Centre,29NOV2018:11:09:23,64
363529,IN10114066,AWAITVEN,NW000437,Fixed Line,Fixed Line,28NOV2018:10:56:02,0
363567,IN10114074,AWAITVEN,NW000413,Toll-free Voice,Toll-free Voice,23NOV2018:15:15:50,1
363574,IN10114075,AWAITVEN,NW000414,Contact Centre,Contact Centre,23NOV2018:15:37:29,72
363830,IN10114139,AWAITVEN,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,26NOV2018:12:03:15,561
363886,IN10114154,AWAITVEN,NW000412,Fixed Line,Fixed Line,30NOV2018:10:32:06,21
363938,IN10114165,AWAITVEN,NW000481,Intra-building Network Services,Intra-building Network Services,19FEB2019:11:24:20,268
363966,IN10114171,AWAITVEN,NW000412,Fixed Line,Fixed Line,06DEC2018:12:09:11,0
364015,IN10114183,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,26NOV2018:15:18:40,9
364077,IN10114197,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,26NOV2018:08:55:34,4
364144,IN10114211,AWAITVEN,NW000412,Fixed Line,Fixed Line,26NOV2018:09:27:09,38
364222,IN10114228,AWAITVEN,NW000412,Fixed Line,Fixed Line,29NOV2018:12:24:02,2
364280,IN10114239,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,25NOV2018:00:20:58,8
364334,IN10114249,AWAITVEN,NW000412,Fixed Line,Fixed Line,30NOV2018:12:21:06,2
364374,IN10114260,AWAITVEN,NW000412,Fixed Line,Fixed Line,26NOV2018:09:14:52,38
364537,IN10114296,AWAITVEN,NW000473,Conferencing Services,Conferencing - Videoconferencing,03DEC2018:14:29:44,314
364821,IN10114359,AWAITVEN,ITS00332,Secure Remote Access,Secure Remote Access,27NOV2018:10:26:46,12
364826,IN10114360,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,26NOV2018:11:18:12,279
364873,IN10114370,AWAITVEN,NW000407,Intra-building Network Services,IBN - GC LAN,29NOV2018:10:07:43,68
365033,IN10114401,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,29NOV2018:12:45:46,256
365264,IN10114459,AWAITVEN,NW000412,Fixed Line,Fixed Line,30NOV2018:12:28:42,19
365372,IN10114486,AWAITVEN,NW000412,Fixed Line,Fixed Line,27NOV2018:09:27:33,0
365475,IN10114517,AWAITVEN,DC000117,Storage,Storage,28NOV2018:15:04:02,49
365480,IN10114518,AWAITVEN,NW000414,Contact Centre,Contact Centre,05DEC2018:07:42:15,0
365642,IN10114550,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,27NOV2018:14:40:34,43
365682,IN10114560,AWAITVEN,NW000412,Fixed Line,Fixed Line,03DEC2018:12:15:17,56
365725,IN10114570,AWAITVEN,NW000453,Intra-building Network Services,IBN - GC LAN,29NOV2018:15:21:15,156
365747,IN10114575,AWAITVEN,NW000412,Fixed Line,Fixed Line,28NOV2018:12:18:39,16
365895,IN10114607,AWAITVEN,COR00554,Other Activities,Other - Internal Services & Strategy,03DEC2018:06:44:09,185
365945,IN10114615,AWAITVEN,NW000433,GC WAN,GC WAN,28NOV2018:11:06:19,30
365955,IN10114617,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,27NOV2018:19:59:05,41
366059,IN10114638,AWAITVEN,NW000433,GC WAN,GC WAN,28NOV2018:10:57:42,19
366103,IN10114649,AWAITVEN,NW000417,GC WAN,GC WAN,28NOV2018:18:24:50,0
366295,IN10114690,AWAITVEN,NW000412,Fixed Line,Fixed Line,28NOV2018:10:09:31,8
366387,IN10114710,AWAITVEN,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),11DEC2018:13:03:31,48
366488,IN10114731,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,28NOV2018:13:07:40,4
366592,IN10114754,AWAITVEN,NW000412,Fixed Line,Fixed Line,04DEC2018:14:59:38,32
366665,IN10114771,AWAITVEN,NW000412,Fixed Line,Fixed Line,29NOV2018:12:46:33,17
366816,IN10114808,AWAITVEN,NW000414,Contact Centre,Contact Centre,29NOV2018:11:12:02,37
366922,IN10114830,AWAITVEN,NW000433,GC WAN,GC WAN,29NOV2018:10:31:07,4
366933,IN10114832,AWAITVEN,NW000433,GC WAN,GC WAN,29NOV2018:10:31:35,9
367081,IN10114863,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,29NOV2018:12:46:16,138
367401,IN10114940,AWAITVEN,NW000414,Contact Centre,Contact Centre,29NOV2018:11:27:33,2889
367402,IN10114940,AWAITVEN,NW000414,Contact Centre,Contact Centre,27JAN2020:10:40:01,452
367456,IN10114951,AWAITVEN,NW000414,Contact Centre,Contact Centre,30NOV2018:10:36:44,78
367548,IN10114968,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,29NOV2018:13:05:18,20
367855,IN10115044,AWAITVEN,NW000412,Fixed Line,Fixed Line,03DEC2018:10:27:06,4
367898,IN10115055,AWAITVEN,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,29NOV2018:21:31:25,1
367931,IN10115060,AWAITVEN,NW000412,Fixed Line,Fixed Line,04DEC2018:15:39:27,207
367966,IN10115066,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,03DEC2018:17:20:25,123
368044,IN10115083,AWAITVEN,NW000453,Intra-building Network Services,IBN - GC LAN,04DEC2018:08:58:43,140
368151,IN10115108,AWAITVEN,ITS00353,Other Activities,Other - Security,03DEC2018:11:14:26,35
368334,IN10115145,AWAITVEN,NW000459,GC WAN,GC WAN,03DEC2018:14:14:20,4
368348,IN10115148,AWAITVEN,NW000433,GC WAN,GC WAN,30NOV2018:10:09:52,1
368372,IN10115152,AWAITVEN,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),04DEC2018:14:25:25,285
368381,IN10115153,AWAITVEN,NW000426,Email,Email,30NOV2018:12:48:18,3
368427,IN10115163,AWAITVEN,NW000412,Fixed Line,Fixed Line,04DEC2018:14:59:24,23
368608,IN10115208,AWAITVEN,NW000412,Fixed Line,Fixed Line,03DEC2018:14:34:19,235
368697,IN10115227,AWAITVEN,NW000412,Fixed Line,Fixed Line,05DEC2018:14:20:21,36
368716,IN10115232,AWAITVEN,NW000447,Intra-building Network Services,IBN - GC LAN,03DEC2018:10:07:11,267
368769,IN10115242,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,04DEC2018:14:02:47,22
368839,IN10115256,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,01DEC2018:00:24:24,32
368896,IN10115270,AWAITVEN,DC000152,Middleware,Middleware,03DEC2018:12:26:04,0
368965,IN10115286,AWAITVEN,NW000412,Fixed Line,Fixed Line,04DEC2018:09:08:19,214
368981,IN10115289,AWAITVEN,NW000417,GC WAN,GC WAN,02DEC2018:10:33:18,32
368987,IN10115290,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,06DEC2018:10:29:51,4
369092,IN10115313,AWAITVEN,NW000412,Fixed Line,Fixed Line,06DEC2018:13:46:52,21
369115,IN10115318,AWAITVEN,NW000412,Fixed Line,Fixed Line,03DEC2018:12:22:18,1
369471,IN10115399,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,12DEC2018:08:59:07,3
369708,IN10115468,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,02DEC2018:16:51:51,320
369887,IN10115547,AWAITVEN,NW000433,GC WAN,GC WAN,03DEC2018:11:17:32,4
369932,IN10115577,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,06DEC2018:12:20:48,387
