,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
14294,IN10031968,PENDING,EDC00068,Email,Email,27MAY2016:08:30:53,60
14308,IN10031971,PENDING,DC000115,Midrange,Midrange - Windows -X86,20MAY2016:10:55:14,0
14316,IN10031973,PENDING,DC000132,High-performance Computing,High-performance Computing,17MAY2016:20:49:44,7
14342,IN10031979,PENDING,DC000133,High-performance Computing,High-performance Computing,18MAY2016:01:16:40,0
14345,IN10031979,PENDING,DC000163,Other Activities,Other - Service Management,18MAY2016:01:42:03,0
14362,IN10031984,PENDING,DC000132,High-performance Computing,High-performance Computing,18MAY2016:06:06:16,0
14386,IN10031989,PENDING,ESI00011,Other Activities,Other - Service Management,07JUN2016:16:02:27,134
14399,IN10031993,PENDING,DC000119,Other Activities,Other - Data Centre,18MAY2016:11:04:52,38
14519,IN10032025,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,13JUN2016:07:30:10,42
14520,IN10032025,PENDING,ESI00011,Other Activities,Other - Service Management,13JUN2016:07:30:56,42
14622,IN10032050,PENDING,NW000431,GC WAN,GC WAN,19MAY2016:08:21:20,20
14710,IN10032068,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,26MAY2016:14:33:48,80
14726,IN10032073,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,19MAY2016:11:41:48,7
14926,IN10032129,PENDING,DC000133,High-performance Computing,High-performance Computing,20MAY2016:09:07:45,4
14941,IN10032132,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,13JUN2016:07:39:23,512
14942,IN10032132,PENDING,ESI00011,Other Activities,Other - Service Management,17AUG2016:11:18:56,48
14954,IN10032135,PENDING,DC000129,High-performance Computing,High-performance Computing,20MAY2016:10:51:24,0
15009,IN10032148,PENDING,DC000152,Middleware,Middleware,20MAY2016:16:10:45,0
15046,IN10032156,PENDING,ESI00011,Other Activities,Other - Service Management,07JUN2016:16:01:05,543
15079,IN10032161,PENDING,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,25MAY2016:08:58:33,0
15103,IN10032166,PENDING,NW000414,Contact Centre,Contact Centre,25MAY2016:14:12:44,1241
15114,IN10032168,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,20MAY2016:22:35:35,7
15118,IN10032169,PENDING,0,0,0,20MAY2016:21:14:03,0
15122,IN10032170,PENDING,0,0,0,20MAY2016:21:18:31,0
15126,IN10032171,PENDING,0,0,0,20MAY2016:21:18:51,0
15128,IN10032171,PENDING,ESI00011,Other Activities,Other - Service Management,24MAY2016:08:11:23,107
15135,IN10032172,PENDING,ESI00011,Other Activities,Other - Service Management,24MAY2016:08:11:56,44
15136,IN10032172,PENDING,ITS00322,Directory Services,Directory Services,24MAY2016:08:42:34,107
15159,IN10032176,PENDING,NW000417,GC WAN,GC WAN,03JUN2016:11:07:54,996
15184,IN10032181,PENDING,NW000417,GC WAN,GC WAN,25MAY2016:17:22:43,115
15272,IN10032204,PENDING,NW000417,GC WAN,GC WAN,25MAY2016:17:28:46,53
15369,IN10032229,PENDING,NW000431,GC WAN,GC WAN,24MAY2016:08:28:11,2
15383,IN10032232,PENDING,ITS00327,Other Activities,Other - Security,17JUN2016:13:30:48,0
15401,IN10032237,PENDING,NW000431,GC WAN,GC WAN,24MAY2016:07:28:22,2
15469,IN10032254,PENDING,DC000163,Other Activities,Other - Service Management,23MAY2016:11:13:31,6
15614,IN10032291,PENDING,0,0,0,24MAY2016:09:01:24,0
15649,IN10032298,PENDING,NW000431,GC WAN,GC WAN,24MAY2016:13:15:45,40
15650,IN10032298,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,26MAY2016:10:18:18,23
15660,IN10032299,PENDING,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28JUN2016:09:07:23,0
15747,IN10032316,PENDING,DC000133,High-performance Computing,High-performance Computing,25MAY2016:13:18:41,154
15772,IN10032322,PENDING,DC000115,Midrange,Midrange - Windows -X86,03JUN2016:14:21:53,6
15822,IN10032332,PENDING,NW000417,GC WAN,GC WAN,02NOV2016:19:35:36,42
16036,IN10032381,PENDING,DC000119,Other Activities,Other - Data Centre,25MAY2016:13:46:51,4
16124,IN10032399,PENDING,NW000417,GC WAN,GC WAN,26MAY2016:14:07:16,71
16162,IN10032410,PENDING,NSD00021,Other Activities,Other - Telecom & Network,27MAY2016:13:17:23,545
16163,IN10032410,PENDING,NW000447,Intra-building Network Services,IBN - GC LAN,30MAY2016:08:04:00,438
16202,IN10032419,PENDING,NW000431,GC WAN,GC WAN,30JUL2016:13:58:40,27
16252,IN10032433,PENDING,NW000414,Contact Centre,Contact Centre,26MAY2016:08:48:11,18
16283,IN10032440,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,27MAY2016:00:48:55,17
16353,IN10032454,PENDING,NW000412,Fixed Line,Fixed Line,13SEP2016:13:17:04,0
16365,IN10032456,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,01JUN2016:14:26:38,720
16366,IN10032456,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,27JUN2016:18:36:25,590
16545,IN10032496,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,30MAY2016:13:43:15,0
16551,IN10032497,PENDING,ESI00026,Other Activities,Other - Internal Services & Strategy,27MAY2016:10:49:09,57
16572,IN10032503,PENDING,NW000431,GC WAN,GC WAN,27MAY2016:07:21:51,10
16585,IN10032506,PENDING,NDS00028,Intra-building Network Services,IBN - GC LAN,27MAY2016:01:48:28,0
16777,IN10032548,PENDING,NW000407,Intra-building Network Services,IBN - GC LAN,14JUL2016:14:56:07,0
16809,IN10032553,PENDING,DC000152,Middleware,Middleware,27MAY2016:15:37:47,89
16825,IN10032555,PENDING,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,10JUN2016:08:48:45,1399
16826,IN10032555,PENDING,ESI00011,Other Activities,Other - Service Management,10JUN2016:09:51:32,1349
16827,IN10032555,PENDING,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,14JUN2016:14:20:06,1373
16828,IN10032555,PENDING,ENT00026,GC WAN,GC WAN,14JUN2016:14:26:27,1026
16885,IN10032567,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,29MAY2016:17:13:10,0
16890,IN10032568,PENDING,NW000412,Fixed Line,Fixed Line,03JUN2016:18:34:25,25
16895,IN10032569,PENDING,NW000417,GC WAN,GC WAN,27MAY2016:21:23:39,8
16972,IN10032588,PENDING,DC000156,Midrange,Midrange - Windows -X86,28MAY2016:09:32:31,0
17163,IN10032639,PENDING,NW000431,GC WAN,GC WAN,30MAY2016:07:45:38,12
17179,IN10032642,PENDING,NW000433,GC WAN,GC WAN,30MAY2016:12:17:06,5
17188,IN10032644,PENDING,DC000156,Midrange,Midrange - Windows -X86,29MAY2016:23:18:29,3
17189,IN10032644,PENDING,DC000155,Mainframe,Mainframe,30MAY2016:08:15:09,1
17212,IN10032652,PENDING,NW000431,GC WAN,GC WAN,30MAY2016:07:48:02,10
17339,IN10032681,PENDING,DC000133,High-performance Computing,High-performance Computing,30MAY2016:14:31:12,0
17531,IN10032725,PENDING,EDC00002,Midrange,Midrange - Windows -X86,01JUN2016:10:04:40,0
17572,IN10032734,PENDING,DC000119,Other Activities,Other - Data Centre,31MAY2016:11:00:19,0
17605,IN10032740,PENDING,DC000133,High-performance Computing,High-performance Computing,31MAY2016:11:54:29,0
17646,IN10032748,PENDING,NW000431,GC WAN,GC WAN,31MAY2016:13:42:23,0
17716,IN10032762,PENDING,DC000119,Other Activities,Other - Data Centre,09JUN2016:14:17:43,0
17725,IN10032764,PENDING,DC000152,Middleware,Middleware,02JUN2016:08:21:17,36
17804,IN10032782,PENDING,DC000115,Midrange,Midrange - Windows -X86,03JUN2016:08:48:12,99
17811,IN10032784,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,09JUN2016:08:31:57,35
17812,IN10032784,PENDING,ESI00011,Other Activities,Other - Service Management,09JUN2016:08:32:41,35
17872,IN10032798,PENDING,DC000119,Other Activities,Other - Data Centre,01JUN2016:09:21:00,8
17964,IN10032820,PENDING,NW000410,Conferencing Services,Conferencing - Videoconferencing,21SEP2016:11:47:09,0
17995,IN10032828,PENDING,DC000156,Midrange,Midrange - Windows -X86,14JUN2016:10:42:16,638
18104,IN10032852,PENDING,EDC00098,Other Activities,Other - Security,02JUN2016:07:57:14,2476
18105,IN10032852,PENDING,ESI00026,Other Activities,Other - Internal Services & Strategy,23JUN2016:08:00:23,2326
18106,IN10032852,PENDING,ESI00028,Other Activities,Other - Security,12JUL2016:08:12:38,106
18245,IN10032887,PENDING,ITS00306,Other Activities,Other - Security,13JUN2016:06:22:43,0
18307,IN10032901,PENDING,NW000431,GC WAN,GC WAN,03JUN2016:11:17:00,3
18323,IN10032904,PENDING,DC000133,High-performance Computing,High-performance Computing,06JUN2016:09:51:17,0
18340,IN10032908,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,03JUN2016:08:19:10,0
18438,IN10032934,PENDING,DC000115,Midrange,Midrange - Windows -X86,03JUN2016:09:11:11,14
18606,IN10032971,PENDING,EDC00021,Middleware,Middleware,03JUN2016:14:49:57,45
18611,IN10032972,PENDING,EDC00021,Middleware,Middleware,03JUN2016:15:14:05,47
18714,IN10032995,PENDING,EDC00029,Other Activities,Other - Service Management,04JUN2016:19:43:04,0
18720,IN10032996,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,04JUN2016:14:06:25,0
18920,IN10033035,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,04JUN2016:21:47:59,50
18921,IN10033035,PENDING,ESI00011,Other Activities,Other - Service Management,06JUN2016:08:27:44,48
18989,IN10033051,PENDING,NW000417,GC WAN,GC WAN,05JUN2016:15:06:21,12
19016,IN10033056,PENDING,NW000431,GC WAN,GC WAN,14NOV2016:08:08:26,0
19020,IN10033057,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,05JUN2016:21:59:02,15
19085,IN10033076,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,06JUN2016:08:02:43,0
19137,IN10033090,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,06JUN2016:11:25:10,0
19142,IN10033091,PENDING,EDC00098,Other Activities,Other - Security,30AUG2016:11:37:41,8
19217,IN10033106,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,07JUN2016:10:46:18,19
19228,IN10033108,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,06JUN2016:16:35:00,43
19261,IN10033115,PENDING,DC000152,Middleware,Middleware,06JUN2016:16:51:11,43
19308,IN10033126,PENDING,NW000412,Fixed Line,Fixed Line,07JUN2016:12:33:24,138
19388,IN10033146,PENDING,NW000432,GC WAN,GC WAN,13OCT2016:13:33:41,46
19409,IN10033151,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,07JUN2016:09:27:37,0
19438,IN10033158,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,08JUN2016:08:56:38,0
19495,IN10033171,PENDING,ITS00309,Secure Remote Access,Secure Remote Access,04NOV2016:11:10:53,0
19648,IN10033203,PENDING,NW000431,GC WAN,GC WAN,08JUN2016:07:01:29,0
19701,IN10033215,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,09JUN2016:16:30:13,87
19824,IN10033244,PENDING,ITS00327,Other Activities,Other - Security,21JUN2016:11:16:37,131
19842,IN10033248,PENDING,NW000431,GC WAN,GC WAN,09JUN2016:08:41:19,20
20115,IN10033316,PENDING,DC000115,Midrange,Midrange - Windows -X86,10JUN2016:08:49:32,5
20255,IN10033355,PENDING,DC000119,Other Activities,Other - Data Centre,10JUN2016:12:43:30,4
20310,IN10033367,PENDING,NW000431,GC WAN,GC WAN,13JUN2016:08:16:12,0
20361,IN10033378,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,03AUG2016:09:59:56,3
20384,IN10033382,PENDING,DC000115,Midrange,Midrange - Windows -X86,20JUN2016:09:07:47,5
20408,IN10033389,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,20JUL2016:08:24:21,11
20409,IN10033389,PENDING,EDC00002,Midrange,Midrange - Windows -X86,20JUL2016:08:34:56,4
20410,IN10033389,PENDING,EDC00003,Midrange,Midrange,20JUL2016:09:14:12,10
20530,IN10033419,PENDING,NW000431,GC WAN,GC WAN,13JUN2016:08:08:44,56
20588,IN10033435,PENDING,ITS00306,Other Activities,Other - Security,12JUN2016:12:28:26,0
20592,IN10033436,PENDING,ITS00306,Other Activities,Other - Security,12JUN2016:12:27:54,0
20639,IN10033447,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,12JUN2016:11:51:38,3
20644,IN10033449,PENDING,NW000431,GC WAN,GC WAN,13JUN2016:08:13:17,6
20650,IN10033450,PENDING,NW000431,GC WAN,GC WAN,13JUN2016:07:37:40,6
20695,IN10033461,PENDING,DC000115,Midrange,Midrange - Windows -X86,13JUN2016:05:44:58,3
20733,IN10033469,PENDING,DC000129,High-performance Computing,High-performance Computing,13JUN2016:07:25:49,2
20750,IN10033476,PENDING,DC000115,Midrange,Midrange - Windows -X86,13JUN2016:09:26:00,8
20788,IN10033485,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,13JUN2016:09:20:21,0
20809,IN10033490,PENDING,NW000431,GC WAN,GC WAN,13JUN2016:09:45:25,17
20863,IN10033509,PENDING,DC000132,High-performance Computing,High-performance Computing,13JUN2016:11:04:38,8
21024,IN10033544,PENDING,DC000152,Middleware,Middleware,14JUN2016:07:21:45,0
21104,IN10033563,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,14JUN2016:11:45:08,29
21118,IN10033566,PENDING,DC000119,Other Activities,Other - Data Centre,14JUN2016:11:36:04,6
21182,IN10033580,PENDING,DC000128,High-performance Computing,High-performance Computing,14JUN2016:15:06:47,0
21186,IN10033580,PENDING,DC000113,Midrange,Midrange,20JUN2016:17:10:30,73
21187,IN10033580,PENDING,DC000141,Middleware,Middleware,22JUN2016:09:29:23,61
21226,IN10033589,PENDING,NW000431,GC WAN,GC WAN,15JUN2016:06:17:26,31
21370,IN10033628,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,15JUN2016:12:11:19,148
21399,IN10033638,PENDING,NW000433,GC WAN,GC WAN,15JUN2016:15:05:40,0
21412,IN10033641,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,15JUN2016:14:52:49,9
21418,IN10033644,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,15JUN2016:15:42:19,22
21456,IN10033653,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,22JUN2016:12:09:37,278
21481,IN10033659,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,22JUN2016:12:10:04,278
21554,IN10033674,PENDING,NW000407,Intra-building Network Services,IBN - GC LAN,27JUN2016:08:52:20,0
21571,IN10033677,PENDING,DC000152,Middleware,Middleware,16JUN2016:12:01:56,17
21780,IN10033720,PENDING,NW000431,GC WAN,GC WAN,20JUN2016:08:06:13,0
21921,IN10033754,PENDING,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,29JUN2016:14:41:55,23
21947,IN10033760,PENDING,0,0,0,20JUN2016:07:48:08,0
21949,IN10033760,PENDING,ESI00011,Other Activities,Other - Service Management,29JUN2016:13:20:00,398
22056,IN10033785,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,17JUN2016:22:39:06,0
22061,IN10033786,PENDING,DC000133,High-performance Computing,High-performance Computing,17JUN2016:20:12:07,3
22108,IN10033796,PENDING,NW000417,GC WAN,GC WAN,05JUL2016:15:16:47,0
22141,IN10033805,PENDING,ITS00306,Other Activities,Other - Security,18JUN2016:20:59:54,0
22178,IN10033814,PENDING,NW000410,Conferencing Services,Conferencing - Videoconferencing,20JUN2016:14:57:55,207
22319,IN10033844,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,29JUN2016:12:20:58,0
22325,IN10033845,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,19JUN2016:23:48:14,228
22387,IN10033861,PENDING,DC000115,Midrange,Midrange - Windows -X86,20JUN2016:11:00:20,346
22476,IN10033881,PENDING,DC000119,Other Activities,Other - Data Centre,20JUN2016:13:28:17,4
22588,IN10033905,PENDING,NW000412,Fixed Line,Fixed Line,29NOV2016:12:10:23,57
22612,IN10033912,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,20JUN2016:20:27:34,6
22617,IN10033913,PENDING,NW000431,GC WAN,GC WAN,21JUN2016:06:17:08,12
22629,IN10033916,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,21JUN2016:01:02:43,12
22641,IN10033919,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,21JUN2016:07:00:06,6
22692,IN10033935,PENDING,ITS00306,Other Activities,Other - Security,21JUN2016:10:40:21,47
22743,IN10033948,PENDING,ITS00309,Secure Remote Access,Secure Remote Access,21JUN2016:11:21:45,40
22744,IN10033948,PENDING,ESI00011,Other Activities,Other - Service Management,21JUN2016:13:18:09,38
22816,IN10033963,PENDING,NW000433,GC WAN,GC WAN,21JUN2016:16:13:22,16
22863,IN10033974,PENDING,DC000132,High-performance Computing,High-performance Computing,21JUN2016:23:11:43,0
22963,IN10033994,PENDING,NW000412,Fixed Line,Fixed Line,29JUN2016:13:58:27,43
22964,IN10033994,PENDING,NW000440,Fixed Line,Fixed - PBX,29JUN2016:14:51:20,42
23064,IN10034013,PENDING,NW000453,Intra-building Network Services,IBN - GC LAN,24JUN2016:09:13:38,96
23075,IN10034015,PENDING,NW000453,Intra-building Network Services,IBN - GC LAN,24JUN2016:09:37:10,96
23087,IN10034018,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,23JUN2016:15:51:09,37
23103,IN10034021,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,23JUN2016:08:14:32,26
23104,IN10034021,PENDING,ESI00011,Other Activities,Other - Service Management,23JUN2016:08:15:55,26
23122,IN10034025,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,29JUN2016:13:25:09,0
23187,IN10034041,PENDING,NW000412,Fixed Line,Fixed Line,04JUL2016:12:02:54,54
23197,IN10034044,PENDING,0,0,0,23JUN2016:07:51:33,0
23261,IN10034058,PENDING,NW000431,GC WAN,GC WAN,24JUN2016:07:06:11,57
23380,IN10034087,PENDING,ESI00011,Other Activities,Other - Service Management,28OCT2016:15:52:03,6
23381,IN10034087,PENDING,EDC00002,Midrange,Midrange - Windows -X86,31OCT2016:09:56:00,2
23386,IN10034089,PENDING,DC000163,Other Activities,Other - Service Management,23JUN2016:16:33:54,0
23406,IN10034094,PENDING,DC000133,High-performance Computing,High-performance Computing,23JUN2016:19:33:20,17
23412,IN10034095,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,29JUN2016:08:33:50,25
23417,IN10034096,PENDING,DC000133,High-performance Computing,High-performance Computing,23JUN2016:20:57:17,52
23430,IN10034099,PENDING,NW000431,GC WAN,GC WAN,24JUN2016:07:08:58,57
23460,IN10034106,PENDING,DC000152,Middleware,Middleware,29JUN2016:10:30:21,141
23473,IN10034108,PENDING,DC000128,High-performance Computing,High-performance Computing,27JUN2016:13:57:48,11
23483,IN10034110,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:07:10:39,57
23540,IN10034122,PENDING,DC000156,Midrange,Midrange - Windows -X86,19AUG2016:10:23:00,233
23609,IN10034135,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:14:14:27,3
23613,IN10034136,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:14:13:54,3
23617,IN10034137,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:14:13:23,3
23621,IN10034138,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:14:12:07,3
23626,IN10034139,PENDING,NW000433,GC WAN,GC WAN,24JUN2016:14:11:40,5
23630,IN10034140,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:14:11:04,3
23639,IN10034142,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:12:23:25,5
23647,IN10034143,PENDING,NW000452,Intra-building Network Services,IBN - GC LAN,11JUL2016:10:01:44,854
23680,IN10034151,PENDING,ESI00011,Other Activities,Other - Service Management,29JUN2016:13:16:17,1015
23681,IN10034151,PENDING,EDC00030,Other Activities,Other - Service Management,13SEP2016:09:31:02,498
23682,IN10034151,PENDING,NW000441,GC WAN,GC WAN,16SEP2016:00:41:43,377
23688,IN10034152,PENDING,NW000433,GC WAN,GC WAN,24JUN2016:14:50:50,5
23701,IN10034155,PENDING,NW000412,Fixed Line,Fixed Line,24JUN2016:14:39:30,6
23726,IN10034161,PENDING,NW000433,GC WAN,GC WAN,24JUN2016:16:42:25,3
23730,IN10034162,PENDING,DC000128,High-performance Computing,High-performance Computing,24JUN2016:16:26:49,0
23768,IN10034169,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,24JUN2016:22:51:10,0
23769,IN10034169,PENDING,ESI00011,Other Activities,Other - Service Management,27JUN2016:09:36:14,30
23867,IN10034191,PENDING,NW000417,GC WAN,GC WAN,25JUN2016:09:24:12,0
23937,IN10034206,PENDING,DC000133,High-performance Computing,High-performance Computing,27JUN2016:14:05:24,0
24282,IN10034280,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,17OCT2016:11:11:29,3
24310,IN10034286,PENDING,DC000117,Storage,Storage,27JUN2016:12:41:26,0
24329,IN10034290,PENDING,DC000128,High-performance Computing,High-performance Computing,26JUN2016:07:16:15,150
24330,IN10034290,PENDING,DC000113,Midrange,Midrange,27JUN2016:09:06:42,147
24331,IN10034290,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,27JUN2016:09:13:27,147
24422,IN10034308,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,27JUN2016:16:24:22,19
24423,IN10034308,PENDING,NW000417,GC WAN,GC WAN,28JUN2016:11:11:41,15
24518,IN10034327,PENDING,DC000128,High-performance Computing,High-performance Computing,27JUN2016:13:47:13,22
24543,IN10034332,PENDING,NW000431,GC WAN,GC WAN,29JUN2016:08:36:23,31
24544,IN10034332,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,04JUL2016:10:22:16,9
24545,IN10034332,PENDING,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,04JUL2016:11:09:30,0
24557,IN10034334,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,29JUN2016:13:37:55,6
24558,IN10034334,PENDING,ESI00011,Other Activities,Other - Service Management,29JUN2016:13:38:40,6
24584,IN10034338,PENDING,DC000133,High-performance Computing,High-performance Computing,27JUN2016:16:35:15,23
24590,IN10034339,PENDING,DC000163,Other Activities,Other - Service Management,27JUN2016:18:33:09,15
24595,IN10034340,PENDING,DC000163,Other Activities,Other - Service Management,27JUN2016:18:22:24,27
24596,IN10034340,PENDING,NW000417,GC WAN,GC WAN,27JUN2016:23:02:00,0
24606,IN10034342,PENDING,NW000431,GC WAN,GC WAN,29JUN2016:07:54:34,26
24611,IN10034343,PENDING,NW000431,GC WAN,GC WAN,28JUN2016:06:20:24,0
24633,IN10034348,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,27JUN2016:22:10:26,0
24682,IN10034359,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,28JUN2016:04:24:32,2
24721,IN10034369,PENDING,NW000412,Fixed Line,Fixed Line,28JUN2016:11:17:27,19
24884,IN10034413,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,29JUN2016:05:18:51,3
24923,IN10034431,PENDING,NW000431,GC WAN,GC WAN,29JUN2016:08:51:18,218
24986,IN10034446,PENDING,DC000104,Data Centre Facilities Management,Data Centre Facilities Management,29JUN2016:13:07:58,210
24989,IN10034446,PENDING,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,30JUN2016:10:15:51,203
25066,IN10034463,PENDING,DC000119,Other Activities,Other - Data Centre,29JUN2016:13:22:57,4
25181,IN10034487,PENDING,NW000431,GC WAN,GC WAN,30JUN2016:07:15:04,33
25202,IN10034492,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,29JUN2016:23:49:29,0
25243,IN10034503,PENDING,DC000133,High-performance Computing,High-performance Computing,30JUN2016:06:00:59,43
25368,IN10034537,PENDING,ITS00306,Other Activities,Other - Security,30JUN2016:13:27:52,7
25369,IN10034537,PENDING,ITS00308,Other Activities,Other - Security,04JUL2016:09:35:37,910
25387,IN10034541,PENDING,ITS00306,Other Activities,Other - Security,30JUN2016:13:57:47,5
25496,IN10034562,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,04JUL2016:08:45:34,23
25497,IN10034562,PENDING,ESI00011,Other Activities,Other - Service Management,04JUL2016:08:46:08,22
25502,IN10034563,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,04JUL2016:08:47:45,22
25503,IN10034563,PENDING,ESI00011,Other Activities,Other - Service Management,04JUL2016:08:49:33,22
25526,IN10034568,PENDING,DC000141,Middleware,Middleware,06JUL2016:12:47:24,0
25543,IN10034571,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,05JUL2016:15:24:18,449
25821,IN10034637,PENDING,DC000115,Midrange,Midrange - Windows -X86,04JUL2016:02:51:20,11
26062,IN10034691,PENDING,ESI00011,Other Activities,Other - Service Management,09JUL2016:07:39:00,356
26063,IN10034691,PENDING,ENT00042,Intra-building Network Services,IBN - Data Centre Network,01AUG2016:11:25:26,2
26139,IN10034711,PENDING,0,0,0,05JUL2016:10:00:01,0
26244,IN10034735,PENDING,ESI00011,Other Activities,Other - Service Management,07JUL2016:16:05:50,9
26319,IN10034756,PENDING,DC000175,Other Activities,Other - Data Centre,07JUL2016:13:55:22,257
26462,IN10034793,PENDING,DC000132,High-performance Computing,High-performance Computing,06JUL2016:13:19:36,17
26628,IN10034846,PENDING,0,0,0,06JUL2016:15:21:30,0
26661,IN10034856,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,06JUL2016:16:43:07,435
26669,IN10034858,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,06JUL2016:16:59:08,0
26678,IN10034860,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,07JUL2016:09:56:56,23
26724,IN10034871,PENDING,DC000128,High-performance Computing,High-performance Computing,07JUL2016:01:51:23,7
26812,IN10034891,PENDING,NW000431,GC WAN,GC WAN,07JUL2016:13:06:09,14
26852,IN10034898,PENDING,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,10AUG2016:08:48:53,21
26885,IN10034904,PENDING,DC000113,Midrange,Midrange,13JUL2016:14:35:32,0
26910,IN10034913,PENDING,DC000128,High-performance Computing,High-performance Computing,07JUL2016:18:16:19,0
26950,IN10034921,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,14JUL2016:14:48:56,27
26960,IN10034923,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,08JUL2016:10:20:33,0
26999,IN10034933,PENDING,DC000133,High-performance Computing,High-performance Computing,08JUL2016:09:00:46,49
27022,IN10034940,PENDING,0,0,0,08JUL2016:09:33:08,0
27046,IN10034945,PENDING,DC000119,Other Activities,Other - Data Centre,08JUL2016:10:47:10,7
27054,IN10034950,PENDING,DC000119,Other Activities,Other - Data Centre,08JUL2016:11:14:47,6
27073,IN10034954,PENDING,NW000410,Conferencing Services,Conferencing - Videoconferencing,13JUL2016:12:13:02,0
27110,IN10034963,PENDING,DC000176,Storage,Storage,19AUG2016:10:21:00,473
