,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
141202,IN10061863,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,25OCT2017:14:25:34,5
141211,IN10061864,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,19SEP2018:09:12:18,0
141278,IN10061882,SLAHOLD,ESI00011,Other Activities,Other - Service Management,22AUG2017:09:50:28,12
141322,IN10061891,SLAHOLD,NW000429,Email,Email,16AUG2017:15:35:53,36
141392,IN10061905,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,27SEP2017:15:07:36,6
141490,IN10061931,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,16AUG2017:10:45:24,28
141503,IN10061938,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,16AUG2017:09:40:43,0
141515,IN10061940,SLAHOLD,NW000412,Fixed Line,Fixed Line,07SEP2017:11:44:34,0
141557,IN10061949,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,21AUG2017:09:25:17,3
141602,IN10061959,SLAHOLD,EU000202,Distributed Print,Distributed Print,23AUG2017:11:26:23,21
141622,IN10061964,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,13SEP2017:19:16:26,634
141623,IN10061964,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,19SEP2017:19:34:36,590
141689,IN10061980,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,26SEP2017:07:36:37,463
141763,IN10061996,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,23AUG2017:10:46:08,1
141790,IN10062002,SLAHOLD,NW000425,GC WAN,GC WAN,23AUG2017:11:29:13,0
142245,IN10062110,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,21AUG2017:09:19:20,0
142274,IN10062116,SLAHOLD,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,17AUG2017:14:54:13,5
142604,IN10062190,SLAHOLD,NW000419,Satellite,Satellite,27OCT2017:15:30:45,0
142626,IN10062194,SLAHOLD,EDC00098,Other Activities,Other - Security,18AUG2017:15:17:39,38
142787,IN10062230,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,18AUG2017:20:51:06,119
142961,IN10062271,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,21AUG2017:15:52:53,262
143056,IN10062295,SLAHOLD,DC000209,Midrange,Midrange,20AUG2017:20:20:56,4
143067,IN10062297,SLAHOLD,DC000209,Midrange,Midrange,20AUG2017:20:20:04,4
143175,IN10062324,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,19SEP2018:08:38:31,0
143181,IN10062325,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,19SEP2018:08:37:24,0
143221,IN10062334,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,21AUG2017:11:24:34,33
143302,IN10062351,SLAHOLD,DC000147,Mainframe,Mainframe,29AUG2017:13:04:18,77
143313,IN10062353,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,29AUG2017:10:51:16,57
143374,IN10062363,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,13JUL2018:10:12:51,263
143495,IN10062391,SLAHOLD,NW000448,Intra-building Network Services,IBN - GC LAN,29AUG2017:14:14:37,233
143496,IN10062391,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,05SEP2017:10:39:38,197
143645,IN10062419,SLAHOLD,NW000412,Fixed Line,Fixed Line,20SEP2017:13:36:42,51
143658,IN10062421,SLAHOLD,NW000417,GC WAN,GC WAN,25AUG2017:13:30:26,102
143681,IN10062427,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,01NOV2017:16:17:58,0
143778,IN10062448,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,23AUG2017:09:31:41,28
144158,IN10062531,SLAHOLD,NW000417,GC WAN,GC WAN,11SEP2017:09:26:01,0
144163,IN10062532,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,23AUG2017:13:49:59,16
144168,IN10062533,SLAHOLD,DC000120,Midrange,Midrange - Windows -X86,06SEP2017:11:14:42,93
144245,IN10062551,SLAHOLD,NW000410,Conferencing Services,Conferencing - Videoconferencing,23AUG2017:15:32:40,330
144278,IN10062559,SLAHOLD,DC000200,Midrange,Midrange - Windows -X86,23AUG2017:13:45:11,0
144282,IN10062559,SLAHOLD,DC000206,Midrange,Midrange,08SEP2017:10:27:43,243
144294,IN10062561,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,29SEP2017:16:37:58,0
144306,IN10062564,SLAHOLD,NW000412,Fixed Line,Fixed Line,30AUG2017:14:55:26,76
144519,IN10062618,SLAHOLD,NW000417,GC WAN,GC WAN,11SEP2017:11:06:15,310
144599,IN10062635,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,24AUG2017:14:23:40,0
144657,IN10062650,SLAHOLD,NW000431,GC WAN,GC WAN,01SEP2017:14:08:20,114
144675,IN10062655,SLAHOLD,NW000463,GC WAN,GC WAN,25AUG2017:10:15:40,27
144978,IN10062716,SLAHOLD,NW000417,GC WAN,GC WAN,25AUG2017:15:54:14,6
145116,IN10062746,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,26AUG2017:09:45:35,2
145183,IN10062761,SLAHOLD,DC000152,Middleware,Middleware,26AUG2017:21:54:50,5
145379,IN10062814,SLAHOLD,NW000459,GC WAN,GC WAN,06SEP2017:14:37:16,0
145388,IN10062815,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,19DEC2017:08:15:05,0
145411,IN10062822,SLAHOLD,NW000459,GC WAN,GC WAN,06SEP2017:09:26:08,0
145511,IN10062845,SLAHOLD,ESI00011,Other Activities,Other - Service Management,29AUG2017:07:38:05,0
145594,IN10062862,SLAHOLD,NW000463,GC WAN,GC WAN,29AUG2017:12:36:31,34
145595,IN10062862,SLAHOLD,ESI00028,Other Activities,Other - Security,31AUG2017:09:54:07,1
145674,IN10062882,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,29AUG2017:07:25:46,0
145755,IN10062901,SLAHOLD,EU000203,Storage,Storage - File,07SEP2017:13:48:04,13
145819,IN10062913,SLAHOLD,EDC00029,Other Activities,Other - Service Management,29AUG2017:18:15:06,147
145820,IN10062913,SLAHOLD,EDC00031,Other Activities,Other - Service Management,03SEP2017:07:21:45,117
145822,IN10062913,SLAHOLD,NW000425,GC WAN,GC WAN,19SEP2017:12:01:17,12
145999,IN10062952,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,18SEP2017:10:25:33,59
146000,IN10062952,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,20SEP2017:11:14:24,38
146253,IN10063005,SLAHOLD,NW000452,Intra-building Network Services,IBN - GC LAN,01SEP2017:11:15:16,592
146254,IN10063005,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,15SEP2017:12:14:47,72
146278,IN10063009,SLAHOLD,NW000417,GC WAN,GC WAN,06SEP2017:11:20:12,0
146355,IN10063027,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30AUG2017:10:42:26,1
146473,IN10063051,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,30AUG2017:15:37:44,20
146474,IN10063051,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,01SEP2017:10:06:19,0
146509,IN10063058,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,31AUG2017:14:26:01,215
146524,IN10063060,SLAHOLD,ESI00011,Other Activities,Other - Service Management,30AUG2017:15:48:59,10
146593,IN10063077,SLAHOLD,NW000412,Fixed Line,Fixed Line,20SEP2017:11:53:21,165
146632,IN10063083,SLAHOLD,ITS00342,Firewall,Firewall,28FEB2018:13:47:54,23
146633,IN10063083,SLAHOLD,ESI00011,Other Activities,Other - Service Management,28FEB2018:13:48:33,0
146788,IN10063117,SLAHOLD,NW000417,GC WAN,GC WAN,31AUG2017:08:50:27,0
146789,IN10063117,SLAHOLD,ITS00322,Directory Services,Directory Services,31AUG2017:09:09:48,0
146820,IN10063124,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,08SEP2017:09:47:08,5
146996,IN10063159,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,21MAR2018:10:58:11,2551
146997,IN10063159,SLAHOLD,NW000481,Intra-building Network Services,Intra-building Network Services,14JAN2019:10:47:16,13
147039,IN10063168,SLAHOLD,EDC00002,Midrange,Midrange - Windows -X86,31AUG2017:14:50:22,7
147262,IN10063228,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,01SEP2017:08:37:52,12
147287,IN10063234,SLAHOLD,EDC00054,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,11SEP2017:11:23:52,0
147553,IN10063294,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,01SEP2017:16:17:58,70
147598,IN10063306,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,05SEP2017:12:12:22,0
147771,IN10063348,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,05SEP2017:10:53:34,0
148393,IN10063490,SLAHOLD,NW000471,Conferencing Services,Conferencing - Videoconferencing,07SEP2017:08:41:14,55
148630,IN10063541,SLAHOLD,NW000414,Contact Centre,Contact Centre,26OCT2017:12:29:10,81
148720,IN10063560,SLAHOLD,EDC00010,Directory Services,Directory Services,07SEP2017:16:13:56,142
148736,IN10063565,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,06SEP2017:21:09:24,1
148800,IN10063579,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,25APR2018:15:57:03,0
148813,IN10063581,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,06SEP2017:22:12:23,0
148938,IN10063614,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,07SEP2017:02:03:34,9
148945,IN10063615,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,07SEP2017:01:47:36,23
148970,IN10063619,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,07SEP2017:02:04:14,50
149119,IN10063653,SLAHOLD,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,11SEP2017:14:28:39,4
149318,IN10063696,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,07SEP2017:12:57:05,0
149538,IN10063741,SLAHOLD,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,21SEP2017:10:31:59,27
149548,IN10063744,SLAHOLD,NW000417,GC WAN,GC WAN,13SEP2017:07:49:50,789
149568,IN10063748,SLAHOLD,SM000501,Other Activities,Other - Service Management,21SEP2017:07:08:41,272
149793,IN10063797,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,16OCT2017:10:04:34,165
149973,IN10063838,SLAHOLD,NW000427,Email,Email,15SEP2017:13:17:11,155
150003,IN10063843,SLAHOLD,DC000119,Other Activities,Other - Data Centre,11SEP2017:10:44:31,13
150296,IN10063922,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,11SEP2017:07:49:42,0
150368,IN10063941,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,11SEP2017:11:39:14,7
150437,IN10063956,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,14SEP2017:09:32:36,39
150452,IN10063959,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,18SEP2017:12:13:53,0
150577,IN10063985,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,11SEP2017:15:59:49,3
150629,IN10063996,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,11SEP2017:15:47:25,125
150640,IN10063998,SLAHOLD,NW000417,GC WAN,GC WAN,11SEP2017:13:16:52,30
150650,IN10064000,SLAHOLD,NW000412,Fixed Line,Fixed Line,11SEP2017:14:00:33,3
150699,IN10064013,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,13SEP2017:13:59:29,276
150706,IN10064014,SLAHOLD,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,13SEP2017:13:59:02,279
150869,IN10064052,SLAHOLD,NW000408,Fixed Line,Fixed - VoIP,21SEP2017:15:04:43,0
150946,IN10064068,SLAHOLD,ITS00332,Secure Remote Access,Secure Remote Access,12SEP2017:13:23:16,8
151129,IN10064112,SLAHOLD,DC000209,Midrange,Midrange,14SEP2017:09:24:59,51
151258,IN10064139,SLAHOLD,NW000431,GC WAN,GC WAN,22SEP2017:11:38:01,28
151259,IN10064139,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,25SEP2017:10:47:00,19
151280,IN10064143,SLAHOLD,NW000471,Conferencing Services,Conferencing - Videoconferencing,13SEP2017:11:29:10,70
151363,IN10064158,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,13SEP2017:12:22:20,12
151364,IN10064158,SLAHOLD,DC000129,High-performance Computing,High-performance Computing,13SEP2017:12:58:43,11
151439,IN10064172,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,19SEP2017:13:30:03,111
151585,IN10064201,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,14SEP2017:06:42:12,4
151600,IN10064205,SLAHOLD,NW000431,GC WAN,GC WAN,14SEP2017:11:40:34,39
151601,IN10064205,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,20SEP2017:11:17:50,0
151614,IN10064208,SLAHOLD,NW000431,GC WAN,GC WAN,14SEP2017:11:38:33,39
151615,IN10064208,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,20SEP2017:11:20:57,0
151670,IN10064222,SLAHOLD,NW000440,Fixed Line,Fixed - PBX,15JAN2018:14:56:39,34
151748,IN10064240,SLAHOLD,EU000202,Distributed Print,Distributed Print,29SEP2017:15:32:59,97
151828,IN10064254,SLAHOLD,ITS00306,Other Activities,Other - Security,16SEP2017:06:35:53,58
151877,IN10064265,SLAHOLD,DC000120,Midrange,Midrange - Windows -X86,15SEP2017:09:50:45,17
152116,IN10064311,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,30OCT2017:17:01:18,250
152144,IN10064317,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,18SEP2017:10:12:07,268
152222,IN10064335,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,27SEP2017:08:26:35,12
152223,IN10064335,SLAHOLD,SM000512,Other Activities,Other - Service Management,28SEP2017:09:28:42,1
152238,IN10064337,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,30SEP2017:13:46:39,161
152326,IN10064361,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,15SEP2017:14:04:35,0
152825,IN10064500,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,17SEP2017:21:29:02,19
152857,IN10064507,SLAHOLD,DC000141,Middleware,Middleware,20SEP2017:14:41:24,0
152992,IN10064543,SLAHOLD,ENT00005,Mobile Devices,Mobile - Voice & Data,18SEP2017:13:49:24,173
152993,IN10064543,SLAHOLD,ESI00011,Other Activities,Other - Service Management,18SEP2017:15:12:43,2
152995,IN10064543,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),20SEP2017:11:39:40,155
153113,IN10064573,SLAHOLD,DC000119,Other Activities,Other - Data Centre,22SEP2017:16:33:53,54
153280,IN10064614,SLAHOLD,NW000408,Fixed Line,Fixed - VoIP,20SEP2017:11:09:28,0
153281,IN10064614,SLAHOLD,ESI00011,Other Activities,Other - Service Management,20SEP2017:11:11:32,0
153738,IN10064710,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,21SEP2017:12:28:38,364
153739,IN10064710,SLAHOLD,NW000412,Fixed Line,Fixed Line,21SEP2017:14:28:20,360
153795,IN10064722,SLAHOLD,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,20SEP2017:17:30:36,20
153922,IN10064751,SLAHOLD,NW000425,GC WAN,GC WAN,21SEP2017:13:43:08,36
153958,IN10064758,SLAHOLD,DC000141,Middleware,Middleware,20SEP2017:15:15:10,0
153977,IN10064761,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,30JAN2018:11:56:20,141
153978,IN10064761,SLAHOLD,ESI00011,Other Activities,Other - Service Management,19FEB2018:13:50:13,0
154312,IN10064836,SLAHOLD,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),02OCT2017:16:19:09,154
154313,IN10064836,SLAHOLD,ESI00011,Other Activities,Other - Service Management,05OCT2017:12:34:47,6
154355,IN10064845,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,22SEP2017:11:51:06,35
154572,IN10064895,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,22SEP2017:10:15:01,0
154590,IN10064898,SLAHOLD,NW000431,GC WAN,GC WAN,22SEP2017:11:35:53,205
154711,IN10064928,SLAHOLD,NW000433,GC WAN,GC WAN,22SEP2017:08:44:32,3
154717,IN10064929,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,22SEP2017:08:45:23,3
154723,IN10064930,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,22SEP2017:08:43:40,3
154784,IN10064943,SLAHOLD,NW000446,Intra-building Network Services,IBN - GC LAN,26SEP2017:11:02:36,0
154789,IN10064944,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,25SEP2017:08:55:58,505
154835,IN10064953,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,22SEP2017:16:45:30,150
154836,IN10064953,SLAHOLD,ESI00011,Other Activities,Other - Service Management,26SEP2017:10:32:32,137
154837,IN10064953,SLAHOLD,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,26SEP2017:10:44:13,137
154863,IN10064958,SLAHOLD,NW000459,GC WAN,GC WAN,25OCT2017:08:13:37,673
154909,IN10064970,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,30NOV2017:10:32:15,269
155050,IN10065002,SLAHOLD,DC000128,High-performance Computing,High-performance Computing,22SEP2017:22:01:49,45
155056,IN10065003,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,22SEP2017:19:48:23,8
155072,IN10065006,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,25SEP2017:10:52:19,577
155073,IN10065006,SLAHOLD,SM000520,Other Activities,Other - Service Management,26SEP2017:09:44:53,568
155074,IN10065006,SLAHOLD,ESI00011,Other Activities,Other - Service Management,27SEP2017:07:28:54,273
155075,IN10065006,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,27SEP2017:07:34:09,274
155076,IN10065006,SLAHOLD,DC000198,Midrange,Midrange - Windows -X86,17OCT2017:14:16:30,0
155090,IN10065008,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,25SEP2017:07:41:22,2
155095,IN10065009,SLAHOLD,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,22SEP2017:21:11:49,2
155167,IN10065025,SLAHOLD,DC000119,Other Activities,Other - Data Centre,25SEP2017:11:09:21,50
155385,IN10065080,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,25SEP2017:02:07:16,12
155615,IN10065135,SLAHOLD,DC000163,Other Activities,Other - Service Management,25SEP2017:13:48:29,30
155616,IN10065135,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,26SEP2017:14:54:22,31
155706,IN10065159,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,27FEB2018:15:35:08,621
156151,IN10065262,SLAHOLD,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,28SEP2017:09:32:48,174
156242,IN10065286,SLAHOLD,ESI00011,Other Activities,Other - Service Management,28FEB2018:13:48:58,107
156243,IN10065286,SLAHOLD,NW000407,Intra-building Network Services,IBN - GC LAN,28FEB2018:14:52:00,0
156583,IN10065361,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,27SEP2017:15:31:59,28
156713,IN10065390,SLAHOLD,ESI00011,Other Activities,Other - Service Management,27OCT2017:17:06:07,25
156714,IN10065390,SLAHOLD,SM000542,Other Activities,Other - Service Management,28OCT2017:07:06:07,0
156737,IN10065395,SLAHOLD,ITS00306,Other Activities,Other - Security,08NOV2017:08:30:53,36
156738,IN10065395,SLAHOLD,DC000108,Data Centre Facilities Management,Data Centre Facilities Management,10NOV2017:15:34:37,9
156878,IN10065424,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,28SEP2017:10:29:04,2
157181,IN10065497,SLAHOLD,DC000115,Midrange,Midrange - Windows -X86,28SEP2017:15:56:01,5
157410,IN10065547,SLAHOLD,NW000405,Intra-building Network Services,IBN - GC LAN,29SEP2017:07:24:03,0
157416,IN10065548,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,05OCT2017:15:10:15,171
157429,IN10065552,SLAHOLD,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,05OCT2017:19:21:08,32
157430,IN10065552,SLAHOLD,ESI00011,Other Activities,Other - Service Management,12OCT2017:09:07:42,0
157458,IN10065558,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,28SEP2017:19:03:49,3
157484,IN10065564,SLAHOLD,NW000464,Email,Email,04OCT2017:09:25:59,60
157485,IN10065564,SLAHOLD,ESI00011,Other Activities,Other - Service Management,13OCT2017:08:37:22,1
157515,IN10065569,SLAHOLD,NW000423,GC WAN,GC WAN International,31OCT2017:12:02:12,3
157531,IN10065572,SLAHOLD,NW000472,Conferencing Services,Conferencing - Videoconferencing,19OCT2017:08:58:08,0
157827,IN10065641,SLAHOLD,EDC00001,Midrange,Midrange - Storage and Virtualization,04OCT2017:08:02:10,136
158121,IN10065708,SLAHOLD,DC000133,High-performance Computing,High-performance Computing,30SEP2017:06:56:17,2
158220,IN10065727,SLAHOLD,DC000209,Midrange,Midrange,02OCT2017:14:28:08,55
158307,IN10065745,SLAHOLD,NW000412,Fixed Line,Fixed Line,02OCT2017:08:33:04,1
158332,IN10065750,SLAHOLD,NW000412,Fixed Line,Fixed Line,02OCT2017:07:52:41,0
158404,IN10065769,SLAHOLD,DC000152,Middleware,Middleware,02OCT2017:07:21:15,0
158456,IN10065780,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,02OCT2017:09:00:14,18
158679,IN10065833,SLAHOLD,ESI00028,Other Activities,Other - Security,02OCT2017:18:22:05,6
158858,IN10065866,SLAHOLD,ITS00326,Other Activities,Other - Security,31OCT2017:16:36:11,170
158867,IN10065867,SLAHOLD,NW000473,Conferencing Services,Conferencing - Videoconferencing,03OCT2017:07:37:28,0
158882,IN10065869,SLAHOLD,NW000417,GC WAN,GC WAN,05OCT2017:10:00:46,0
158888,IN10065870,SLAHOLD,NW000403,Intra-building Network Services,IBN - GC LAN,12OCT2017:07:35:22,363
158980,IN10065893,SLAHOLD,ESI00011,Other Activities,Other - Service Management,05OCT2017:01:21:00,107
158981,IN10065893,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,05OCT2017:18:14:13,97
159010,IN10065902,SLAHOLD,ESI00026,Other Activities,Other - Internal Services & Strategy,04OCT2017:11:14:05,13
159026,IN10065904,SLAHOLD,ESI00011,Other Activities,Other - Service Management,05OCT2017:16:16:11,166
159027,IN10065904,SLAHOLD,EDC00029,Other Activities,Other - Service Management,05OCT2017:18:35:16,166
159028,IN10065904,SLAHOLD,NW000461,GC WAN,GC WAN,05OCT2017:18:44:26,166
159072,IN10065914,SLAHOLD,DC000156,Midrange,Midrange - Windows -X86,03NOV2017:10:07:07,0
159103,IN10065923,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,30OCT2017:10:07:07,11
159199,IN10065944,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,03OCT2017:16:23:27,0
159221,IN10065949,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,03OCT2017:17:02:14,15
159276,IN10065960,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,03OCT2017:20:57:52,11
159277,IN10065960,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,04OCT2017:09:05:18,9
159346,IN10065977,SLAHOLD,NW000427,Email,Email,05OCT2017:08:48:46,188
159352,IN10065978,SLAHOLD,NW000414,Contact Centre,Contact Centre,04OCT2017:07:27:21,6
159480,IN10066007,SLAHOLD,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,11OCT2017:10:02:08,68
159499,IN10066012,SLAHOLD,NW000463,GC WAN,GC WAN,16OCT2017:13:00:44,145
159657,IN10066052,SLAHOLD,ESI00011,Other Activities,Other - Service Management,05OCT2017:11:01:26,7
159873,IN10066108,SLAHOLD,DC000152,Middleware,Middleware,04OCT2017:20:27:16,8
159899,IN10066113,SLAHOLD,DC000152,Middleware,Middleware,04OCT2017:20:43:16,8
159904,IN10066114,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,05OCT2017:01:13:42,9
159933,IN10066120,SLAHOLD,EDC00021,Middleware,Middleware,10OCT2017:09:27:49,19
160002,IN10066133,SLAHOLD,DC000119,Other Activities,Other - Data Centre,10OCT2017:13:45:19,9
160125,IN10066158,SLAHOLD,DC000152,Middleware,Middleware,05OCT2017:08:47:01,0
160353,IN10066212,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,05OCT2017:18:23:48,0
160451,IN10066235,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,05OCT2017:20:00:47,87
160621,IN10066273,SLAHOLD,DC000127,High-performance Computing,HPC -Big Data Exchange,23NOV2017:09:19:41,383
160660,IN10066283,SLAHOLD,ESI00011,Other Activities,Other - Service Management,20OCT2017:09:44:54,43
160720,IN10066297,SLAHOLD,NW000427,Email,Email,09NOV2017:16:49:37,16
160816,IN10066319,SLAHOLD,DC000135,Storage,Storage,16OCT2017:13:18:15,199
160841,IN10066326,SLAHOLD,ITS00326,Other Activities,Other - Security,16OCT2017:14:09:33,30
160938,IN10066345,SLAHOLD,NW000417,GC WAN,GC WAN,16OCT2017:13:20:06,465
160947,IN10066347,SLAHOLD,NW000417,GC WAN,GC WAN,16OCT2017:13:16:54,465
161038,IN10066369,SLAHOLD,DC000130,High-performance Computing,HPC - Interaction & Visualization,07OCT2017:16:20:29,5
161061,IN10066375,SLAHOLD,DC000188,Midrange,Midrange,11OCT2017:12:59:21,0
161067,IN10066376,SLAHOLD,DC000188,Midrange,Midrange,11OCT2017:13:00:41,0
161095,IN10066381,SLAHOLD,NW000417,GC WAN,GC WAN,08OCT2017:01:12:24,0
161101,IN10066382,SLAHOLD,DC000203,Midrange,Midrange - Windows -X86,08OCT2017:13:43:41,2
161154,IN10066391,SLAHOLD,NW000431,GC WAN,GC WAN,23OCT2017:14:27:52,18
161495,IN10066476,SLAHOLD,DC000202,Midrange,Midrange - Windows -X86,11OCT2017:09:40:37,4
161717,IN10066528,SLAHOLD,NW000445,Intra-building Network Services,IBN - GC LAN,27OCT2017:08:29:15,0
161895,IN10066565,SLAHOLD,NW000417,GC WAN,GC WAN,25MAY2018:10:12:41,1170
161961,IN10066584,SLAHOLD,NW000431,GC WAN,GC WAN,23OCT2017:16:01:03,59
161997,IN10066592,SLAHOLD,DC000132,High-performance Computing,High-performance Computing,11OCT2017:10:25:16,26
162142,IN10066627,SLAHOLD,ESI00011,Other Activities,Other - Service Management,28FEB2018:13:49:37,11
162143,IN10066627,SLAHOLD,NW000446,Intra-building Network Services,IBN - GC LAN,28FEB2018:14:08:55,0
162170,IN10066631,SLAHOLD,ITS00322,Directory Services,Directory Services,27OCT2017:15:34:35,67
