,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
91260,IN10050082,AWAITCUS,ESI00011,Other Activities,Other - Service Management,16MAR2017:09:59:50,24
91261,IN10050082,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,20MAR2017:10:36:59,0
91298,IN10050089,AWAITCUS,ITS00306,Other Activities,Other - Security,09MAR2017:14:16:55,22
91299,IN10050089,AWAITCUS,DC000113,Midrange,Midrange,09MAR2017:16:06:54,20
91313,IN10050092,AWAITCUS,ESI00011,Other Activities,Other - Service Management,10MAR2017:09:49:51,32
91342,IN10050098,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,16MAR2017:13:01:34,0
91348,IN10050099,AWAITCUS,ITS00306,Other Activities,Other - Security,17MAR2017:15:22:44,30
91377,IN10050104,AWAITCUS,ESI00011,Other Activities,Other - Service Management,05APR2017:10:24:41,191
91412,IN10050111,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,10MAR2017:07:49:51,62
91418,IN10050113,AWAITCUS,NW000412,Fixed Line,Fixed Line,10MAR2017:10:32:00,1
91472,IN10050124,AWAITCUS,DC000113,Midrange,Midrange,04MAY2017:10:21:52,321
91473,IN10050124,AWAITCUS,ESI00011,Other Activities,Other - Service Management,10MAY2017:09:27:28,140
91474,IN10050124,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,10MAY2017:11:50:20,0
91548,IN10050140,AWAITCUS,NW000417,GC WAN,GC WAN,10MAR2017:10:29:59,4
91555,IN10050141,AWAITCUS,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,10MAR2017:15:52:06,7
91603,IN10050151,AWAITCUS,NW000417,GC WAN,GC WAN,04APR2017:13:27:30,37
91609,IN10050152,AWAITCUS,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,10MAR2017:12:48:07,3
91631,IN10050156,AWAITCUS,DC000119,Other Activities,Other - Data Centre,15MAR2017:05:57:56,113
91655,IN10050161,AWAITCUS,ESI00011,Other Activities,Other - Service Management,17MAR2017:11:00:02,9
91675,IN10050177,AWAITCUS,ESI00028,Other Activities,Other - Security,13MAR2017:13:16:13,98
91721,IN10050186,AWAITCUS,NW000417,GC WAN,GC WAN,30MAR2017:10:39:28,360
91722,IN10050186,AWAITCUS,EDC00099,Other Activities,Other - Project Management & Delivery,10APR2017:11:20:53,289
91723,IN10050186,AWAITCUS,NDS00033,Other Activities,Other - Security,19APR2017:12:56:14,237
91782,IN10050204,AWAITCUS,NW000417,GC WAN,GC WAN,13MAR2017:10:19:21,167
91825,IN10050216,AWAITCUS,ITS00322,Directory Services,Directory Services,13MAR2017:08:49:03,16
91831,IN10050217,AWAITCUS,ITS00322,Directory Services,Directory Services,11MAR2017:09:15:27,0
91920,IN10050239,AWAITCUS,NW000431,GC WAN,GC WAN,13MAR2017:12:10:25,0
92096,IN10050294,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,13MAR2017:13:41:32,2
92190,IN10050316,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,13MAR2017:15:45:18,24
92191,IN10050316,AWAITCUS,NW000429,Email,Email,13MAR2017:19:18:37,20
92271,IN10050335,AWAITCUS,NW000427,Email,Email,15MAR2017:11:33:42,0
92280,IN10050337,AWAITCUS,NW000472,Conferencing Services,Conferencing - Videoconferencing,14MAR2017:08:15:50,0
92302,IN10050342,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,18MAR2017:12:02:08,50
92337,IN10050349,AWAITCUS,EDC00003,Midrange,Midrange,14MAR2017:08:55:06,0
92479,IN10050383,AWAITCUS,NW000431,GC WAN,GC WAN,14MAR2017:10:40:56,11
92507,IN10050388,AWAITCUS,NW000417,GC WAN,GC WAN,15JUN2017:08:49:04,124
92524,IN10050392,AWAITCUS,DC000129,High-performance Computing,High-performance Computing,20MAR2017:11:34:08,30
92665,IN10050424,AWAITCUS,DC000113,Midrange,Midrange,20MAR2017:16:46:44,2
92683,IN10050428,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,15MAR2017:07:45:11,229
92699,IN10050431,AWAITCUS,NW000412,Fixed Line,Fixed Line,22MAR2017:11:30:34,304
92700,IN10050431,AWAITCUS,NW000440,Fixed Line,Fixed - PBX,24MAR2017:16:52:09,279
92716,IN10050434,AWAITCUS,EDC00009,Midrange,Midrange,15MAR2017:13:47:45,410
92736,IN10050438,AWAITCUS,NW000431,GC WAN,GC WAN,15MAR2017:08:24:52,17
92856,IN10050469,AWAITCUS,NW000417,GC WAN,GC WAN,15MAR2017:13:32:29,71
92876,IN10050473,AWAITCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,21MAR2017:16:07:30,66
92885,IN10050474,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,16MAR2017:13:36:15,0
92900,IN10050476,AWAITCUS,NW000412,Fixed Line,Fixed Line,22MAR2017:10:59:13,73
92906,IN10050477,AWAITCUS,ESI00011,Other Activities,Other - Service Management,27APR2017:10:45:35,2
92929,IN10050480,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,16MAR2017:07:52:44,8
92938,IN10050482,AWAITCUS,DC000119,Other Activities,Other - Data Centre,15MAR2017:17:02:50,17
92969,IN10050488,AWAITCUS,NW000429,Email,Email,05APR2017:13:31:03,275
92980,IN10050490,AWAITCUS,ESI00011,Other Activities,Other - Service Management,17MAR2017:10:48:33,2
93002,IN10050494,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,15MAR2017:17:08:21,5
93091,IN10050517,AWAITCUS,NW000412,Fixed Line,Fixed Line,20MAR2017:07:48:38,21
93145,IN10050529,AWAITCUS,NW000431,GC WAN,GC WAN,16MAR2017:07:58:52,2
93289,IN10050563,AWAITCUS,NW000412,Fixed Line,Fixed Line,20MAR2017:10:54:37,178
93414,IN10050592,AWAITCUS,NW000473,Conferencing Services,Conferencing - Videoconferencing,22MAR2017:11:26:33,10
93424,IN10050594,AWAITCUS,NW000400,Intra-building Network Services,IBN - Data Centre Network,29MAR2017:08:58:04,24
93436,IN10050596,AWAITCUS,ESI00011,Other Activities,Other - Service Management,28MAR2017:14:44:56,200
93437,IN10050596,AWAITCUS,NW000420,Intra-building Network Services,Intra-building Network Services,30MAR2017:16:49:41,0
93528,IN10050614,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,17MAR2017:07:03:15,3
93623,IN10050634,AWAITCUS,ESI00028,Other Activities,Other - Security,17MAR2017:11:02:02,0
93637,IN10050638,AWAITCUS,NW000412,Fixed Line,Fixed Line,17MAR2017:10:22:55,0
93735,IN10050661,AWAITCUS,ESI00011,Other Activities,Other - Service Management,27APR2017:09:18:24,489
93770,IN10050669,AWAITCUS,DC000119,Other Activities,Other - Data Centre,21MAR2017:13:51:56,47
93823,IN10050679,AWAITCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,22MAR2017:08:25:10,7
93836,IN10050682,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28MAR2017:15:10:00,68
93925,IN10050703,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,26APR2017:08:06:20,81
94058,IN10050736,AWAITCUS,NW000412,Fixed Line,Fixed Line,21MAR2017:15:46:41,107
94123,IN10050749,AWAITCUS,EU000203,Storage,Storage - File,20MAR2017:15:18:38,21
94124,IN10050749,AWAITCUS,DC000117,Storage,Storage,20MAR2017:15:32:42,0
94127,IN10050749,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,21MAR2017:10:23:47,2
94140,IN10050751,AWAITCUS,ESI00011,Other Activities,Other - Service Management,22MAR2017:10:38:21,80
94209,IN10050764,AWAITCUS,ESI00011,Other Activities,Other - Service Management,21MAR2017:11:47:24,118
94210,IN10050764,AWAITCUS,NW000428,Email,Email,22MAR2017:09:45:22,110
94316,IN10050788,AWAITCUS,NW000412,Fixed Line,Fixed Line,21MAR2017:08:30:53,0
94400,IN10050809,AWAITCUS,ITS00309,Secure Remote Access,Secure Remote Access,21MAR2017:16:22:56,4
94430,IN10050815,AWAITCUS,EDC00009,Midrange,Midrange,21MAR2017:10:51:10,27
94431,IN10050815,AWAITCUS,ITS00322,Directory Services,Directory Services,21MAR2017:14:29:41,2
94432,IN10050815,AWAITCUS,EDC00002,Midrange,Midrange - Windows -X86,21MAR2017:15:51:59,22
94488,IN10050827,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,24MAR2017:11:04:43,122
94515,IN10050832,AWAITCUS,NW000407,Intra-building Network Services,IBN - GC LAN,23MAR2017:13:28:22,22
94516,IN10050832,AWAITCUS,NW000453,Intra-building Network Services,IBN - GC LAN,23MAR2017:13:31:09,21
94542,IN10050835,AWAITCUS,ESI00011,Other Activities,Other - Service Management,23JUN2017:13:48:05,91
94543,IN10050835,AWAITCUS,SM000542,Other Activities,Other - Service Management,07JUL2017:13:05:11,1
94549,IN10050836,AWAITCUS,NW000417,GC WAN,GC WAN,27MAR2017:09:35:25,15
94574,IN10050841,AWAITCUS,ESI00011,Other Activities,Other - Service Management,22MAR2017:11:05:24,962
94575,IN10050841,AWAITCUS,EDC00030,Other Activities,Other - Service Management,23MAR2017:21:54:19,947
94576,IN10050841,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,25MAR2017:09:21:53,0
94587,IN10050843,AWAITCUS,DC000113,Midrange,Midrange,22MAR2017:13:12:25,52
94603,IN10050856,AWAITCUS,DC000152,Middleware,Middleware,21MAR2017:18:13:38,1916
94604,IN10050856,AWAITCUS,NW000445,Intra-building Network Services,IBN - GC LAN,22MAR2017:09:15:56,1898
94607,IN10050856,AWAITCUS,ESI00011,Other Activities,Other - Service Management,23MAR2017:13:51:05,1872
94608,IN10050856,AWAITCUS,ITS00306,Other Activities,Other - Security,23MAR2017:14:09:39,0
94712,IN10050883,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,22MAR2017:11:51:22,6
94762,IN10050893,AWAITCUS,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,27MAR2017:17:04:26,8
94836,IN10050908,AWAITCUS,ESI00028,Other Activities,Other - Security,22MAR2017:15:39:01,3
95134,IN10050974,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,22MAR2017:20:16:24,24
95185,IN10051011,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,23MAR2017:07:58:57,19
95241,IN10051023,AWAITCUS,EDC00065,Other Activities,Other - Service Management,23MAR2017:15:12:11,18
95252,IN10051025,AWAITCUS,NW000412,Fixed Line,Fixed Line,27MAR2017:17:00:40,55
95334,IN10051042,AWAITCUS,ESI00011,Other Activities,Other - Service Management,05APR2017:10:48:35,129
95382,IN10051057,AWAITCUS,NW000417,GC WAN,GC WAN,18MAY2017:08:24:37,1228
95393,IN10051059,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20JUN2017:11:05:57,0
95451,IN10051072,AWAITCUS,NW000417,GC WAN,GC WAN,23MAR2017:14:53:20,7
95468,IN10051076,AWAITCUS,NW000417,GC WAN,GC WAN,24MAR2017:08:10:32,3
95490,IN10051081,AWAITCUS,NW000412,Fixed Line,Fixed Line,13APR2017:10:25:38,126
95495,IN10051082,AWAITCUS,EDC00004,Midrange,Midrange - Storage and Virtualization,26APR2017:09:45:53,50
95587,IN10051100,AWAITCUS,DC000179,Storage,Storage,24MAR2017:14:26:54,10
95597,IN10051101,AWAITCUS,ITS00306,Other Activities,Other - Security,18APR2017:07:24:43,189
95610,IN10051104,AWAITCUS,NW000417,GC WAN,GC WAN,24MAR2017:08:09:30,3
95637,IN10051109,AWAITCUS,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,09AUG2017:11:55:46,1085
95644,IN10051110,AWAITCUS,ESI00011,Other Activities,Other - Service Management,26MAR2017:11:43:32,25
95645,IN10051110,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,27MAR2017:11:53:39,0
95652,IN10051111,AWAITCUS,NW000407,Intra-building Network Services,IBN - GC LAN,03APR2017:09:23:12,2
95674,IN10051114,AWAITCUS,NW000412,Fixed Line,Fixed Line,04APR2017:07:41:23,1
95840,IN10051150,AWAITCUS,NW000446,Intra-building Network Services,IBN - GC LAN,24MAR2017:15:42:57,1
95892,IN10051162,AWAITCUS,ESI00011,Other Activities,Other - Service Management,04APR2017:12:30:44,30
95934,IN10051173,AWAITCUS,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,03APR2017:10:17:07,4
95958,IN10051178,AWAITCUS,NW000417,GC WAN,GC WAN,03APR2017:10:17:29,245
96006,IN10051188,AWAITCUS,NW000414,Contact Centre,Contact Centre,04APR2017:08:24:59,232
96023,IN10051192,AWAITCUS,DC000113,Midrange,Midrange,27MAR2017:09:18:24,71
96098,IN10051208,AWAITCUS,EU000202,Distributed Print,Distributed Print,27MAR2017:18:43:39,435
96132,IN10051215,AWAITCUS,DC000179,Storage,Storage,27MAR2017:13:55:43,45
96137,IN10051216,AWAITCUS,ITS00326,Other Activities,Other - Security,27MAR2017:09:41:31,202
96138,IN10051216,AWAITCUS,ESI00011,Other Activities,Other - Service Management,25APR2017:15:43:24,6
96139,IN10051216,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,26APR2017:10:32:52,1
96147,IN10051217,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28MAR2017:14:36:27,69
96158,IN10051219,AWAITCUS,ESI00011,Other Activities,Other - Service Management,29MAR2017:10:39:08,35
96431,IN10051287,AWAITCUS,ESI00011,Other Activities,Other - Service Management,28MAR2017:10:19:13,91
96432,IN10051287,AWAITCUS,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),03APR2017:09:59:06,367
96433,IN10051287,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,10APR2017:10:57:54,0
96504,IN10051300,AWAITCUS,ESI00028,Other Activities,Other - Security,29MAR2017:12:59:04,0
96559,IN10051311,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,27MAR2017:17:03:22,36
96642,IN10051330,AWAITCUS,NW000400,Intra-building Network Services,IBN - Data Centre Network,29MAR2017:08:06:44,659
96656,IN10051333,AWAITCUS,NW000412,Fixed Line,Fixed Line,24APR2017:07:52:33,6
96755,IN10051356,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,10APR2017:08:51:30,1
96817,IN10051395,AWAITCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,29MAR2017:15:14:02,1
96875,IN10051406,AWAITCUS,DC000119,Other Activities,Other - Data Centre,03APR2017:15:23:33,43
96876,IN10051406,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,07APR2017:13:10:07,0
96901,IN10051419,AWAITCUS,ESI00011,Other Activities,Other - Service Management,05APR2017:12:06:05,83
96948,IN10051450,AWAITCUS,NW000431,GC WAN,GC WAN,30MAR2017:10:33:07,23
97083,IN10051479,AWAITCUS,ITS00308,Other Activities,Other - Security,31MAR2017:08:42:55,10
97093,IN10051481,AWAITCUS,DC000119,Other Activities,Other - Data Centre,03APR2017:11:40:46,2
97104,IN10051483,AWAITCUS,DC000119,Other Activities,Other - Data Centre,30MAR2017:10:52:23,70
97109,IN10051484,AWAITCUS,NW000412,Fixed Line,Fixed Line,29MAR2017:10:21:02,90
97114,IN10051485,AWAITCUS,NW000412,Fixed Line,Fixed Line,29MAR2017:11:52:04,8
97167,IN10051496,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,29MAR2017:10:37:52,3
97206,IN10051507,AWAITCUS,ESI00011,Other Activities,Other - Service Management,02APR2017:09:23:53,34
97255,IN10051521,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,28JUN2017:07:35:06,521
97315,IN10051535,AWAITCUS,ESI00011,Other Activities,Other - Service Management,29MAR2017:18:29:43,44
97325,IN10051537,AWAITCUS,ESI00011,Other Activities,Other - Service Management,30MAR2017:10:28:38,41
97331,IN10051538,AWAITCUS,NW000412,Fixed Line,Fixed Line,19APR2017:09:41:01,80
97376,IN10051547,AWAITCUS,EDC00009,Midrange,Midrange,30MAR2017:11:10:32,400
97395,IN10051551,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,29MAR2017:15:12:19,23
97475,IN10051569,AWAITCUS,ESI00011,Other Activities,Other - Service Management,31MAR2017:08:48:04,36
97476,IN10051569,AWAITCUS,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),31MAR2017:22:39:46,0
97490,IN10051572,AWAITCUS,NW000412,Fixed Line,Fixed Line,30MAR2017:09:27:13,2
97557,IN10051585,AWAITCUS,DC000152,Middleware,Middleware,03APR2017:15:11:00,34
97586,IN10051591,AWAITCUS,DC000152,Middleware,Middleware,30MAR2017:09:16:21,59
97642,IN10051603,AWAITCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,07APR2017:08:21:44,87
97644,IN10051603,AWAITCUS,ESI00012,Other Activities,Other - Service Management,11APR2017:12:00:19,23
97667,IN10051608,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,03APR2017:10:16:38,83
97680,IN10051609,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,27JUL2017:14:23:05,41
97681,IN10051609,AWAITCUS,ESI00011,Other Activities,Other - Service Management,28JUL2017:10:24:11,15
97682,IN10051609,AWAITCUS,ESI00045,Other Activities,Other - Service Management,31JUL2017:09:01:51,0
97755,IN10051625,AWAITCUS,ESI00011,Other Activities,Other - Service Management,31MAR2017:08:01:46,100
97793,IN10051633,AWAITCUS,NW000473,Conferencing Services,Conferencing - Videoconferencing,13APR2017:14:24:07,214
97821,IN10051639,AWAITCUS,NDS00033,Other Activities,Other - Security,28APR2017:09:29:02,147
97832,IN10051641,AWAITCUS,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,03APR2017:09:25:46,41
97851,IN10051645,AWAITCUS,NW000417,GC WAN,GC WAN,30MAR2017:20:56:29,0
97857,IN10051646,AWAITCUS,NW000417,GC WAN,GC WAN,30MAR2017:20:53:44,0
97905,IN10051655,AWAITCUS,NW000417,GC WAN,GC WAN,31MAR2017:06:41:03,1
97949,IN10051664,AWAITCUS,NW000412,Fixed Line,Fixed Line,12MAY2017:11:13:09,109
98034,IN10051682,AWAITCUS,NW000429,Email,Email,31MAR2017:13:11:08,1
98070,IN10051689,AWAITCUS,SM000501,Other Activities,Other - Service Management,04APR2017:07:39:16,2
98089,IN10051693,AWAITCUS,ITS00322,Directory Services,Directory Services,31MAR2017:14:41:17,0
98108,IN10051696,AWAITCUS,DC000119,Other Activities,Other - Data Centre,10APR2017:14:03:59,30
98163,IN10051706,AWAITCUS,ESI00011,Other Activities,Other - Service Management,02APR2017:09:16:42,13
98181,IN10051710,AWAITCUS,NW000412,Fixed Line,Fixed Line,06APR2017:07:57:49,33
98186,IN10051711,AWAITCUS,NW000412,Fixed Line,Fixed Line,03APR2017:08:37:35,20
98219,IN10051717,AWAITCUS,ESI00011,Other Activities,Other - Service Management,04APR2017:10:02:48,24
98220,IN10051717,AWAITCUS,EU000202,Distributed Print,Distributed Print,06APR2017:11:31:28,3
98425,IN10051764,AWAITCUS,EDC00029,Other Activities,Other - Service Management,04APR2017:11:46:20,255
98426,IN10051764,AWAITCUS,ESI00011,Other Activities,Other - Service Management,06APR2017:11:30:58,11
98427,IN10051764,AWAITCUS,NW000417,GC WAN,GC WAN,06APR2017:16:13:16,230
98546,IN10051792,AWAITCUS,ESI00011,Other Activities,Other - Service Management,08MAY2017:16:35:14,43
98555,IN10051794,AWAITCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,03APR2017:11:14:31,0
98662,IN10051819,AWAITCUS,DC000119,Other Activities,Other - Data Centre,04APR2017:09:39:54,143
98794,IN10051850,AWAITCUS,EDC00009,Midrange,Midrange,06APR2017:09:33:34,2
98872,IN10051868,AWAITCUS,ITS00327,Other Activities,Other - Security,04APR2017:08:39:01,61
98920,IN10051877,AWAITCUS,NW000427,Email,Email,10APR2017:17:19:12,40
98926,IN10051878,AWAITCUS,NW000414,Contact Centre,Contact Centre,05APR2017:13:38:25,119
98959,IN10051886,AWAITCUS,NW000431,GC WAN,GC WAN,04APR2017:16:14:28,22
99104,IN10051917,AWAITCUS,ESI00011,Other Activities,Other - Service Management,27APR2017:10:45:19,0
99123,IN10051921,AWAITCUS,NW000472,Conferencing Services,Conferencing - Videoconferencing,19APR2017:13:05:00,26
99246,IN10051952,AWAITCUS,ESI00011,Other Activities,Other - Service Management,15MAY2017:15:17:32,40
99274,IN10051958,AWAITCUS,DC000152,Middleware,Middleware,06APR2017:09:05:43,21
99305,IN10051964,AWAITCUS,DC000152,Middleware,Middleware,06APR2017:09:04:31,21
99363,IN10051979,AWAITCUS,SM000549,Other Activities,Other - Service Management,12MAY2017:15:02:47,19
99446,IN10051998,AWAITCUS,ITS00312,Internal Credential Management (ICM),Internal Credential Management (ICM),18APR2017:12:12:48,150
99483,IN10052007,AWAITCUS,DC000132,High-performance Computing,High-performance Computing,10APR2017:13:36:41,103
99520,IN10052014,AWAITCUS,EDC00009,Midrange,Midrange,06APR2017:09:17:51,26
99526,IN10052015,AWAITCUS,NW000417,GC WAN,GC WAN,05APR2017:17:44:02,19
99552,IN10052021,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,06APR2017:10:02:06,300
99553,IN10052021,AWAITCUS,NW000406,Intra-building Network Services,IBN - GC Wi-Fi,10APR2017:15:41:35,274
99558,IN10052022,AWAITCUS,DC000119,Other Activities,Other - Data Centre,12APR2017:11:52:59,52
99666,IN10052046,AWAITCUS,ESI00011,Other Activities,Other - Service Management,06APR2017:12:52:06,178
99667,IN10052046,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,24APR2017:14:14:32,77
99704,IN10052053,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,06APR2017:12:14:13,4
99720,IN10052057,AWAITCUS,ESI00011,Other Activities,Other - Service Management,06APR2017:16:04:16,120
99721,IN10052057,AWAITCUS,EDC00010,Directory Services,Directory Services,09APR2017:06:52:35,110
99737,IN10052060,AWAITCUS,ESI00011,Other Activities,Other - Service Management,06APR2017:15:58:39,103
99738,IN10052060,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,10APR2017:09:45:44,0
99750,IN10052062,AWAITCUS,NW000464,Email,Email,06APR2017:12:18:22,0
99753,IN10052062,AWAITCUS,ESI00011,Other Activities,Other - Service Management,07APR2017:10:31:51,44
99766,IN10052065,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,07APR2017:08:53:29,2
99772,IN10052066,AWAITCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,06APR2017:13:17:50,5
99773,IN10052066,AWAITCUS,SM000542,Other Activities,Other - Service Management,06APR2017:15:56:29,0
99778,IN10052066,AWAITCUS,ESI00012,Other Activities,Other - Service Management,13APR2017:15:05:58,44
99789,IN10052068,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,06APR2017:12:59:54,45
99855,IN10052080,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,11APR2017:11:29:44,24
99894,IN10052088,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,07APR2017:10:44:28,8
99941,IN10052099,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,07APR2017:07:58:22,1
99953,IN10052101,AWAITCUS,NW000412,Fixed Line,Fixed Line,07APR2017:09:24:07,4
100044,IN10052127,AWAITCUS,ESI00028,Other Activities,Other - Security,07APR2017:13:16:50,0
100085,IN10052137,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,07APR2017:12:14:22,0
100113,IN10052142,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,07APR2017:16:55:35,0
100123,IN10052144,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,07APR2017:15:48:54,32
100221,IN10052168,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,10APR2017:19:25:03,6
100238,IN10052171,AWAITCUS,EU000203,Storage,Storage - File,11APR2017:13:40:42,3
100243,IN10052172,AWAITCUS,NW000430,Intra-building Network Services,IBN - Data Centre Network,10APR2017:09:50:56,42
100244,IN10052172,AWAITCUS,ESI00028,Other Activities,Other - Security,10APR2017:13:01:56,39
100312,IN10052188,AWAITCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,06JUL2017:08:51:40,1432
100628,IN10052264,AWAITCUS,EDC00003,Midrange,Midrange,28APR2017:08:24:06,20
100646,IN10052268,AWAITCUS,EDC00002,Midrange,Midrange - Windows -X86,13APR2017:08:40:22,5
100657,IN10052270,AWAITCUS,ESI00011,Other Activities,Other - Service Management,12APR2017:15:12:42,156
100690,IN10052278,AWAITCUS,EU000203,Storage,Storage - File,28APR2017:11:21:11,1320
100861,IN10052318,AWAITCUS,ESI00011,Other Activities,Other - Service Management,12APR2017:16:05:21,155
100948,IN10052337,AWAITCUS,DC000141,Middleware,Middleware,15MAY2017:13:24:41,3
101024,IN10052357,AWAITCUS,ESI00028,Other Activities,Other - Security,12APR2017:15:01:09,17
101082,IN10052376,AWAITCUS,ITS00326,Other Activities,Other - Security,13APR2017:08:32:28,428
101153,IN10052391,AWAITCUS,ESI00011,Other Activities,Other - Service Management,02JUN2017:08:23:37,275
101154,IN10052391,AWAITCUS,NW000417,GC WAN,GC WAN,05JUN2017:12:24:13,0
101165,IN10052395,AWAITCUS,SM000532,Other Activities,Other - Service Management,24APR2017:16:44:02,0
101199,IN10052403,AWAITCUS,ESI00011,Other Activities,Other - Service Management,17APR2017:10:18:07,20
101200,IN10052403,AWAITCUS,EDC00021,Middleware,Middleware,17APR2017:10:35:25,0
101241,IN10052410,AWAITCUS,ESI00011,Other Activities,Other - Service Management,08MAY2017:11:02:16,80
101278,IN10052418,AWAITCUS,ESI00011,Other Activities,Other - Service Management,14APR2017:08:01:43,10
101279,IN10052418,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,18APR2017:17:55:52,0
101352,IN10052438,AWAITCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,13APR2017:10:07:52,34
101471,IN10052468,AWAITCUS,NW000412,Fixed Line,Fixed Line,13APR2017:13:17:37,7
101482,IN10052470,AWAITCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,24APR2017:10:51:45,91
101483,IN10052470,AWAITCUS,ESI00011,Other Activities,Other - Service Management,24APR2017:10:52:18,91
101500,IN10052474,AWAITCUS,NW000433,GC WAN,GC WAN,13APR2017:14:06:24,5
101675,IN10052509,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,19APR2017:13:48:09,33
101726,IN10052518,AWAITCUS,ESI00011,Other Activities,Other - Service Management,25APR2017:14:22:50,7
101727,IN10052518,AWAITCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,25APR2017:22:25:28,0
101911,IN10052572,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,17APR2017:06:37:19,32
102162,IN10052635,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20APR2017:15:35:07,106
102163,IN10052635,AWAITCUS,EU000203,Storage,Storage - File,21APR2017:09:49:28,102
102256,IN10052656,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,21APR2017:10:38:49,0
102295,IN10052666,AWAITCUS,NW000407,Intra-building Network Services,IBN - GC LAN,24APR2017:10:42:23,2
