,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
13214,IN10031711,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,16MAY2016:09:36:34,109
13215,IN10031711,PENDINGCUS,ESI00049,Other Activities,Other - Security,18MAY2016:10:02:22,88
13216,IN10031711,PENDINGCUS,NW000420,Intra-building Network Services,Intra-building Network Services,24MAY2016:09:59:25,0
13371,IN10031747,PENDINGCUS,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,17MAY2016:09:23:27,9
13447,IN10031763,PENDINGCUS,EDC00066,Other Activities,Other - Service Management,16MAY2016:09:37:21,152
13522,IN10031784,PENDINGCUS,NW000412,Fixed Line,Fixed Line,24JUN2016:13:15:04,70
13529,IN10031785,PENDINGCUS,NW000412,Fixed Line,Fixed Line,26MAY2016:10:32:47,28
13558,IN10031790,PENDINGCUS,NW000412,Fixed Line,Fixed Line,23JUN2016:13:25:38,0
13642,IN10031808,PENDINGCUS,NW000431,GC WAN,GC WAN,15MAY2016:23:19:03,105
13659,IN10031811,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,16MAY2016:09:36:58,290
13660,IN10031811,PENDINGCUS,DC000152,Middleware,Middleware,07JUN2016:11:47:44,138
13661,IN10031811,PENDINGCUS,EDC00066,Other Activities,Other - Service Management,07JUN2016:13:14:02,137
13709,IN10031823,PENDINGCUS,NW000412,Fixed Line,Fixed Line,18MAY2016:08:56:03,1
13750,IN10031832,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,16MAY2016:14:25:10,1
13761,IN10031834,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,16MAY2016:09:27:44,0
13840,IN10031850,PENDINGCUS,NW000412,Fixed Line,Fixed Line,18MAY2016:08:16:31,0
13865,IN10031857,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,19MAY2016:10:37:55,144
13909,IN10031866,PENDINGCUS,EDC00010,Directory Services,Directory Services,17MAY2016:09:08:58,0
13925,IN10031870,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,16MAY2016:15:29:55,54
13951,IN10031875,PENDINGCUS,NW000412,Fixed Line,Fixed Line,18MAY2016:13:35:35,21
14049,IN10031901,PENDINGCUS,EDC00010,Directory Services,Directory Services,17MAY2016:09:06:18,5
14117,IN10031926,PENDINGCUS,ESI00012,Other Activities,Other - Service Management,17MAY2016:11:25:09,16
14137,IN10031932,PENDINGCUS,DC000117,Storage,Storage,19MAY2016:15:33:17,86
14169,IN10031941,PENDINGCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,17MAY2016:16:17:28,65
14175,IN10031942,PENDINGCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,17MAY2016:16:19:16,66
14286,IN10031967,PENDINGCUS,ESI00028,Other Activities,Other - Security,03JUN2016:10:37:07,39
14357,IN10031983,PENDINGCUS,NW000417,GC WAN,GC WAN,18MAY2016:14:39:15,6
14374,IN10031987,PENDINGCUS,NW000412,Fixed Line,Fixed Line,18MAY2016:13:51:37,17
14490,IN10032019,PENDINGCUS,NW000410,Conferencing Services,Conferencing - Videoconferencing,19MAY2016:09:24:37,132
14491,IN10032019,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,19MAY2016:10:55:00,398
14492,IN10032019,PENDINGCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,24MAY2016:08:53:23,0
14587,IN10032040,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,19MAY2016:10:22:40,0
14599,IN10032044,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,13DEC2016:13:53:29,330
14600,IN10032044,PENDINGCUS,ESI00019,Other Activities,Other - Service Management,05JAN2017:17:25:01,187
14683,IN10032064,PENDINGCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,17AUG2016:15:16:46,100
14716,IN10032069,PENDINGCUS,NW000445,Intra-building Network Services,IBN - GC LAN,19MAY2016:11:07:54,615
14806,IN10032097,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,20MAY2016:08:03:03,285
14819,IN10032100,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,25MAY2016:09:30:34,2
14824,IN10032101,PENDINGCUS,NW000412,Fixed Line,Fixed Line,30AUG2016:13:41:26,9
14843,IN10032105,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,25MAY2016:10:00:24,64
15146,IN10032174,PENDINGCUS,NW000412,Fixed Line,Fixed Line,20JUN2016:07:11:25,2
15172,IN10032178,PENDINGCUS,NW000417,GC WAN,GC WAN,20MAY2016:23:53:16,0
15183,IN10032181,PENDINGCUS,NW000417,GC WAN,GC WAN,21MAY2016:05:37:04,20
15206,IN10032186,PENDINGCUS,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,21MAY2016:10:51:07,60
15207,IN10032186,PENDINGCUS,EDC00066,Other Activities,Other - Service Management,25MAY2016:10:37:32,70
15266,IN10032203,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,25MAY2016:09:17:42,1
15348,IN10032224,PENDINGCUS,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,26MAY2016:09:34:10,13
15564,IN10032280,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,25MAY2016:09:36:29,94
15771,IN10032322,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,27MAY2016:13:01:46,51
15797,IN10032326,PENDINGCUS,NW000412,Fixed Line,Fixed Line,08JUL2016:15:57:48,56
15824,IN10032332,PENDINGCUS,NW000417,GC WAN,GC WAN,10NOV2016:12:47:44,275
15872,IN10032343,PENDINGCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,25MAY2016:16:01:42,20
15979,IN10032368,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,27MAY2016:10:37:25,10
16004,IN10032373,PENDINGCUS,NW000412,Fixed Line,Fixed Line,01AUG2016:14:23:11,75
16099,IN10032394,PENDINGCUS,NW000445,Intra-building Network Services,IBN - GC LAN,26MAY2016:07:46:02,84
16100,IN10032394,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,30MAY2016:11:02:35,61
16122,IN10032399,PENDINGCUS,NW000417,GC WAN,GC WAN,25MAY2016:17:04:19,29
16174,IN10032412,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,27MAY2016:10:23:18,10
16298,IN10032443,PENDINGCUS,NW000412,Fixed Line,Fixed Line,28JUN2016:10:21:07,76
16392,IN10032462,PENDINGCUS,ESI00028,Other Activities,Other - Security,26MAY2016:14:00:18,78
16393,IN10032462,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,27MAY2016:10:23:47,72
16503,IN10032486,PENDINGCUS,ESI00028,Other Activities,Other - Security,27MAY2016:07:00:52,2
16646,IN10032522,PENDINGCUS,ESI00049,Other Activities,Other - Security,30MAY2016:11:25:12,29
16655,IN10032524,PENDINGCUS,NW000412,Fixed Line,Fixed Line,27JUN2016:09:19:21,3
16820,IN10032555,PENDINGCUS,EDC00009,Midrange,Midrange,31MAY2016:08:54:57,1479
16821,IN10032555,PENDINGCUS,ESI00028,Other Activities,Other - Security,09JUN2016:17:49:00,1393
16822,IN10032555,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,10JUN2016:06:49:30,3
16823,IN10032555,PENDINGCUS,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,10JUN2016:06:51:22,0
16841,IN10032556,PENDINGCUS,NW000412,Fixed Line,Fixed Line,24JUN2016:13:14:31,20
16851,IN10032558,PENDINGCUS,NW000412,Fixed Line,Fixed Line,22JUN2016:13:11:35,1029
17024,IN10032600,PENDINGCUS,EDC00021,Middleware,Middleware,28MAY2016:22:12:13,6
17222,IN10032654,PENDINGCUS,DC000141,Middleware,Middleware,30MAY2016:08:38:22,0
17236,IN10032657,PENDINGCUS,EDC00010,Directory Services,Directory Services,30MAY2016:12:59:43,7
17441,IN10032705,PENDINGCUS,NW000412,Fixed Line,Fixed Line,01JUN2016:13:50:59,69
17479,IN10032713,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,31MAY2016:11:38:42,1
17618,IN10032742,PENDINGCUS,ITS00332,Secure Remote Access,Secure Remote Access,01JUN2016:10:03:13,2
17678,IN10032755,PENDINGCUS,ITS00306,Other Activities,Other - Security,06JUN2016:10:04:17,349
17694,IN10032758,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,01JUN2016:13:09:04,10
17720,IN10032763,PENDINGCUS,NW000433,GC WAN,GC WAN,31MAY2016:17:18:36,1
17805,IN10032782,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,17JUN2016:08:44:57,51
17909,IN10032806,PENDINGCUS,NW000412,Fixed Line,Fixed Line,06JUN2016:09:28:19,0
17929,IN10032809,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,28JUN2016:16:47:59,0
17946,IN10032816,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,02JUN2016:09:19:00,9
18040,IN10032837,PENDINGCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,07JUN2016:11:09:12,7
18061,IN10032842,PENDINGCUS,NW000417,GC WAN,GC WAN,01JUN2016:20:40:24,3
18151,IN10032862,PENDINGCUS,NW000410,Conferencing Services,Conferencing - Videoconferencing,18JUL2016:10:10:38,387
18510,IN10032951,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,07JUN2016:14:46:19,4
18673,IN10032987,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,06JUN2016:13:57:33,17
18674,IN10032987,PENDINGCUS,ESI00028,Other Activities,Other - Security,07JUN2016:11:48:43,2
18796,IN10033011,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,11JUN2016:07:16:37,54
18797,IN10033011,PENDINGCUS,EDC00074,Other Activities,Other - Security,11JUN2016:07:18:54,0
18856,IN10033024,PENDINGCUS,NW000412,Fixed Line,Fixed Line,29AUG2016:08:01:58,421
18869,IN10033026,PENDINGCUS,NW000412,Fixed Line,Fixed Line,06JUN2016:10:16:23,5
18915,IN10033034,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,11JUN2016:07:45:45,103
19222,IN10033107,PENDINGCUS,NW000412,Fixed Line,Fixed Line,07JUN2016:16:06:42,10
19462,IN10033163,PENDINGCUS,NW000445,Intra-building Network Services,IBN - GC LAN,16AUG2016:13:27:50,696
19469,IN10033164,PENDINGCUS,ESI00012,Other Activities,Other - Service Management,09JUN2016:08:44:59,2
19501,IN10033172,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,07JUN2016:14:50:51,153
19515,IN10033176,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,08JUN2016:12:25:08,2
19611,IN10033196,PENDINGCUS,NW000428,Email,Email,08JUN2016:10:31:34,1
19643,IN10033202,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,08JUN2016:11:07:45,79
19686,IN10033212,PENDINGCUS,EU000202,Distributed Print,Distributed Print,08JUN2016:16:30:03,14
19702,IN10033215,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,09JUN2016:16:34:03,148
19784,IN10033234,PENDINGCUS,EDC00009,Midrange,Midrange,08JUN2016:12:31:22,147
19785,IN10033234,PENDINGCUS,NW000429,Email,Email,13JUN2016:19:54:53,112
19966,IN10033278,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,09JUN2016:14:04:40,0
20146,IN10033326,PENDINGCUS,ENT00014,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,10JUN2016:09:29:26,2
20175,IN10033334,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,10JUN2016:09:23:35,61
20198,IN10033342,PENDINGCUS,NW000412,Fixed Line,Fixed Line,18JUL2016:13:35:22,116
20279,IN10033360,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,17AUG2016:10:25:18,422
20355,IN10033377,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,10JUN2016:19:35:03,103
20356,IN10033377,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,10JUN2016:19:35:41,19
20366,IN10033379,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,10JUN2016:19:39:37,43
20367,IN10033379,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,10JUN2016:19:40:09,43
20373,IN10033380,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,10JUN2016:19:45:39,43
20374,IN10033380,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,10JUN2016:19:46:31,43
20412,IN10033389,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,20JUL2016:14:23:46,5
20460,IN10033403,PENDINGCUS,EU000203,Storage,Storage - File,15JUN2016:14:33:21,510
20615,IN10033441,PENDINGCUS,DC000113,Midrange,Midrange,13JUN2016:10:11:16,3
20706,IN10033463,PENDINGCUS,EU000202,Distributed Print,Distributed Print,16JUN2016:11:37:08,45
20891,IN10033516,PENDINGCUS,NW000433,GC WAN,GC WAN,13JUN2016:14:27:13,2
20935,IN10033525,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,29JUN2016:10:02:06,320
21019,IN10033543,PENDINGCUS,ESI00028,Other Activities,Other - Security,14JUN2016:08:04:39,4
21037,IN10033549,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,14JUN2016:16:19:42,2
21070,IN10033556,PENDINGCUS,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,14JUN2016:14:19:28,12
21088,IN10033560,PENDINGCUS,NW000414,Contact Centre,Contact Centre,14JUN2016:13:32:42,1
21094,IN10033561,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,17JUN2016:12:56:35,21
21140,IN10033570,PENDINGCUS,NW000417,GC WAN,GC WAN,14JUN2016:18:35:07,13
21162,IN10033576,PENDINGCUS,NW000412,Fixed Line,Fixed Line,24AUG2016:11:13:15,52
21183,IN10033580,PENDINGCUS,DC000128,High-performance Computing,High-performance Computing,14JUN2016:15:19:00,115
21184,IN10033580,PENDINGCUS,DC000163,Other Activities,Other - Service Management,15JUN2016:14:32:17,106
21185,IN10033580,PENDINGCUS,DC000113,Midrange,Midrange,20JUN2016:16:02:00,1
21208,IN10033585,PENDINGCUS,NW000412,Fixed Line,Fixed Line,28JUN2016:10:06:01,41
21296,IN10033609,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,15JUN2016:09:52:56,0
21326,IN10033616,PENDINGCUS,DC000141,Middleware,Middleware,15JUN2016:13:35:13,1
21394,IN10033637,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,20JUN2016:11:05:15,13
21490,IN10033661,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,16JUN2016:10:06:36,1111
21532,IN10033669,PENDINGCUS,ESI00028,Other Activities,Other - Security,17JUN2016:06:24:42,2
21557,IN10033674,PENDINGCUS,NW000407,Intra-building Network Services,IBN - GC LAN,27JUN2016:12:51:32,0
21562,IN10033675,PENDINGCUS,NW000412,Fixed Line,Fixed Line,16JUN2016:13:27:51,2
21609,IN10033683,PENDINGCUS,NW000412,Fixed Line,Fixed Line,27JUL2016:09:19:57,134
21647,IN10033690,PENDINGCUS,NW000417,GC WAN,GC WAN,17JUN2016:09:09:25,3
21912,IN10033753,PENDINGCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,22JUN2016:09:31:06,58
21913,IN10033753,PENDINGCUS,SM000512,Other Activities,Other - Service Management,30JUN2016:08:08:39,0
21920,IN10033754,PENDINGCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28JUN2016:08:18:32,16
21934,IN10033756,PENDINGCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28JUN2016:09:45:31,4
22094,IN10033793,PENDINGCUS,NW000412,Fixed Line,Fixed Line,22JUN2016:10:16:07,3
22109,IN10033796,PENDINGCUS,NW000417,GC WAN,GC WAN,05JUL2016:15:19:20,464
22127,IN10033801,PENDINGCUS,NW000417,GC WAN,GC WAN,18JUN2016:18:49:32,87
22424,IN10033869,PENDINGCUS,NW000412,Fixed Line,Fixed Line,09SEP2016:09:59:13,0
22532,IN10033894,PENDINGCUS,NW000433,GC WAN,GC WAN,20JUN2016:17:21:06,0
22539,IN10033895,PENDINGCUS,NW000447,Intra-building Network Services,IBN - GC LAN,21JUN2016:10:23:26,0
22911,IN10033984,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,23JUN2016:10:26:15,18
22916,IN10033985,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,23JUN2016:09:58:30,55
22923,IN10033986,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,23JUN2016:09:51:00,55
22929,IN10033987,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,22JUN2016:10:47:51,3
22934,IN10033988,PENDINGCUS,NW000410,Conferencing Services,Conferencing - Videoconferencing,22JUN2016:10:23:59,994
22940,IN10033989,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,23JUN2016:09:44:34,55
23029,IN10034007,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,22JUN2016:13:54:52,1
23070,IN10034014,PENDINGCUS,NW000453,Intra-building Network Services,IBN - GC LAN,24JUN2016:09:18:55,0
23089,IN10034018,PENDINGCUS,EDC00001,Midrange,Midrange - Storage and Virtualization,06JUL2016:16:49:20,86
23186,IN10034041,PENDINGCUS,NW000412,Fixed Line,Fixed Line,30JUN2016:11:33:41,14
23225,IN10034050,PENDINGCUS,NW000412,Fixed Line,Fixed Line,23JUN2016:14:56:16,0
23316,IN10034072,PENDINGCUS,NW000437,Fixed Line,Fixed Line,24JUN2016:09:30:45,11
23327,IN10034075,PENDINGCUS,NW000412,Fixed Line,Fixed Line,27JUN2016:19:16:50,190
23328,IN10034075,PENDINGCUS,NW000413,Toll-free Voice,Toll-free Voice,18JUL2016:11:49:58,655
23329,IN10034075,PENDINGCUS,EDC00066,Other Activities,Other - Service Management,25JUL2016:14:31:18,3
23513,IN10034116,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27JUN2016:09:28:36,44
23589,IN10034131,PENDINGCUS,NW000417,GC WAN,GC WAN,24JUN2016:10:38:29,100
23596,IN10034132,PENDINGCUS,EDC00021,Middleware,Middleware,24JUN2016:11:38:11,0
23605,IN10034134,PENDINGCUS,NW000433,GC WAN,GC WAN,24JUN2016:13:26:13,6
23634,IN10034141,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,24JUN2016:13:25:53,4
23656,IN10034144,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,14JUL2016:00:19:59,296
23702,IN10034155,PENDINGCUS,NW000412,Fixed Line,Fixed Line,27JUN2016:11:10:24,1
23917,IN10034201,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,27JUN2016:09:59:04,9
23958,IN10034210,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,17SEP2016:00:36:08,175
23970,IN10034212,PENDINGCUS,NW000417,GC WAN,GC WAN,17NOV2016:15:52:19,87
23971,IN10034212,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,17NOV2016:16:30:56,86
23972,IN10034212,PENDINGCUS,ITS00308,Other Activities,Other - Security,17NOV2016:16:31:43,86
24040,IN10034231,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,27JUN2016:09:59:22,9
24049,IN10034233,PENDINGCUS,NW000412,Fixed Line,Fixed Line,28JUN2016:08:45:10,2
24105,IN10034244,PENDINGCUS,ITS00306,Other Activities,Other - Security,27JUN2016:15:34:47,7
24457,IN10034317,PENDINGCUS,ITS00306,Other Activities,Other - Security,13JUL2016:14:42:55,36
24478,IN10034321,PENDINGCUS,EDC00009,Midrange,Midrange,27JUN2016:12:36:35,1
24501,IN10034324,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,30DEC2016:10:12:54,17
24512,IN10034326,PENDINGCUS,NW000433,GC WAN,GC WAN,27JUN2016:12:28:52,0
24533,IN10034330,PENDINGCUS,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),27JUN2016:14:19:05,6
24733,IN10034372,PENDINGCUS,NW000412,Fixed Line,Fixed Line,28JUN2016:10:28:49,21
24768,IN10034381,PENDINGCUS,NW000412,Fixed Line,Fixed Line,29JUN2016:10:51:16,11
24817,IN10034393,PENDINGCUS,EU000203,Storage,Storage - File,07JUL2016:09:39:50,0
24936,IN10034433,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,26OCT2016:13:20:40,0
24937,IN10034433,PENDINGCUS,EDC00009,Midrange,Midrange,26OCT2016:13:23:46,0
24983,IN10034446,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,29JUN2016:10:47:46,212
24984,IN10034446,PENDINGCUS,DC000104,Data Centre Facilities Management,Data Centre Facilities Management,29JUN2016:12:42:07,0
25075,IN10034464,PENDINGCUS,EDC00009,Midrange,Midrange,04JUL2016:13:48:20,29
25081,IN10034465,PENDINGCUS,NW000417,GC WAN,GC WAN,30JUN2016:07:30:57,30
25407,IN10034544,PENDINGCUS,NW000412,Fixed Line,Fixed Line,11JUL2016:11:55:23,13
25434,IN10034549,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,15JUL2016:09:23:53,10
25469,IN10034555,PENDINGCUS,EDC00003,Midrange,Midrange,05JUL2016:14:14:16,16
25518,IN10034566,PENDINGCUS,EDC00009,Midrange,Midrange,18JUL2016:14:48:44,117
25618,IN10034588,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,05JUL2016:09:34:30,0
25721,IN10034608,PENDINGCUS,NW000412,Fixed Line,Fixed Line,12JUL2016:09:15:14,2
26060,IN10034691,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,06JUL2016:10:53:46,359
26061,IN10034691,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,06JUL2016:14:24:09,22
26074,IN10034693,PENDINGCUS,NW000433,GC WAN,GC WAN,04JUL2016:22:34:27,16
26193,IN10034723,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,05JUL2016:13:59:30,571
26316,IN10034756,PENDINGCUS,ESI00028,Other Activities,Other - Security,06JUL2016:08:19:05,273
26317,IN10034756,PENDINGCUS,DC000175,Other Activities,Other - Data Centre,07JUL2016:09:19:36,4
26417,IN10034786,PENDINGCUS,NW000413,Toll-free Voice,Toll-free Voice,26SEP2016:10:49:17,12
26437,IN10034789,PENDINGCUS,ITS00306,Other Activities,Other - Security,05JUL2017:15:38:25,297
26438,IN10034789,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,14AUG2017:15:33:04,17
26650,IN10034854,PENDINGCUS,ESI00028,Other Activities,Other - Security,07JUL2016:06:49:22,6
26738,IN10034874,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,11JUL2016:14:53:05,16
26826,IN10034893,PENDINGCUS,ESI00028,Other Activities,Other - Security,08JUL2016:16:19:05,3
26870,IN10034901,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,20JUL2016:10:02:20,0
26912,IN10034913,PENDINGCUS,DC000128,High-performance Computing,High-performance Computing,07JUL2016:19:05:16,3
26913,IN10034913,PENDINGCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,08JUL2016:05:53:51,426
26930,IN10034917,PENDINGCUS,DC000128,High-performance Computing,High-performance Computing,08JUL2016:15:54:56,5
27032,IN10034942,PENDINGCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,25JUL2016:11:34:08,21
27033,IN10034942,PENDINGCUS,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,26JUL2016:09:47:59,13
27060,IN10034951,PENDINGCUS,NW000412,Fixed Line,Fixed Line,08JUL2016:12:57:38,4
27105,IN10034962,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,13JUL2016:02:39:25,307
27219,IN10034985,PENDINGCUS,ITS00332,Secure Remote Access,Secure Remote Access,18NOV2016:07:32:13,0
27254,IN10034996,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,20JUL2016:14:39:11,41
27268,IN10034998,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27SEP2016:10:28:30,0
27336,IN10035017,PENDINGCUS,DC000132,High-performance Computing,High-performance Computing,10JUL2016:15:35:02,10
27545,IN10035066,PENDINGCUS,EDC00003,Midrange,Midrange,12JUL2016:08:31:30,6
27564,IN10035070,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,12JUL2016:10:02:54,17
27607,IN10035080,PENDINGCUS,NW000433,GC WAN,GC WAN,12JUL2016:07:36:05,15
27629,IN10035085,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,13JUL2016:19:58:36,96
27643,IN10035088,PENDINGCUS,EU000202,Distributed Print,Distributed Print,13JUL2016:12:20:13,14
27676,IN10035095,PENDINGCUS,ITS00332,Secure Remote Access,Secure Remote Access,12JUL2016:11:22:24,16
27768,IN10035114,PENDINGCUS,NW000433,GC WAN,GC WAN,12JUL2016:13:10:13,4
27844,IN10035130,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,29AUG2016:08:46:31,0
28001,IN10035175,PENDINGCUS,NW000445,Intra-building Network Services,IBN - GC LAN,13JUL2016:13:59:32,931
28002,IN10035175,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,26JUL2016:16:44:25,838
28068,IN10035190,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,15JUL2016:10:34:33,618
28114,IN10035200,PENDINGCUS,EDC00009,Midrange,Midrange,14JUL2016:09:35:59,31
28152,IN10035207,PENDINGCUS,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,14JUL2016:14:11:13,7
28322,IN10035246,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,18JUL2016:10:41:49,11
28347,IN10035252,PENDINGCUS,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,18JUL2016:09:43:10,4
28399,IN10035262,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,15JUL2016:13:28:31,2
28571,IN10035301,PENDINGCUS,NW000412,Fixed Line,Fixed Line,20JUL2016:14:52:12,64
28575,IN10035302,PENDINGCUS,0,0,0,15JUL2016:08:37:40,0
28638,IN10035316,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,18JUL2016:14:59:23,299
28673,IN10035323,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,27JUL2016:11:27:08,9
28840,IN10035360,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,18JUL2016:13:29:48,0
28872,IN10035366,PENDINGCUS,NW000412,Fixed Line,Fixed Line,22JUL2016:10:02:28,224
28919,IN10035377,PENDINGCUS,NW000412,Fixed Line,Fixed Line,18JUL2016:08:40:33,30
29036,IN10035406,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,18JUL2016:07:52:11,2
29078,IN10035429,PENDINGCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,18JUL2016:09:12:13,31
29097,IN10035434,PENDINGCUS,NW000412,Fixed Line,Fixed Line,18JUL2016:09:18:15,75
29249,IN10035470,PENDINGCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,27JUL2016:09:29:26,11
